,Age,Constituency,Criminal_Cases,Education_Level,Name,Number_of_Cases,PAN_Given_(Y_or_N),Party_Code,Total_Assets,Total_Liabilities,common_link,elec_link
69,50,THANESAR,No,Graduate,Subhash Sudha in Haryana Election 2014,0,Y,BJP,56517000,3500000,http://myneta.info/compare_profile.php?group_id=UMUoiPQcip44aczjKfC7,http://myneta.info/haryana2014/candidate.php?candidate_id=47
70,45,Thanesar,No,Graduate,SUBHASH SUDHA in Haryana 2009,0,Y,IND,30964746,0,http://myneta.info/compare_profile.php?group_id=UMUoiPQcip44aczjKfC7,http://myneta.info/ha2009/candidate.php?candidate_id=1209
71,57,BANGALORE RURAL,No,Graduate,J. T.Prakash in Loksabha 2014,0,Y,IND,4854168,0,http://myneta.info/compare_profile.php?group_id=stmGYDw3qzYDrmf7njud,http://myneta.info/ls2014/candidate.php?candidate_id=1092
72,56,CHANNAPATNA,No,Graduate Professional,J.T.Prakash in Karnataka 2013,0,Y,IND,4810000,0,http://myneta.info/compare_profile.php?group_id=stmGYDw3qzYDrmf7njud,http://myneta.info/karnataka2013/candidate.php?candidate_id=2771
73,56,BANGALORE RURAL : BYE- ELECTION ON 21-08-2013,No,Graduate Professional,J.T.Prakash in Lok sabha Bye election 2012,0,N,JD(U),4790000,0,http://myneta.info/compare_profile.php?group_id=stmGYDw3qzYDrmf7njud,http://myneta.info/lsbye2012/candidate.php?candidate_id=94
74,40,SARDULGARH,Yes,10th Pass,Nem Chand Chaudhary in Punjab 2012,1,Y,PPP,7953017,0,http://myneta.info/compare_profile.php?group_id=fpZ98uVmLBsX7MRxJZry,http://myneta.info/pb2012/candidate.php?candidate_id=307
75,43,BAKSHI KAA TALAB,Yes,12th Pass,Rajesh Kumar Pandey  in Uttar Pradesh 2012,1,Y,AITC,1771000,290000,http://myneta.info/compare_profile.php?group_id=B5n3aUaoF3DP5Rn362B,http://myneta.info/up2012/candidate.php?candidate_id=4655
76,40,Lucknow,No,12th Pass,RAJESH KUMAR PANDEY in Lok Sabha 2009,0,Y,AITC,92000,0,http://myneta.info/compare_profile.php?group_id=B5n3aUaoF3DP5Rn362B,http://myneta.info/ls2009/candidate.php?candidate_id=5585
77,53,ETAH,No,Graduate Professional,Rajvir Singh in Loksabha 2014,0,Y,BJP,251921157,46898091,http://myneta.info/compare_profile.php?group_id=ZNEkCHG8X6te8Ghmzt9j,http://myneta.info/ls2014/candidate.php?candidate_id=4277
78,51,DEBAI,No,Graduate Professional,Rajveer Singh in Uttar Pradesh 2012,0,Y,JKP,118834795,0,http://myneta.info/compare_profile.php?group_id=ZNEkCHG8X6te8Ghmzt9j,http://myneta.info/up2012/candidate.php?candidate_id=3608
79,64,PARJANGA,Yes,Graduate Professional,Nrusingha Charan Sahu in Odisha 2014,1,Y,BJD,9741059,900000,http://myneta.info/compare_profile.php?group_id=guhAgrqfZKdYDcfMFg2,http://myneta.info/odisha2014/candidate.php?candidate_id=1151
