,district,state,thelink,year
331,PATIALA,PUNJAB,index.php?action=show_candidates&constituency_id=390,2014
332,SANGRUR,PUNJAB,index.php?action=show_candidates&constituency_id=389,2014
333,AJMER,RAJASTHAN,index.php?action=show_candidates&constituency_id=403,2014
334,ALWAR,RAJASTHAN,index.php?action=show_candidates&constituency_id=398,2014
335,BANSWARA,RAJASTHAN,index.php?action=show_candidates&constituency_id=410,2014
336,BARMER,RAJASTHAN,index.php?action=show_candidates&constituency_id=407,2014
337,BHARATPUR,RAJASTHAN,index.php?action=show_candidates&constituency_id=399,2014
338,BHILWARA,RAJASTHAN,index.php?action=show_candidates&constituency_id=413,2014
339,BIKANER,RAJASTHAN,index.php?action=show_candidates&constituency_id=392,2014
340,CHITTORGARH,RAJASTHAN,index.php?action=show_candidates&constituency_id=411,2014
341,CHURU,RAJASTHAN,index.php?action=show_candidates&constituency_id=393,2014
342,DAUSA,RAJASTHAN,index.php?action=show_candidates&constituency_id=401,2014
343,GANGANAGAR,RAJASTHAN,index.php?action=show_candidates&constituency_id=391,2014
344,JAIPUR,RAJASTHAN,index.php?action=show_candidates&constituency_id=397,2014
345,JAIPUR RURAL,RAJASTHAN,index.php?action=show_candidates&constituency_id=396,2014
346,JALORE,RAJASTHAN,index.php?action=show_candidates&constituency_id=408,2014
347,JHALAWAR-BARAN,RAJASTHAN,index.php?action=show_candidates&constituency_id=415,2014
348,JHUNJHUNU,RAJASTHAN,index.php?action=show_candidates&constituency_id=394,2014
349,JODHPUR,RAJASTHAN,index.php?action=show_candidates&constituency_id=406,2014
350,KARAULI-DHOLPUR,RAJASTHAN,index.php?action=show_candidates&constituency_id=400,2014
351,KOTA,RAJASTHAN,index.php?action=show_candidates&constituency_id=414,2014
352,NAGAUR,RAJASTHAN,index.php?action=show_candidates&constituency_id=404,2014
353,PALI,RAJASTHAN,index.php?action=show_candidates&constituency_id=405,2014
354,RAJSAMAND,RAJASTHAN,index.php?action=show_candidates&constituency_id=412,2014
355,SIKAR,RAJASTHAN,index.php?action=show_candidates&constituency_id=395,2014
356,TONK-SAWAI MADHOPUR,RAJASTHAN,index.php?action=show_candidates&constituency_id=402,2014
357,UDAIPUR,RAJASTHAN,index.php?action=show_candidates&constituency_id=409,2014
358,SIKKIM,SIKKIM,index.php?action=show_candidates&constituency_id=341,2014
359,ARAKKONAM,TAMIL NADU,index.php?action=show_candidates&constituency_id=479,2014
360,ARANI,TAMIL NADU,index.php?action=show_candidates&constituency_id=484,2014
361,CHENNAI CENTRAL,TAMIL NADU,index.php?action=show_candidates&constituency_id=476,2014
362,CHENNAI NORTH,TAMIL NADU,index.php?action=show_candidates&constituency_id=474,2014
363,CHENNAI SOUTH,TAMIL NADU,index.php?action=show_candidates&constituency_id=475,2014
364,CHIDAMBARAM,TAMIL NADU,index.php?action=show_candidates&constituency_id=499,2014
365,COIMBATORE,TAMIL NADU,index.php?action=show_candidates&constituency_id=492,2014
366,CUDDALORE,TAMIL NADU,index.php?action=show_candidates&constituency_id=498,2014
367,DHARMAPURI,TAMIL NADU,index.php?action=show_candidates&constituency_id=482,2014
368,DINDIGUL,TAMIL NADU,index.php?action=show_candidates&constituency_id=494,2014
369,ERODE,TAMIL NADU,index.php?action=show_candidates&constituency_id=489,2014
370,KALLAKURICHI,TAMIL NADU,index.php?action=show_candidates&constituency_id=486,2014
371,KANCHEEPURAM,TAMIL NADU,index.php?action=show_candidates&constituency_id=478,2014
372,KANNIYAKUMARI,TAMIL NADU,index.php?action=show_candidates&constituency_id=511,2014
373,KARUR,TAMIL NADU,index.php?action=show_candidates&constituency_id=495,2014
374,KRISHNAGIRI,TAMIL NADU,index.php?action=show_candidates&constituency_id=481,2014
375,MADURAI,TAMIL NADU,index.php?action=show_candidates&constituency_id=504,2014
376,MAYILADUTHURAI,TAMIL NADU,index.php?action=show_candidates&constituency_id=500,2014
377,NAGAPATTINAM,TAMIL NADU,index.php?action=show_candidates&constituency_id=501,2014
378,NAMAKKAL,TAMIL NADU,index.php?action=show_candidates&constituency_id=488,2014
379,NILGIRIS,TAMIL NADU,index.php?action=show_candidates&constituency_id=491,2014
380,PERAMBALUR,TAMIL NADU,index.php?action=show_candidates&constituency_id=497,2014
381,POLLACHI,TAMIL NADU,index.php?action=show_candidates&constituency_id=493,2014
382,RAMANATHAPURAM,TAMIL NADU,index.php?action=show_candidates&constituency_id=507,2014
383,SALEM,TAMIL NADU,index.php?action=show_candidates&constituency_id=487,2014
384,SIVAGANGA,TAMIL NADU,index.php?action=show_candidates&constituency_id=503,2014
385,SRIPERUMBUDUR,TAMIL NADU,index.php?action=show_candidates&constituency_id=477,2014
386,TENKASI,TAMIL NADU,index.php?action=show_candidates&constituency_id=509,2014
387,THANJAVUR,TAMIL NADU,index.php?action=show_candidates&constituency_id=502,2014
388,THENI,TAMIL NADU,index.php?action=show_candidates&constituency_id=505,2014
389,THOOTHUKKUDI,TAMIL NADU,index.php?action=show_candidates&constituency_id=508,2014
390,TIRUCHIRAPPALLI,TAMIL NADU,index.php?action=show_candidates&constituency_id=496,2014
391,TIRUNELVELI,TAMIL NADU,index.php?action=show_candidates&constituency_id=510,2014
392,TIRUPPUR,TAMIL NADU,index.php?action=show_candidates&constituency_id=490,2014
393,TIRUVALLUR,TAMIL NADU,index.php?action=show_candidates&constituency_id=473,2014
394,TIRUVANNAMALAI,TAMIL NADU,index.php?action=show_candidates&constituency_id=483,2014
395,VELLORE,TAMIL NADU,index.php?action=show_candidates&constituency_id=480,2014
396,VILUPPURAM,TAMIL NADU,index.php?action=show_candidates&constituency_id=485,2014
397,VIRUDHUNAGAR,TAMIL NADU,index.php?action=show_candidates&constituency_id=506,2014
398,ADILABAD,TELANGANA,index.php?action=show_candidates&constituency_id=1,2014
399,BHONGIR,TELANGANA,index.php?action=show_candidates&constituency_id=14,2014
400,CHEVELLA,TELANGANA,index.php?action=show_candidates&constituency_id=10,2014
401,HYDERABAD,TELANGANA,index.php?action=show_candidates&constituency_id=9,2014
402,KARIMNAGAR,TELANGANA,index.php?action=show_candidates&constituency_id=3,2014
403,KHAMMAM,TELANGANA,index.php?action=show_candidates&constituency_id=17,2014
404,MAHABUBABAD,TELANGANA,index.php?action=show_candidates&constituency_id=16,2014
405,MAHBUBNAGAR,TELANGANA,index.php?action=show_candidates&constituency_id=11,2014
406,MALKAJGIRI,TELANGANA,index.php?action=show_candidates&constituency_id=7,2014
407,MEDAK MEDAK : BYE ELECTION ON 13-09-2014,TELANGANA,index.php?action=show_candidates&constituency_id=6,2014
408,NAGARKURNOOL,TELANGANA,index.php?action=show_candidates&constituency_id=12,2014
409,NALGONDA,TELANGANA,index.php?action=show_candidates&constituency_id=13,2014
410,NIZAMABAD,TELANGANA,index.php?action=show_candidates&constituency_id=4,2014
411,PEDDAPALLE,TELANGANA,index.php?action=show_candidates&constituency_id=2,2014
412,SECUNDERABAD,TELANGANA,index.php?action=show_candidates&constituency_id=8,2014
413,WARANGAL,TELANGANA,index.php?action=show_candidates&constituency_id=15,2014
414,WARANGAL : BYE ELECTION ON 21-11-2015,TELANGANA,index.php?action=show_candidates&constituency_id=550,2014
415,ZAHIRABAD,TELANGANA,index.php?action=show_candidates&constituency_id=5,2014
416,TRIPURA EAST,TRIPURA,index.php?action=show_candidates&constituency_id=239,2014
417,TRIPURA WEST,TRIPURA,index.php?action=show_candidates&constituency_id=238,2014
418,AGRA,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=426,2014
419,AKBARPUR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=350,2014
420,ALIGARH,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=423,2014
421,ALLAHABAD,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=246,2014
422,AMBEDKAR NAGAR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=248,2014
423,AMETHI,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=240,2014
424,AMROHA,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=518,2014
425,AONLA,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=520,2014
426,AZAMGARH,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=96,2014
427,BADAUN,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=519,2014
428,BAGHPAT,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=419,2014
429,BAHRAICH,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=356,2014
430,BALLIA,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=99,2014
431,BANDA,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=243,2014
432,BANSGAON,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=94,2014
433,BARABANKI,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=355,2014
434,BAREILLY,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=521,2014
435,BASTI,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=253,2014
436,BHADOHI,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=256,2014
437,BIJNOR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=513,2014
438,BULANDSHAHR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=422,2014
439,CHANDAULI,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=102,2014
440,DEORIA,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=93,2014
441,DHAURAHRA,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=525,2014
442,DOMARIYAGANJ,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=252,2014
443,ETAH,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=430,2014
444,ETAWAH,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=432,2014
445,FAIZABAD,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=247,2014
446,FARRUKHABAD,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=431,2014
447,FATEHPUR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=354,2014
448,FATEHPUR SIKRI,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=427,2014
449,FIROZABAD,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=428,2014
450,GAUTAM BUDHHA NAGAR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=421,2014
451,GHAZIABAD,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=420,2014
452,GHAZIPUR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=101,2014
453,GHOSI,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=97,2014
454,GONDA,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=251,2014
455,GORAKHPUR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=91,2014
456,HAMIRPUR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=353,2014
457,HARDOI,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=343,2014
458,HATHRAS,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=424,2014
459,JALAUN,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=351,2014
460,JAUNPUR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=255,2014
461,JHANSI,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=352,2014
462,KAIRANA,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=416,2014
463,KAISERGANJ,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=249,2014
464,KANNAUJ,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=433,2014
465,KANPUR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=349,2014
466,KAUSHAMBI,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=244,2014
467,KHERI,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=524,2014
468,KUSHI NAGAR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=92,2014
469,LALGANJ,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=95,2014
470,LUCKNOW,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=347,2014
471,MACHHLISHAHR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=100,2014
472,MAHARAJGANJ,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=90,2014
473,MAINPURI MAINPURI : BYE ELECTION ON 13-09-2014,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=429,2014
474,MATHURA,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=425,2014
475,MEERUT,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=418,2014
476,MIRZAPUR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=104,2014
477,MISRIKH,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=344,2014
478,MOHANLALGANJ,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=346,2014
479,MORADABAD,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=515,2014
480,MUZAFFARNAGAR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=417,2014
481,NAGINA,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=514,2014
482,PHULPUR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=245,2014
483,PILIBHIT,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=522,2014
484,PRATAPGARH,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=242,2014
485,RAE BARELI,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=348,2014
486,RAMPUR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=516,2014
487,ROBERTSGANJ,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=105,2014
488,SAHARANPUR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=512,2014
489,SALEMPUR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=98,2014
490,SAMBHAL,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=517,2014
491,SANT KABIR NAGAR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=254,2014
492,SHAHJAHANPUR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=523,2014
493,SHRAWASTI,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=250,2014
494,SITAPUR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=342,2014
495,SULTANPUR,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=241,2014
496,UNNAO,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=345,2014
497,VARANASI,UTTAR PRADESH,index.php?action=show_candidates&constituency_id=103,2014
498,ALMORA,UTTARAKHAND,index.php?action=show_candidates&constituency_id=539,2014
499,GARHWAL,UTTARAKHAND,index.php?action=show_candidates&constituency_id=538,2014
500,HARDWAR,UTTARAKHAND,index.php?action=show_candidates&constituency_id=541,2014
501,NAINITAL-UDHAMSINGH NAGAR,UTTARAKHAND,index.php?action=show_candidates&constituency_id=540,2014
502,TEHRI GARHWAL,UTTARAKHAND,index.php?action=show_candidates&constituency_id=537,2014
503,ALIPURDUARS,WEST BENGAL,index.php?action=show_candidates&constituency_id=358,2014
504,ARAMBAG,WEST BENGAL,index.php?action=show_candidates&constituency_id=443,2014
505,ASANSOL,WEST BENGAL,index.php?action=show_candidates&constituency_id=448,2014
506,BAHARAMPUR,WEST BENGAL,index.php?action=show_candidates&constituency_id=435,2014
507,BALURGHAT,WEST BENGAL,index.php?action=show_candidates&constituency_id=362,2014
508,BANGAON BANGAON  : BYE ELECTION ON 13-02-2015,WEST BENGAL,index.php?action=show_candidates&constituency_id=526,2014
509,BANKURA,WEST BENGAL,index.php?action=show_candidates&constituency_id=369,2014
510,BARASAT,WEST BENGAL,index.php?action=show_candidates&constituency_id=529,2014
511,BARDHAMAN PURBA,WEST BENGAL,index.php?action=show_candidates&constituency_id=446,2014
512,BARDHAMAN-DURGAPUR,WEST BENGAL,index.php?action=show_candidates&constituency_id=447,2014
513,BARRACKPUR,WEST BENGAL,index.php?action=show_candidates&constituency_id=527,2014
514,BASIRHAT,WEST BENGAL,index.php?action=show_candidates&constituency_id=530,2014
515,BIRBHUM,WEST BENGAL,index.php?action=show_candidates&constituency_id=450,2014
516,BISHNUPUR,WEST BENGAL,index.php?action=show_candidates&constituency_id=370,2014
517,BOLPUR,WEST BENGAL,index.php?action=show_candidates&constituency_id=449,2014
518,COOCHBEHAR,WEST BENGAL,index.php?action=show_candidates&constituency_id=357,2014
519,DARJEELING,WEST BENGAL,index.php?action=show_candidates&constituency_id=360,2014
520,DIAMOND HARBOUR,WEST BENGAL,index.php?action=show_candidates&constituency_id=533,2014
521,DUM DUM,WEST BENGAL,index.php?action=show_candidates&constituency_id=528,2014
522,GHATAL,WEST BENGAL,index.php?action=show_candidates&constituency_id=365,2014
523,HOOGHLY,WEST BENGAL,index.php?action=show_candidates&constituency_id=442,2014
524,HOWRAH,WEST BENGAL,index.php?action=show_candidates&constituency_id=439,2014
525,JADAVPUR,WEST BENGAL,index.php?action=show_candidates&constituency_id=534,2014
526,JALPAIGURI,WEST BENGAL,index.php?action=show_candidates&constituency_id=359,2014
527,JANGIPUR,WEST BENGAL,index.php?action=show_candidates&constituency_id=434,2014
528,JAYNAGAR,WEST BENGAL,index.php?action=show_candidates&constituency_id=531,2014
529,JHARGRAM,WEST BENGAL,index.php?action=show_candidates&constituency_id=366,2014
530,KANTHI,WEST BENGAL,index.php?action=show_candidates&constituency_id=445,2014
531,KOLKATA DAKSHIN,WEST BENGAL,index.php?action=show_candidates&constituency_id=535,2014
532,KOLKATA UTTAR,WEST BENGAL,index.php?action=show_candidates&constituency_id=536,2014
533,KRISHNANAGAR,WEST BENGAL,index.php?action=show_candidates&constituency_id=437,2014
534,MALDAHA DAKSHIN,WEST BENGAL,index.php?action=show_candidates&constituency_id=364,2014
535,MALDAHA UTTAR,WEST BENGAL,index.php?action=show_candidates&constituency_id=363,2014
536,MATHURAPUR,WEST BENGAL,index.php?action=show_candidates&constituency_id=532,2014
537,MEDINIPUR,WEST BENGAL,index.php?action=show_candidates&constituency_id=367,2014
538,MURSHIDABAD,WEST BENGAL,index.php?action=show_candidates&constituency_id=436,2014
539,PURULIA,WEST BENGAL,index.php?action=show_candidates&constituency_id=368,2014
540,RAIGANJ,WEST BENGAL,index.php?action=show_candidates&constituency_id=361,2014
541,RANAGHAT,WEST BENGAL,index.php?action=show_candidates&constituency_id=438,2014
542,SREERAMPUR,WEST BENGAL,index.php?action=show_candidates&constituency_id=441,2014
543,TAMLUK,WEST BENGAL,index.php?action=show_candidates&constituency_id=444,2014
544,ULUBERIA,WEST BENGAL,index.php?action=show_candidates&constituency_id=440,2014
0,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,index.php?action=show_candidates&constituency_id=123,2009
1,Adilabad,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=1,2009
2,Amalapuram,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=143,2009
3,Anakapalle,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=22,2009
4,Anantapur,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=155,2009
5,Araku,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=18,2009
6,Bapatla,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=151,2009
7,Bhongir,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=14,2009
8,Chevella,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=10,2009
9,Chittoor,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=161,2009
10,Eluru,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=146,2009
11,Guntur,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=149,2009
12,Hindupur,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=156,2009
13,Hyderabad,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=9,2009
14,Kadapa KADAPA :BYE- ELECTION ON 08-05-2011,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=157,2009
15,Kakinada,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=142,2009
16,Karimnagar,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=3,2009
17,Khammam,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=17,2009
18,Kurnool,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=154,2009
19,Machilipatnam,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=147,2009
20,Mahabubabad,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=16,2009
21,Mahbubnagar,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=11,2009
22,Malkajgiri,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=7,2009
23,Medak,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=6,2009
24,Nagarkurnool,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=12,2009
25,Nalgonda,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=13,2009
26,Nandyal,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=153,2009
27,Narasaraopet,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=150,2009
28,Narsapuram,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=145,2009
29,Nellore NELLORE :BYE ELECTION ON 12-06-2012,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=158,2009
30,Nizamabad,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=4,2009
31,Ongole,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=152,2009
32,Peddapalle,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=2,2009
33,Rajahmundry,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=144,2009
34,Rajampet,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=160,2009
35,Secunderabad,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=8,2009
36,Srikakulam,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=19,2009
37,Tirupati,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=159,2009
38,Vijayawada,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=148,2009
39,Visakhapatnam,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=21,2009
40,Vizianagaram,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=20,2009
41,Warangal,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=15,2009
42,Zahirabad,ANDHRA PRADESH,index.php?action=show_candidates&constituency_id=5,2009
43,Arunachal East,ARUNACHAL PRADESH,index.php?action=show_candidates&constituency_id=24,2009
44,Arunachal West,ARUNACHAL PRADESH,index.php?action=show_candidates&constituency_id=23,2009
45,Autonomous District,ASSAM,index.php?action=show_candidates&constituency_id=27,2009
46,Barpeta,ASSAM,index.php?action=show_candidates&constituency_id=164,2009
47,Dhubri,ASSAM,index.php?action=show_candidates&constituency_id=162,2009
48,Dibrugarh,ASSAM,index.php?action=show_candidates&constituency_id=171,2009
49,Gauhati,ASSAM,index.php?action=show_candidates&constituency_id=165,2009
50,Jorhat,ASSAM,index.php?action=show_candidates&constituency_id=170,2009
51,Kaliabor,ASSAM,index.php?action=show_candidates&constituency_id=169,2009
52,Karimganj,ASSAM,index.php?action=show_candidates&constituency_id=25,2009
53,Kokrajhar,ASSAM,index.php?action=show_candidates&constituency_id=163,2009
54,Lakhimpur,ASSAM,index.php?action=show_candidates&constituency_id=172,2009
55,Mangaldoi,ASSAM,index.php?action=show_candidates&constituency_id=166,2009
56,Nowgong,ASSAM,index.php?action=show_candidates&constituency_id=168,2009
57,Silchar,ASSAM,index.php?action=show_candidates&constituency_id=26,2009
58,Tezpur,ASSAM,index.php?action=show_candidates&constituency_id=167,2009
59,Araria,BIHAR,index.php?action=show_candidates&constituency_id=304,2009
60,Arrah,BIHAR,index.php?action=show_candidates&constituency_id=32,2009
61,Aurangabad,BIHAR,index.php?action=show_candidates&constituency_id=37,2009
62,Banka Banka (Bye-election on 24-06-2010),BIHAR,index.php?action=show_candidates&constituency_id=312,2009
63,Begusarai,BIHAR,index.php?action=show_candidates&constituency_id=309,2009
64,Bhagalpur,BIHAR,index.php?action=show_candidates&constituency_id=311,2009
65,Buxar,BIHAR,index.php?action=show_candidates&constituency_id=33,2009
66,Darbhanga,BIHAR,index.php?action=show_candidates&constituency_id=180,2009
67,Gaya,BIHAR,index.php?action=show_candidates&constituency_id=38,2009
68,Gopalganj,BIHAR,index.php?action=show_candidates&constituency_id=28,2009
69,Hajipur,BIHAR,index.php?action=show_candidates&constituency_id=183,2009
70,Jahanabad,BIHAR,index.php?action=show_candidates&constituency_id=36,2009
71,Jamui,BIHAR,index.php?action=show_candidates&constituency_id=40,2009
72,Jhanjharpur,BIHAR,index.php?action=show_candidates&constituency_id=179,2009
73,Karakat,BIHAR,index.php?action=show_candidates&constituency_id=35,2009
74,Katihar,BIHAR,index.php?action=show_candidates&constituency_id=306,2009
75,Khagaria,BIHAR,index.php?action=show_candidates&constituency_id=310,2009
76,Kishanganj,BIHAR,index.php?action=show_candidates&constituency_id=305,2009
77,Madhepura,BIHAR,index.php?action=show_candidates&constituency_id=308,2009
78,Madhubani,BIHAR,index.php?action=show_candidates&constituency_id=178,2009
79,Maharajganj MAHARAJGANJ : BYE-ELECTION ON 2-06-2013,BIHAR,index.php?action=show_candidates&constituency_id=30,2009
80,Munger,BIHAR,index.php?action=show_candidates&constituency_id=313,2009
81,Muzaffarpur,BIHAR,index.php?action=show_candidates&constituency_id=181,2009
82,Nalanda,BIHAR,index.php?action=show_candidates&constituency_id=373,2009
83,Nawada,BIHAR,index.php?action=show_candidates&constituency_id=39,2009
84,Paschim Champaran,BIHAR,index.php?action=show_candidates&constituency_id=174,2009
85,Pataliputra,BIHAR,index.php?action=show_candidates&constituency_id=375,2009
86,Patna Sahib,BIHAR,index.php?action=show_candidates&constituency_id=374,2009
87,Purnia,BIHAR,index.php?action=show_candidates&constituency_id=307,2009
88,Purvi Champaran,BIHAR,index.php?action=show_candidates&constituency_id=175,2009
89,Samastipur,BIHAR,index.php?action=show_candidates&constituency_id=185,2009
90,Saran,BIHAR,index.php?action=show_candidates&constituency_id=31,2009
91,Sasaram,BIHAR,index.php?action=show_candidates&constituency_id=34,2009
92,Sheohar,BIHAR,index.php?action=show_candidates&constituency_id=176,2009
93,Sitamarhi,BIHAR,index.php?action=show_candidates&constituency_id=177,2009
94,Siwan,BIHAR,index.php?action=show_candidates&constituency_id=29,2009
95,Supaul,BIHAR,index.php?action=show_candidates&constituency_id=303,2009
96,Ujiarpur,BIHAR,index.php?action=show_candidates&constituency_id=184,2009
97,Vaishali,BIHAR,index.php?action=show_candidates&constituency_id=182,2009
98,Valmiki Nagar,BIHAR,index.php?action=show_candidates&constituency_id=173,2009
99,Chandigarh,CHANDIGARH,index.php?action=show_candidates&constituency_id=542,2009
100,Bastar BASTAR:BYE-ELECTION ON 08-05-2011,CHHATTISGARH,index.php?action=show_candidates&constituency_id=115,2009
101,Bilaspur,CHHATTISGARH,index.php?action=show_candidates&constituency_id=110,2009
102,Durg,CHHATTISGARH,index.php?action=show_candidates&constituency_id=112,2009
103,Janjgir-Champa,CHHATTISGARH,index.php?action=show_candidates&constituency_id=108,2009
104,Kanker,CHHATTISGARH,index.php?action=show_candidates&constituency_id=116,2009
105,Korba,CHHATTISGARH,index.php?action=show_candidates&constituency_id=109,2009
106,Mahasamund,CHHATTISGARH,index.php?action=show_candidates&constituency_id=114,2009
107,Raigarh,CHHATTISGARH,index.php?action=show_candidates&constituency_id=107,2009
108,Raipur,CHHATTISGARH,index.php?action=show_candidates&constituency_id=113,2009
109,Rajnandgaon,CHHATTISGARH,index.php?action=show_candidates&constituency_id=111,2009
110,Surguja,CHHATTISGARH,index.php?action=show_candidates&constituency_id=106,2009
111,Dadra & Nagar Haveli,DADRA & NAGAR HAVELI,index.php?action=show_candidates&constituency_id=371,2009
