,age,CrimCases,Educ,Gender,ipclist,immov_total,mov_total,Name,nr_cases,pan,party,serious_cases,total_assets,total_liab,cons_id,consistuency,district,election,cand_id,cand_link,win,assets_old1,increase,name2,new_id,old_id,pct_change,elec_link,elec_link_old,assets_old2,liab_old2,year_prev_elect,win_prev_elect,tot_wins,incumbent,Cogniz,Convict,Framed,bonds,cash,accounts,jewels,insurance,vehicles,postal,other_mov,agri,commercial,nonagri,others,resid,Educ_clean,state
6491,39.0,False,10th Pass,M,[],4500000,854659,Avinash Gupta,0.0,Y,BSP,0.0,5354659,112700,7,Moti Nagar,Central,delhi2015,238,http://myneta.info/delhi2015/candidate.php?candidate_id=238,False,,,,,,,http://myneta.info/delhi2015/candidate.php?candidate_id=238,http://myneta.info/mcd2012/candidate.php?candidate_id=1206,667810.0,89600.0,2012.0,0.0,0.0,False,,,,,350000.0,45604.0,95000.0,155055.0,,7500.0,314000.0,,4500000.0,,,,Primary,Delhi
6494,44.0,False,12th Pass,M,[],1600000,1694605,Sanjeev Gupta,0.0,Y,IND,0.0,3294605,216773,7,Moti Nagar,Central,delhi2015,78,http://myneta.info/delhi2015/candidate.php?candidate_id=78,False,,,,,,,http://myneta.info/delhi2015/candidate.php?candidate_id=78,http://myneta.info/delhi2013/candidate.php?candidate_id=423,2424875.0,0.0,2013.0,0.0,0.0,False,,,,,55000.0,27000.0,600000.0,462605.0,,,550000.0,,,,,1600000.0,HS,Delhi
6496,59.0,False,12th Pass,M,[],122900000,14332436,Subhash Sachdeva,0.0,Y,BJP,0.0,137232436,8999877,7,Moti Nagar,Central,delhi2015,195,http://myneta.info/delhi2015/candidate.php?candidate_id=195,False,139240804.0,-2008368.0,Subhash Sachdeva,195.0,38.0,-1.0,http://myneta.info/delhi2015/candidate.php?candidate_id=195,http://myneta.info/dl2008/candidate.php?candidate_id=13,13665386.0,382000.0,2008.0,1.0,2.0,False,,,,50000.0,357700.0,2439790.0,3615204.0,400000.0,482504.0,247524.0,1161000.0,,54800000.0,,,68100000.0,HS,Delhi
6499,59.0,False,Graduate Professional,F,[],72500000,56305664,Krishna Tirath,0.0,Y,BJP,0.0,128805664,0,6,Patel Nagar,Central,delhi2015,359,http://myneta.info/delhi2015/candidate.php?candidate_id=359,False,,,,,,,http://myneta.info/delhi2015/candidate.php?candidate_id=359,http://myneta.info/loksabha2004/candidate.php?candidate_id=2781,6415254.0,0.0,2004.0,1.0,2.0,False,,,,99000.0,600000.0,47918244.0,425000.0,,,2156420.0,5107000.0,,,10000000.0,0.0,62500000.0,Grad,Delhi
6500,49.0,True,Post Graduate,M,"[u'Unlawful assembly(141)', u' rioting(147)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Obstructing public servant in discharge of public functions(186)', u'Disobedience to order duly promulgated by public servant(188)']",26160000,9066000,Rajesh Lilothia,1.0,Y,INC,0.0,35226000,758000,6,Patel Nagar,Central,delhi2015,361,http://myneta.info/delhi2015/candidate.php?candidate_id=361,False,,,,,,,http://myneta.info/delhi2015/candidate.php?candidate_id=361,http://myneta.info/dl2008/candidate.php?candidate_id=11,10857400.0,1398000.0,2008.0,1.0,1.0,False,,,1.0,,90000.0,909000.0,1300000.0,410000.0,,,4700000.0,160000.0,4500000.0,,,21500000.0,Post_Grad,Delhi
6502,48.0,False,12th Pass,F,[],114500000,46078269,Veena Anand,0.0,Y,IND,0.0,160578269,89593557,6,Patel Nagar,Central,delhi2015,237,http://myneta.info/delhi2015/candidate.php?candidate_id=237,False,155292575.0,5285694.0,Veena Anand,237.0,35.0,3.0,http://myneta.info/delhi2015/candidate.php?candidate_id=237,http://myneta.info/delhi2013/candidate.php?candidate_id=35,155292575.0,76024028.0,2013.0,1.0,1.0,True,,,,11877400.0,401857.0,1970009.0,2325529.0,,23486500.0,4407095.0,1609879.0,,4500000.0,,,92000000.0,HS,Delhi
6504,51.0,True,Post Graduate,M,"[u' rioting(147)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u' wrongful restraint(341)']",114084825,46716086,Ajay Makan,1.0,Y,INC,0.0,160800911,600000,1,Sadar Bazar,Central,delhi2015,354,http://myneta.info/delhi2015/candidate.php?candidate_id=354,False,,,,,,,http://myneta.info/delhi2015/candidate.php?candidate_id=354,http://myneta.info/loksabha2004/candidate.php?candidate_id=2795,30234158.0,650000.0,2004.0,1.0,2.0,False,1.0,,,9931658.0,264800.0,20775590.0,150860.0,2000000.0,9999976.0,1030239.0,1094925.0,36300000.0,,24763825.0,,53018000.0,Post_Grad,Delhi
6505,53.0,False,8th Pass,M,[],1900000,1064184,Dal Chand,0.0,Y,IND,0.0,2964184,206400,1,Sadar Bazar,Central,delhi2015,666,http://myneta.info/delhi2015/candidate.php?candidate_id=666,False,,,,,,,http://myneta.info/delhi2015/candidate.php?candidate_id=666,http://myneta.info/ls2014/candidate.php?candidate_id=1336,2970854.0,300000.0,2014.0,0.0,0.0,False,,,,,55000.0,58200.0,600000.0,170984.0,,,180000.0,,,,,1900000.0,Primary,Delhi
6506,58.0,False,8th Pass,M,[],10500000,192000,Ghanshyam Dass,0.0,Y,IND,0.0,10692000,0,1,Sadar Bazar,Central,delhi2015,664,http://myneta.info/delhi2015/candidate.php?candidate_id=664,False,,,,,,,http://myneta.info/delhi2015/candidate.php?candidate_id=664,http://myneta.info/ls2014/candidate.php?candidate_id=1335,21043000.0,0.0,2014.0,0.0,0.0,False,,,,,40000.0,2000.0,100000.0,,,,50000.0,500000.0,,,,10000000.0,Primary,Delhi
6509,35.0,False,5th Pass,M,[],16500000,1256000,Mirza Ali Raza,0.0,Y,BSP,0.0,17756000,0,1,Sadar Bazar,Central,delhi2015,430,http://myneta.info/delhi2015/candidate.php?candidate_id=430,False,,,,,,,http://myneta.info/delhi2015/candidate.php?candidate_id=430,http://myneta.info/delhi2013/candidate.php?candidate_id=243,17774000.0,510675.0,2013.0,0.0,0.0,False,,,,,140000.0,1000.0,260000.0,,,,455000.0,,,,,16500000.0,Primary,Delhi
