,HHinc,HHDeclarations,self_declare,self_inc
candidate.php?candidate_id=6012,374930.0,2,Y,215040.0
candidate.php?candidate_id=6013,820354.0,2,Y,523789.0
candidate.php?candidate_id=6014,,0,,
candidate.php?candidate_id=6015,0.0,1,Y,0.0
candidate.php?candidate_id=6016,3819597.0,2,Y,1693347.0
candidate.php?candidate_id=6017,0.0,2,Y,0.0
candidate.php?candidate_id=6018,0.0,1,Y,0.0
candidate.php?candidate_id=6019,1665226.0,1,Y,1665226.0
candidate.php?candidate_id=602,0.0,2,Y,0.0
candidate.php?candidate_id=6020,177670.0,1,Y,177670.0
candidate.php?candidate_id=6021,,0,,
candidate.php?candidate_id=6022,5994402.0,2,Y,5733030.0
candidate.php?candidate_id=6023,402886.0,1,Y,402886.0
candidate.php?candidate_id=6024,2253398.0,2,Y,652495.0
candidate.php?candidate_id=6025,505788.0,2,Y,300111.0
candidate.php?candidate_id=6026,782979.0,2,Y,562348.0
candidate.php?candidate_id=6027,,0,,
candidate.php?candidate_id=6028,178661.0,1,Y,178661.0
candidate.php?candidate_id=6029,,0,,
candidate.php?candidate_id=603,208590.0,1,Y,208590.0
candidate.php?candidate_id=6030,643680.0,1,Y,643680.0
candidate.php?candidate_id=6031,586238.0,1,Y,586238.0
candidate.php?candidate_id=6032,780000.0,1,Y,780000.0
candidate.php?candidate_id=6034,0.0,1,Y,0.0
candidate.php?candidate_id=6035,447728.0,1,Y,447728.0
candidate.php?candidate_id=6036,1809400.0,2,Y,915920.0
candidate.php?candidate_id=6037,527860.0,1,Y,527860.0
candidate.php?candidate_id=6038,0.0,1,Y,0.0
candidate.php?candidate_id=6039,4369316.0,2,Y,3987735.0
candidate.php?candidate_id=604,2269100.0,2,Y,1949520.0
candidate.php?candidate_id=6040,0.0,1,,0.0
candidate.php?candidate_id=6041,,0,,
candidate.php?candidate_id=6042,,0,,
candidate.php?candidate_id=6043,0.0,1,Y,0.0
candidate.php?candidate_id=6044,416463.0,2,Y,219167.0
candidate.php?candidate_id=6045,,0,,
candidate.php?candidate_id=6046,304937.0,1,N,0.0
candidate.php?candidate_id=6047,370170.0,2,Y,187670.0
candidate.php?candidate_id=6048,798710.0,2,Y,798710.0
candidate.php?candidate_id=6049,120000.0,1,Y,120000.0
candidate.php?candidate_id=605,2662687.0,1,Y,2662687.0
candidate.php?candidate_id=6051,2045900.0,1,Y,2045900.0
candidate.php?candidate_id=6053,,0,,
candidate.php?candidate_id=6054,0.0,1,Y,0.0
candidate.php?candidate_id=6055,498800.0,1,Y,498800.0
candidate.php?candidate_id=6056,1462819.0,2,Y,973430.0
candidate.php?candidate_id=6057,3263960.0,2,Y,3263960.0
candidate.php?candidate_id=6058,19582640.0,2,Y,19582640.0
candidate.php?candidate_id=6059,,0,,
candidate.php?candidate_id=606,0.0,1,Y,0.0
candidate.php?candidate_id=6060,379870.0,2,Y,204010.0
candidate.php?candidate_id=6061,0.0,1,Y,0.0
candidate.php?candidate_id=6062,,0,,
candidate.php?candidate_id=6063,2140000.0,2,Y,1900000.0
candidate.php?candidate_id=6064,1026862.0,2,Y,1026862.0
candidate.php?candidate_id=6065,0.0,1,Y,0.0
candidate.php?candidate_id=6066,850515.0,2,Y,620628.0
candidate.php?candidate_id=6067,564000.0,2,Y,344000.0
candidate.php?candidate_id=6068,0.0,1,Y,0.0
candidate.php?candidate_id=6069,388388.0,1,Y,388388.0
candidate.php?candidate_id=607,250000.0,3,Y,0.0
candidate.php?candidate_id=6070,0.0,1,Y,0.0
candidate.php?candidate_id=6071,,0,,
candidate.php?candidate_id=6072,263962.0,1,Y,263962.0
candidate.php?candidate_id=6073,0.0,1,Y,0.0
candidate.php?candidate_id=6075,2000.0,1,Y,2000.0
candidate.php?candidate_id=6076,,0,,
candidate.php?candidate_id=6077,,0,,
candidate.php?candidate_id=6078,220000.0,1,Y,220000.0
candidate.php?candidate_id=6079,0.0,1,Y,0.0
candidate.php?candidate_id=6080,749370.0,2,Y,393350.0
candidate.php?candidate_id=6081,2201697.0,2,Y,290778.0
candidate.php?candidate_id=6082,969291.0,2,Y,819291.0
candidate.php?candidate_id=6083,1160952.0,2,Y,486800.0
candidate.php?candidate_id=6084,3070356.0,3,Y,1157418.0
candidate.php?candidate_id=6085,192497.0,1,Y,192497.0
candidate.php?candidate_id=6086,341585.0,2,Y,199109.0
candidate.php?candidate_id=6087,,0,,
candidate.php?candidate_id=6088,3783400.0,2,Y,1215480.0
candidate.php?candidate_id=609,1290646.0,2,Y,1038386.0
candidate.php?candidate_id=6090,0.0,1,Y,0.0
candidate.php?candidate_id=6091,8052400.0,1,Y,8052400.0
candidate.php?candidate_id=6093,671540.0,3,Y,260910.0
candidate.php?candidate_id=6094,0.0,1,Y,0.0
candidate.php?candidate_id=6095,,0,,
candidate.php?candidate_id=6097,638674.0,1,,0.0
candidate.php?candidate_id=6098,,0,,
candidate.php?candidate_id=6099,,0,,
candidate.php?candidate_id=61,2543989.0,2,Y,597469.0
candidate.php?candidate_id=610,,0,,
candidate.php?candidate_id=6100,527150.0,2,Y,0.0
candidate.php?candidate_id=6102,,0,,
candidate.php?candidate_id=6103,495334.0,2,Y,267222.0
candidate.php?candidate_id=6104,0.0,1,Y,0.0
candidate.php?candidate_id=6108,981240.0,1,Y,981240.0
candidate.php?candidate_id=6109,,0,,
candidate.php?candidate_id=611,1684165069.0,2,Y,978451446.0
candidate.php?candidate_id=6110,626019.0,2,Y,621767.0
candidate.php?candidate_id=6113,,0,,
candidate.php?candidate_id=6114,0.0,1,Y,0.0
candidate.php?candidate_id=6115,1399755.0,2,Y,764670.0
candidate.php?candidate_id=6116,4676635.0,2,Y,2225265.0
candidate.php?candidate_id=6118,,0,,
candidate.php?candidate_id=6119,455795.0,2,Y,273499.0
candidate.php?candidate_id=612,,0,,
candidate.php?candidate_id=6120,326315.0,1,Y,326315.0
candidate.php?candidate_id=6121,,0,,
candidate.php?candidate_id=6122,343000.0,2,Y,165000.0
candidate.php?candidate_id=6123,,0,,
candidate.php?candidate_id=6124,166225.0,1,Y,166225.0
candidate.php?candidate_id=6125,228000.0,1,Y,228000.0
candidate.php?candidate_id=6126,,0,,
candidate.php?candidate_id=6128,0.0,1,Y,0.0
candidate.php?candidate_id=6129,,0,,
candidate.php?candidate_id=613,0.0,1,Y,0.0
candidate.php?candidate_id=6130,246391.0,1,Y,246391.0
candidate.php?candidate_id=6131,0.0,1,Y,0.0
candidate.php?candidate_id=6132,1208216.0,3,Y,568323.0
candidate.php?candidate_id=6133,554867.0,2,Y,554867.0
candidate.php?candidate_id=6134,64653.0,1,Y,64653.0
candidate.php?candidate_id=6135,2567982.0,2,Y,1101350.0
candidate.php?candidate_id=6137,,0,,
candidate.php?candidate_id=6138,931794.0,2,Y,746474.0
candidate.php?candidate_id=6139,,0,,
candidate.php?candidate_id=614,,0,,
candidate.php?candidate_id=6140,195820.0,1,Y,195820.0
candidate.php?candidate_id=6141,9208740.0,2,Y,9208740.0
candidate.php?candidate_id=6142,,0,,
candidate.php?candidate_id=6143,,0,,
candidate.php?candidate_id=6144,,0,,
candidate.php?candidate_id=6146,0.0,1,Y,0.0
candidate.php?candidate_id=6147,,0,,
candidate.php?candidate_id=6148,2286573.0,4,Y,844495.0
candidate.php?candidate_id=6149,1415625.0,1,Y,1415625.0
candidate.php?candidate_id=6150,0.0,1,Y,0.0
candidate.php?candidate_id=6151,,0,,
candidate.php?candidate_id=6152,455795.0,2,Y,273499.0
candidate.php?candidate_id=6154,0.0,1,Y,0.0
candidate.php?candidate_id=6155,0.0,1,Y,0.0
candidate.php?candidate_id=6156,710616.0,2,Y,710616.0
candidate.php?candidate_id=6157,309806.0,2,Y,309806.0
candidate.php?candidate_id=6158,,0,,
candidate.php?candidate_id=6159,0.0,1,Y,0.0
candidate.php?candidate_id=616,5702030.0,2,Y,1955520.0
candidate.php?candidate_id=6160,0.0,1,Y,0.0
candidate.php?candidate_id=6161,254600.0,1,Y,254600.0
candidate.php?candidate_id=6162,0.0,1,Y,0.0
candidate.php?candidate_id=6164,572104.0,2,Y,366188.0
candidate.php?candidate_id=6165,1783027.0,1,Y,1783027.0
candidate.php?candidate_id=6166,11010728.0,2,Y,11000898.0
candidate.php?candidate_id=6167,5973076.0,2,Y,1496606.0
candidate.php?candidate_id=6168,0.0,1,Y,0.0
candidate.php?candidate_id=6169,,0,,
candidate.php?candidate_id=6170,,0,,
candidate.php?candidate_id=6171,1336476.0,2,Y,1336476.0
candidate.php?candidate_id=6172,,0,,
candidate.php?candidate_id=6173,,0,,
candidate.php?candidate_id=6174,199995.0,1,Y,199995.0
candidate.php?candidate_id=6175,0.0,1,Y,0.0
candidate.php?candidate_id=6176,,0,,
candidate.php?candidate_id=6177,0.0,1,Y,0.0
candidate.php?candidate_id=6178,1058393.0,2,Y,524951.0
candidate.php?candidate_id=6179,,0,,
candidate.php?candidate_id=618,0.0,2,Y,0.0
candidate.php?candidate_id=6180,305545.0,1,Y,305545.0
candidate.php?candidate_id=6181,1169770.0,3,Y,1169770.0
candidate.php?candidate_id=6182,1952872.0,2,Y,963437.0
candidate.php?candidate_id=6183,,0,,
candidate.php?candidate_id=6184,,0,,
candidate.php?candidate_id=6185,,0,,
candidate.php?candidate_id=6186,1167950.0,2,Y,879250.0
candidate.php?candidate_id=6187,453425.0,2,Y,453425.0
candidate.php?candidate_id=6188,,0,,
candidate.php?candidate_id=6189,466800.0,2,Y,250670.0
candidate.php?candidate_id=619,2245690.0,1,Y,2245690.0
candidate.php?candidate_id=6190,0.0,1,Y,0.0
candidate.php?candidate_id=6191,0.0,1,Y,0.0
candidate.php?candidate_id=6192,1186786.0,2,Y,854890.0
candidate.php?candidate_id=6193,1592152.0,2,Y,436614.0
candidate.php?candidate_id=6194,,0,,
candidate.php?candidate_id=6195,0.0,1,,0.0
candidate.php?candidate_id=6196,231780.0,1,Y,231780.0
candidate.php?candidate_id=6197,946530.0,2,Y,474870.0
candidate.php?candidate_id=6198,952170.0,3,Y,292530.0
candidate.php?candidate_id=62,616800.0,1,Y,616800.0
candidate.php?candidate_id=6200,,0,,
candidate.php?candidate_id=6201,,0,,
candidate.php?candidate_id=6202,395400.0,2,Y,199200.0
candidate.php?candidate_id=6204,0.0,2,Y,0.0
candidate.php?candidate_id=6206,508480.0,2,Y,508480.0
candidate.php?candidate_id=6207,713316.0,2,Y,503063.0
candidate.php?candidate_id=6208,0.0,1,Y,0.0
candidate.php?candidate_id=6209,,0,,
candidate.php?candidate_id=621,,0,,
candidate.php?candidate_id=6210,,0,,
candidate.php?candidate_id=6211,357260.0,1,Y,357260.0
candidate.php?candidate_id=6212,,0,,
candidate.php?candidate_id=6213,211500.0,1,Y,211500.0
candidate.php?candidate_id=6214,289200.0,1,Y,289200.0
candidate.php?candidate_id=6215,700000.0,1,Y,700000.0
candidate.php?candidate_id=6216,154674.0,2,Y,154460.0
candidate.php?candidate_id=6217,1989103.0,1,Y,1989103.0
candidate.php?candidate_id=6219,,0,,
candidate.php?candidate_id=6220,10400090.0,3,Y,412120.0
candidate.php?candidate_id=6221,,0,,
candidate.php?candidate_id=6222,,0,,
candidate.php?candidate_id=6223,200300.0,1,Y,200300.0
candidate.php?candidate_id=6224,209200.0,1,Y,209200.0
candidate.php?candidate_id=6225,0.0,1,Y,0.0
candidate.php?candidate_id=6226,,0,,
candidate.php?candidate_id=6227,1915750.0,2,Y,1300000.0
candidate.php?candidate_id=6228,0.0,1,Y,0.0
candidate.php?candidate_id=6229,,0,,
candidate.php?candidate_id=623,0.0,1,Y,0.0
candidate.php?candidate_id=6230,,0,,
candidate.php?candidate_id=6231,,0,,
candidate.php?candidate_id=6232,12262.0,2,Y,12262.0
candidate.php?candidate_id=6233,0.0,1,Y,0.0
candidate.php?candidate_id=6234,1182594.0,2,Y,1182594.0
candidate.php?candidate_id=6235,130000.0,1,Y,130000.0
candidate.php?candidate_id=6236,900000.0,2,Y,600000.0
candidate.php?candidate_id=6237,1519861.0,2,Y,1069566.0
candidate.php?candidate_id=6238,1200636.0,2,Y,167686.0
candidate.php?candidate_id=6239,0.0,1,Y,0.0
candidate.php?candidate_id=624,0.0,1,Y,0.0
candidate.php?candidate_id=6240,0.0,1,Y,0.0
candidate.php?candidate_id=6241,249855.0,1,Y,249855.0
candidate.php?candidate_id=6242,0.0,2,Y,0.0
candidate.php?candidate_id=6243,,0,,
candidate.php?candidate_id=6244,55000.0,1,Y,55000.0
candidate.php?candidate_id=6246,1070581.0,1,Y,1070581.0
candidate.php?candidate_id=6247,1765850.0,3,Y,1175020.0
candidate.php?candidate_id=6248,594418.0,3,Y,594418.0
candidate.php?candidate_id=6249,1126401.0,2,Y,795312.0
candidate.php?candidate_id=625,,0,,
candidate.php?candidate_id=6250,,0,,
candidate.php?candidate_id=6251,,0,,
candidate.php?candidate_id=6252,,0,,
candidate.php?candidate_id=6254,,0,,
candidate.php?candidate_id=6255,0.0,1,Y,0.0
candidate.php?candidate_id=6256,298196.0,1,Y,298196.0
candidate.php?candidate_id=6257,3892550.0,3,Y,2139500.0
candidate.php?candidate_id=6258,36000.0,1,Y,36000.0
candidate.php?candidate_id=6259,6259520.0,2,Y,5945120.0
candidate.php?candidate_id=626,8046141.0,2,Y,6350640.0
candidate.php?candidate_id=6260,0.0,1,Y,0.0
candidate.php?candidate_id=6261,962500.0,2,Y,962500.0
candidate.php?candidate_id=6262,,0,,
candidate.php?candidate_id=6263,,0,,
candidate.php?candidate_id=6264,,0,,
candidate.php?candidate_id=6265,457728.0,2,Y,457728.0
candidate.php?candidate_id=6266,,0,,
candidate.php?candidate_id=6267,,0,,
candidate.php?candidate_id=6268,,0,,
candidate.php?candidate_id=6269,,0,,
candidate.php?candidate_id=627,,0,,
candidate.php?candidate_id=6270,,0,,
candidate.php?candidate_id=6271,0.0,1,Y,0.0
candidate.php?candidate_id=6272,,0,,
candidate.php?candidate_id=6273,1298959.0,2,Y,315000.0
candidate.php?candidate_id=6274,,0,,
candidate.php?candidate_id=6275,0.0,1,Y,0.0
candidate.php?candidate_id=6276,0.0,4,Y,0.0
candidate.php?candidate_id=6277,0.0,1,Y,0.0
candidate.php?candidate_id=6278,,0,,
candidate.php?candidate_id=6279,,0,,
candidate.php?candidate_id=6280,,0,,
candidate.php?candidate_id=6281,50000.0,1,Y,50000.0
candidate.php?candidate_id=6282,0.0,1,Y,0.0
candidate.php?candidate_id=6283,2771247.0,4,Y,801806.0
candidate.php?candidate_id=6284,,0,,
candidate.php?candidate_id=6285,1085935.0,2,Y,706000.0
candidate.php?candidate_id=6289,4923370.0,4,Y,2566610.0
candidate.php?candidate_id=629,,0,,
candidate.php?candidate_id=6290,,0,,
candidate.php?candidate_id=6292,4010970.0,4,Y,1782750.0
candidate.php?candidate_id=6293,0.0,1,Y,0.0
candidate.php?candidate_id=6294,0.0,1,Y,0.0
candidate.php?candidate_id=6295,,0,,
candidate.php?candidate_id=6296,0.0,3,Y,0.0
candidate.php?candidate_id=6297,,0,,
candidate.php?candidate_id=6298,970394.0,2,Y,523250.0
candidate.php?candidate_id=6299,,0,,
candidate.php?candidate_id=63,763694.0,1,Y,763694.0
candidate.php?candidate_id=6300,,0,,
candidate.php?candidate_id=6301,,0,,
candidate.php?candidate_id=6302,,0,,
candidate.php?candidate_id=6303,0.0,1,Y,0.0
candidate.php?candidate_id=6304,,0,,
candidate.php?candidate_id=6305,,0,,
candidate.php?candidate_id=6308,1739641.0,1,Y,1739641.0
candidate.php?candidate_id=6309,0.0,1,Y,0.0
candidate.php?candidate_id=631,1033647254.0,5,Y,1016220852.0
candidate.php?candidate_id=6310,600000.0,2,Y,600000.0
candidate.php?candidate_id=6311,,0,,
candidate.php?candidate_id=6312,611212.0,2,Y,289618.0
candidate.php?candidate_id=6313,15894670.0,2,Y,14154080.0
candidate.php?candidate_id=6314,344392.0,1,Y,344392.0
candidate.php?candidate_id=6315,,0,,
candidate.php?candidate_id=6316,0.0,2,Y,0.0
candidate.php?candidate_id=6317,0.0,1,Y,0.0
candidate.php?candidate_id=6318,,0,,
candidate.php?candidate_id=6319,0.0,1,Y,0.0
candidate.php?candidate_id=632,2241010.0,2,Y,1413077.0
candidate.php?candidate_id=6320,515794.0,2,Y,186724.0
candidate.php?candidate_id=6321,0.0,1,Y,0.0
candidate.php?candidate_id=6322,671555.0,2,Y,417520.0
candidate.php?candidate_id=6323,1389032.0,2,Y,595882.0
candidate.php?candidate_id=6324,1132596.0,2,Y,842596.0
candidate.php?candidate_id=6325,499167.0,2,Y,230260.0
candidate.php?candidate_id=6326,,0,,
candidate.php?candidate_id=6327,0.0,1,,0.0
candidate.php?candidate_id=6328,0.0,1,Y,0.0
candidate.php?candidate_id=6329,,0,,
candidate.php?candidate_id=6330,0.0,1,Y,0.0
candidate.php?candidate_id=6331,180000.0,1,Y,180000.0
candidate.php?candidate_id=6332,180000.0,1,Y,180000.0
candidate.php?candidate_id=6333,,0,,
candidate.php?candidate_id=6334,0.0,1,Y,0.0
candidate.php?candidate_id=6335,,0,,
candidate.php?candidate_id=6336,,0,,
candidate.php?candidate_id=6337,,0,,
candidate.php?candidate_id=6338,,0,,
candidate.php?candidate_id=6339,0.0,2,Y,0.0
candidate.php?candidate_id=634,211366.0,1,Y,211366.0
candidate.php?candidate_id=6340,422880.0,2,Y,135710.0
candidate.php?candidate_id=6342,,0,,
candidate.php?candidate_id=6344,,0,,
candidate.php?candidate_id=6348,1013976.0,2,Y,771476.0
candidate.php?candidate_id=6350,253377.0,2,Y,253377.0
candidate.php?candidate_id=6352,1123220.0,3,Y,556580.0
candidate.php?candidate_id=6354,225500.0,2,Y,0.0
candidate.php?candidate_id=6356,0.0,1,Y,0.0
candidate.php?candidate_id=6357,0.0,1,Y,0.0
candidate.php?candidate_id=6358,13000.0,1,Y,13000.0
candidate.php?candidate_id=6359,1753250.0,2,Y,1412770.0
candidate.php?candidate_id=6360,,0,,
candidate.php?candidate_id=6362,0.0,4,Y,0.0
candidate.php?candidate_id=6364,,0,,
candidate.php?candidate_id=6365,,0,,
candidate.php?candidate_id=6366,0.0,2,Y,0.0
candidate.php?candidate_id=6368,,0,,
candidate.php?candidate_id=6369,,0,,
candidate.php?candidate_id=637,338308.0,2,Y,338308.0
candidate.php?candidate_id=6370,0.0,1,Y,0.0
candidate.php?candidate_id=6373,2553798.0,2,Y,2553798.0
candidate.php?candidate_id=6374,0.0,1,Y,0.0
candidate.php?candidate_id=6376,0.0,2,Y,0.0
candidate.php?candidate_id=6377,9907410.0,2,Y,9303440.0
candidate.php?candidate_id=6378,540172.0,2,Y,338976.0
candidate.php?candidate_id=6379,0.0,1,Y,0.0
candidate.php?candidate_id=638,0.0,0,N,237600.0
candidate.php?candidate_id=6381,0.0,1,Y,0.0
candidate.php?candidate_id=6383,494960.0,2,Y,289460.0
candidate.php?candidate_id=6384,180000.0,1,Y,180000.0
candidate.php?candidate_id=6385,715873.0,2,Y,510873.0
candidate.php?candidate_id=6387,586800.0,1,Y,586800.0
candidate.php?candidate_id=6392,561340.0,4,Y,313340.0
candidate.php?candidate_id=6393,324000.0,1,Y,324000.0
candidate.php?candidate_id=6395,14405112.0,2,Y,11992539.0
candidate.php?candidate_id=6397,0.0,1,Y,0.0
candidate.php?candidate_id=6399,2062330.0,2,Y,1466912.0
candidate.php?candidate_id=64,7540650.0,1,Y,7540650.0
candidate.php?candidate_id=640,,0,,
candidate.php?candidate_id=6401,,0,,
candidate.php?candidate_id=6402,0.0,1,Y,0.0
candidate.php?candidate_id=6403,,0,,
candidate.php?candidate_id=6404,2300000.0,2,Y,2300000.0
candidate.php?candidate_id=6405,0.0,2,Y,0.0
candidate.php?candidate_id=6406,1200.0,1,Y,1200.0
candidate.php?candidate_id=6407,,0,,
candidate.php?candidate_id=6408,0.0,1,Y,0.0
candidate.php?candidate_id=6409,,0,,
candidate.php?candidate_id=641,700000.0,1,Y,700000.0
candidate.php?candidate_id=6410,228673.0,1,Y,228673.0
candidate.php?candidate_id=6413,2983320.0,2,Y,1632770.0
candidate.php?candidate_id=6414,,0,,
candidate.php?candidate_id=6415,0.0,1,Y,0.0
candidate.php?candidate_id=6416,194000.0,1,Y,194000.0
candidate.php?candidate_id=6418,306362.0,2,Y,306362.0
candidate.php?candidate_id=6419,0.0,1,Y,0.0
candidate.php?candidate_id=642,,0,,
candidate.php?candidate_id=6420,870164.0,3,Y,562335.0
candidate.php?candidate_id=6421,409454.0,2,Y,409454.0
candidate.php?candidate_id=6422,600000.0,1,Y,600000.0
candidate.php?candidate_id=6423,0.0,1,Y,0.0
candidate.php?candidate_id=6424,979044.0,3,Y,335024.0
candidate.php?candidate_id=6426,0.0,1,Y,0.0
candidate.php?candidate_id=6427,,0,,
candidate.php?candidate_id=6428,690655.0,1,Y,690655.0
candidate.php?candidate_id=6429,0.0,1,Y,0.0
candidate.php?candidate_id=643,267436.0,1,Y,267436.0
candidate.php?candidate_id=6432,0.0,1,Y,0.0
candidate.php?candidate_id=6433,278325.0,1,Y,278325.0
candidate.php?candidate_id=6434,1074252.0,2,Y,745800.0
candidate.php?candidate_id=6435,700000.0,2,Y,450000.0
candidate.php?candidate_id=6436,0.0,1,Y,0.0
candidate.php?candidate_id=6437,329080.0,2,Y,152080.0
candidate.php?candidate_id=6438,0.0,1,Y,0.0
candidate.php?candidate_id=6439,538690.0,2,Y,192000.0
candidate.php?candidate_id=644,,0,,
candidate.php?candidate_id=6440,0.0,1,Y,0.0
candidate.php?candidate_id=6443,,0,,
candidate.php?candidate_id=6444,0.0,1,Y,0.0
candidate.php?candidate_id=6445,454119.0,2,Y,237519.0
candidate.php?candidate_id=6447,1537500.0,2,Y,0.0
candidate.php?candidate_id=6448,568460.0,2,Y,300190.0
candidate.php?candidate_id=6449,15000.0,1,Y,15000.0
candidate.php?candidate_id=645,,0,,
candidate.php?candidate_id=6450,0.0,1,Y,0.0
candidate.php?candidate_id=6452,1381647.0,1,Y,1381647.0
candidate.php?candidate_id=6453,,0,,
candidate.php?candidate_id=6454,,0,,
candidate.php?candidate_id=6456,,0,,
candidate.php?candidate_id=6458,0.0,1,Y,0.0
candidate.php?candidate_id=6459,,0,,
candidate.php?candidate_id=646,0.0,1,Y,0.0
candidate.php?candidate_id=6460,68830569.0,4,Y,45178230.0
candidate.php?candidate_id=6462,0.0,1,Y,0.0
candidate.php?candidate_id=6463,0.0,1,Y,0.0
candidate.php?candidate_id=6464,234615.0,1,Y,234615.0
candidate.php?candidate_id=6465,550000.0,1,Y,550000.0
candidate.php?candidate_id=6466,,0,,
candidate.php?candidate_id=6467,696600.0,2,Y,696600.0
candidate.php?candidate_id=6468,2352188.0,2,Y,1027682.0
candidate.php?candidate_id=647,233670.0,1,Y,233670.0
candidate.php?candidate_id=6470,0.0,1,Y,0.0
candidate.php?candidate_id=6471,692800.0,2,Y,418100.0
candidate.php?candidate_id=6472,0.0,1,Y,0.0
candidate.php?candidate_id=6473,20000.0,1,Y,20000.0
candidate.php?candidate_id=6474,,0,,
candidate.php?candidate_id=6475,,0,,
candidate.php?candidate_id=6478,0.0,1,Y,0.0
candidate.php?candidate_id=648,,0,,
candidate.php?candidate_id=6483,758043.0,2,Y,507643.0
candidate.php?candidate_id=6486,600000.0,2,Y,600000.0
candidate.php?candidate_id=649,0.0,1,Y,0.0
candidate.php?candidate_id=6493,1234910.0,2,Y,994910.0
candidate.php?candidate_id=6495,0.0,2,Y,0.0
candidate.php?candidate_id=6496,2661950.0,2,Y,1479950.0
candidate.php?candidate_id=6498,468983.0,1,Y,468983.0
candidate.php?candidate_id=6499,7757185.0,2,Y,6040702.0
candidate.php?candidate_id=65,772240.0,4,Y,772240.0
candidate.php?candidate_id=650,0.0,2,Y,0.0
candidate.php?candidate_id=6500,763630.0,2,Y,763630.0
candidate.php?candidate_id=6501,225000.0,2,Y,125000.0
candidate.php?candidate_id=6503,0.0,1,Y,0.0
candidate.php?candidate_id=6504,142474.0,1,Y,142474.0
candidate.php?candidate_id=6505,0.0,1,Y,0.0
candidate.php?candidate_id=6507,0.0,2,Y,0.0
candidate.php?candidate_id=6509,305713.0,1,Y,305713.0
candidate.php?candidate_id=651,0.0,1,Y,0.0
candidate.php?candidate_id=6511,0.0,1,Y,0.0
candidate.php?candidate_id=6512,0.0,1,Y,0.0
candidate.php?candidate_id=6516,0.0,1,Y,0.0
candidate.php?candidate_id=6518,5412900.0,2,Y,4844072.0
candidate.php?candidate_id=652,0.0,1,,0.0
candidate.php?candidate_id=6520,0.0,1,Y,0.0
candidate.php?candidate_id=6521,,0,,
candidate.php?candidate_id=6522,194630.0,2,Y,194630.0
candidate.php?candidate_id=6523,677395.0,4,Y,256010.0
candidate.php?candidate_id=6524,247275.0,2,Y,247275.0
candidate.php?candidate_id=6525,,0,,
candidate.php?candidate_id=6526,,0,,
candidate.php?candidate_id=6527,0.0,1,Y,0.0
candidate.php?candidate_id=6529,0.0,1,Y,0.0
candidate.php?candidate_id=653,0.0,1,Y,0.0
candidate.php?candidate_id=6530,306568.0,1,Y,306568.0
candidate.php?candidate_id=6531,970284.0,2,Y,875720.0
candidate.php?candidate_id=6532,678276.0,4,Y,678276.0
candidate.php?candidate_id=6533,430000.0,1,Y,430000.0
candidate.php?candidate_id=6535,198355.0,1,Y,198355.0
candidate.php?candidate_id=6538,0.0,1,Y,0.0
candidate.php?candidate_id=6539,430390.0,2,Y,234180.0
candidate.php?candidate_id=654,644928.0,1,Y,644928.0
candidate.php?candidate_id=6540,179630.0,1,Y,179630.0
candidate.php?candidate_id=6541,0.0,1,Y,0.0
candidate.php?candidate_id=6542,0.0,1,Y,0.0
candidate.php?candidate_id=6543,260324.0,1,Y,260324.0
candidate.php?candidate_id=6544,0.0,1,Y,0.0
candidate.php?candidate_id=6545,0.0,1,Y,0.0
candidate.php?candidate_id=6548,200000.0,2,Y,200000.0
candidate.php?candidate_id=6549,0.0,1,Y,0.0
candidate.php?candidate_id=655,1494130.0,3,Y,669880.0
candidate.php?candidate_id=6550,0.0,2,Y,0.0
candidate.php?candidate_id=6551,414819.0,2,Y,414819.0
candidate.php?candidate_id=6552,0.0,1,Y,0.0
candidate.php?candidate_id=6556,0.0,1,Y,0.0
candidate.php?candidate_id=6557,190459.0,1,Y,190459.0
candidate.php?candidate_id=656,0.0,1,Y,0.0
candidate.php?candidate_id=6561,284767.0,1,Y,284767.0
candidate.php?candidate_id=6564,,0,,
candidate.php?candidate_id=6567,0.0,1,Y,0.0
candidate.php?candidate_id=657,697357.0,2,Y,697357.0
candidate.php?candidate_id=6572,138750.0,2,Y,138750.0
candidate.php?candidate_id=6573,0.0,1,Y,0.0
candidate.php?candidate_id=6574,0.0,1,,0.0
candidate.php?candidate_id=6575,810100.0,2,Y,475064.0
candidate.php?candidate_id=6577,0.0,1,Y,0.0
candidate.php?candidate_id=6578,,0,,
candidate.php?candidate_id=6579,0.0,1,Y,0.0
candidate.php?candidate_id=6580,0.0,1,Y,0.0
candidate.php?candidate_id=6581,0.0,1,Y,0.0
candidate.php?candidate_id=6582,351083.0,1,Y,351083.0
candidate.php?candidate_id=6585,454095.0,1,Y,454095.0
candidate.php?candidate_id=6586,886792.0,3,Y,886792.0
candidate.php?candidate_id=6588,225000.0,1,Y,225000.0
candidate.php?candidate_id=6589,,0,,
candidate.php?candidate_id=6591,248019.0,1,Y,248019.0
candidate.php?candidate_id=6592,199567.0,2,Y,199567.0
candidate.php?candidate_id=6597,1277967.0,3,Y,906855.0
candidate.php?candidate_id=6598,0.0,1,Y,0.0
candidate.php?candidate_id=6599,0.0,1,,0.0
candidate.php?candidate_id=66,8551160.0,1,Y,8551160.0
candidate.php?candidate_id=660,11821834.0,4,Y,8818043.0
candidate.php?candidate_id=6600,,0,,
