,HHinc,HHDeclarations,self_declare,self_inc
candidate.php?candidate_id=3156,1318914.0,2,Y,334973.0
candidate.php?candidate_id=3157,0.0,1,Y,0.0
candidate.php?candidate_id=3158,,0,,
candidate.php?candidate_id=3159,1002037.0,4,Y,698693.0
candidate.php?candidate_id=316,904043.0,2,Y,636199.0
candidate.php?candidate_id=3160,,0,,
candidate.php?candidate_id=3161,260920.0,1,Y,260920.0
candidate.php?candidate_id=3162,,0,,
candidate.php?candidate_id=3163,,0,,
candidate.php?candidate_id=3164,437362.0,2,Y,0.0
candidate.php?candidate_id=3165,345500.0,2,Y,157880.0
candidate.php?candidate_id=3168,,0,,
candidate.php?candidate_id=3177,0.0,1,Y,0.0
candidate.php?candidate_id=3178,,0,,
candidate.php?candidate_id=3179,1615000.0,2,Y,867120.0
candidate.php?candidate_id=3180,766080.0,1,Y,766080.0
candidate.php?candidate_id=3181,476753.0,2,Y,476753.0
candidate.php?candidate_id=3182,306586.0,1,Y,306586.0
candidate.php?candidate_id=3183,638400.0,2,Y,638400.0
candidate.php?candidate_id=3184,0.0,3,Y,0.0
candidate.php?candidate_id=3185,,0,,
candidate.php?candidate_id=3186,,0,,
candidate.php?candidate_id=3187,,0,,
candidate.php?candidate_id=3188,151226.0,1,Y,151226.0
candidate.php?candidate_id=3189,181000.0,1,Y,181000.0
candidate.php?candidate_id=319,2076997.0,2,Y,2066751.0
candidate.php?candidate_id=3190,889939.0,2,Y,486066.0
candidate.php?candidate_id=3192,0.0,1,Y,0.0
candidate.php?candidate_id=3194,0.0,3,Y,0.0
candidate.php?candidate_id=3195,0.0,1,,0.0
candidate.php?candidate_id=3197,537700.0,2,Y,240200.0
candidate.php?candidate_id=3198,,0,,
candidate.php?candidate_id=32,255000.0,1,Y,255000.0
candidate.php?candidate_id=320,81091.0,1,Y,81091.0
candidate.php?candidate_id=3201,,0,,
candidate.php?candidate_id=3202,0.0,1,Y,0.0
candidate.php?candidate_id=3203,209500.0,1,Y,209500.0
candidate.php?candidate_id=3204,220420.0,1,Y,220420.0
candidate.php?candidate_id=3205,1049834.0,2,Y,792806.0
candidate.php?candidate_id=3206,1221550.0,3,Y,569946.0
candidate.php?candidate_id=3207,0.0,1,Y,0.0
candidate.php?candidate_id=3208,1043091.0,2,Y,629939.0
candidate.php?candidate_id=3209,,0,,
candidate.php?candidate_id=321,611538.0,2,Y,396148.0
candidate.php?candidate_id=3210,0.0,1,Y,0.0
candidate.php?candidate_id=3211,315969.0,1,,0.0
candidate.php?candidate_id=3212,,0,,
candidate.php?candidate_id=3213,0.0,1,,0.0
candidate.php?candidate_id=3214,841700.0,2,Y,361230.0
candidate.php?candidate_id=3215,,0,,
candidate.php?candidate_id=3216,,0,,
candidate.php?candidate_id=3217,0.0,1,Y,0.0
candidate.php?candidate_id=3218,0.0,1,Y,0.0
candidate.php?candidate_id=3219,818553.0,2,Y,496653.0
candidate.php?candidate_id=322,300000.0,1,Y,300000.0
candidate.php?candidate_id=3220,0.0,2,Y,0.0
candidate.php?candidate_id=3221,0.0,1,Y,0.0
candidate.php?candidate_id=3222,,0,,
candidate.php?candidate_id=3223,0.0,1,Y,0.0
candidate.php?candidate_id=3224,0.0,1,Y,0.0
candidate.php?candidate_id=3225,884430.0,2,Y,518570.0
candidate.php?candidate_id=3227,379690.0,1,Y,379690.0
candidate.php?candidate_id=3228,599718.0,2,Y,196500.0
candidate.php?candidate_id=3229,190000.0,1,Y,190000.0
candidate.php?candidate_id=323,679103.0,1,,0.0
candidate.php?candidate_id=3231,0.0,1,Y,0.0
candidate.php?candidate_id=3232,437712.0,1,Y,437712.0
candidate.php?candidate_id=3233,200000.0,1,Y,200000.0
candidate.php?candidate_id=3234,211370.0,1,Y,211370.0
candidate.php?candidate_id=3236,587887.0,2,Y,201034.0
candidate.php?candidate_id=3237,2710000.0,2,Y,310000.0
candidate.php?candidate_id=3238,0.0,1,Y,0.0
candidate.php?candidate_id=3239,66451150.0,3,Y,48990030.0
candidate.php?candidate_id=324,405276.0,2,Y,0.0
candidate.php?candidate_id=3240,1310800.0,2,Y,732410.0
candidate.php?candidate_id=3241,222600.0,1,Y,222600.0
candidate.php?candidate_id=3242,,0,,
candidate.php?candidate_id=3243,2196104.0,1,Y,2196104.0
candidate.php?candidate_id=3244,0.0,1,Y,0.0
candidate.php?candidate_id=3245,0.0,2,Y,0.0
candidate.php?candidate_id=3246,1299760.0,2,Y,1299760.0
candidate.php?candidate_id=3247,0.0,1,Y,0.0
candidate.php?candidate_id=3248,,0,,
candidate.php?candidate_id=3249,1134370.0,2,Y,910000.0
candidate.php?candidate_id=325,0.0,1,Y,0.0
candidate.php?candidate_id=3250,0.0,1,Y,0.0
candidate.php?candidate_id=3251,0.0,1,Y,0.0
candidate.php?candidate_id=3252,,0,,
candidate.php?candidate_id=3253,0.0,1,Y,0.0
candidate.php?candidate_id=3254,,0,,
candidate.php?candidate_id=3255,0.0,1,,0.0
candidate.php?candidate_id=3256,0.0,1,Y,0.0
candidate.php?candidate_id=3257,,0,,
candidate.php?candidate_id=3258,0.0,1,Y,0.0
candidate.php?candidate_id=3259,,0,,
candidate.php?candidate_id=3260,930575.0,2,Y,544250.0
candidate.php?candidate_id=3261,472522.0,1,Y,472522.0
candidate.php?candidate_id=3262,0.0,1,Y,0.0
candidate.php?candidate_id=3263,12955177.0,2,Y,6867874.0
candidate.php?candidate_id=3264,0.0,1,Y,0.0
candidate.php?candidate_id=3265,1320000.0,1,Y,1320000.0
candidate.php?candidate_id=3266,7787377.0,3,Y,4058292.0
candidate.php?candidate_id=3267,0.0,1,Y,0.0
candidate.php?candidate_id=3268,210000.0,1,Y,210000.0
candidate.php?candidate_id=3269,0.0,1,Y,0.0
candidate.php?candidate_id=327,962600.0,2,Y,608951.0
candidate.php?candidate_id=3270,225000.0,2,Y,225000.0
candidate.php?candidate_id=3271,60611.0,1,,0.0
candidate.php?candidate_id=3272,892840.0,2,Y,194500.0
candidate.php?candidate_id=3274,,0,,
candidate.php?candidate_id=3275,0.0,1,Y,0.0
candidate.php?candidate_id=3276,1993177.0,3,Y,615620.0
candidate.php?candidate_id=3277,,0,,
candidate.php?candidate_id=3278,615368.0,2,Y,325965.0
candidate.php?candidate_id=3279,0.0,1,Y,0.0
candidate.php?candidate_id=328,0.0,1,Y,0.0
candidate.php?candidate_id=3280,1202203.0,2,Y,571110.0
candidate.php?candidate_id=3281,752450.0,2,Y,752450.0
candidate.php?candidate_id=3282,715520.0,2,Y,463172.0
candidate.php?candidate_id=3283,1170000.0,2,Y,330000.0
candidate.php?candidate_id=3284,,0,,
candidate.php?candidate_id=3285,0.0,1,Y,0.0
candidate.php?candidate_id=3286,0.0,1,Y,0.0
candidate.php?candidate_id=3287,35793164.0,2,Y,30619775.0
candidate.php?candidate_id=3288,0.0,1,Y,0.0
candidate.php?candidate_id=3289,223944.0,1,Y,223944.0
candidate.php?candidate_id=3290,2012914.0,2,Y,1212474.0
candidate.php?candidate_id=3291,,0,,
candidate.php?candidate_id=3292,0.0,1,Y,0.0
candidate.php?candidate_id=3293,0.0,1,Y,0.0
candidate.php?candidate_id=3294,0.0,4,Y,0.0
candidate.php?candidate_id=3295,0.0,1,Y,0.0
candidate.php?candidate_id=3296,370739.0,1,Y,370739.0
candidate.php?candidate_id=3297,,0,,
candidate.php?candidate_id=3298,201500.0,1,Y,201500.0
candidate.php?candidate_id=3299,126580.0,1,Y,126580.0
candidate.php?candidate_id=33,283000.0,1,Y,283000.0
candidate.php?candidate_id=330,0.0,1,Y,0.0
candidate.php?candidate_id=3300,381171.0,2,Y,163831.0
candidate.php?candidate_id=3301,575007.0,2,Y,232160.0
candidate.php?candidate_id=3302,206330.0,1,Y,206330.0
candidate.php?candidate_id=3303,360892.0,2,Y,360892.0
candidate.php?candidate_id=3304,197770.0,4,Y,197770.0
candidate.php?candidate_id=3305,,0,,
candidate.php?candidate_id=3306,1339600.0,2,Y,767500.0
candidate.php?candidate_id=3307,0.0,1,Y,0.0
candidate.php?candidate_id=3308,0.0,1,Y,0.0
candidate.php?candidate_id=3309,,0,,
candidate.php?candidate_id=331,0.0,1,Y,0.0
candidate.php?candidate_id=3310,0.0,1,Y,0.0
candidate.php?candidate_id=3311,162000.0,1,Y,162000.0
candidate.php?candidate_id=3312,,0,,
candidate.php?candidate_id=3313,0.0,1,Y,0.0
candidate.php?candidate_id=3314,0.0,2,Y,0.0
candidate.php?candidate_id=3315,617000.0,2,Y,336000.0
candidate.php?candidate_id=3316,,0,,
candidate.php?candidate_id=3317,50000.0,1,Y,50000.0
candidate.php?candidate_id=3318,,0,,
candidate.php?candidate_id=3319,0.0,1,Y,0.0
candidate.php?candidate_id=3320,,0,,
candidate.php?candidate_id=3321,199000.0,1,Y,199000.0
candidate.php?candidate_id=3322,,0,,
candidate.php?candidate_id=3323,298850.0,1,Y,298850.0
candidate.php?candidate_id=3324,,0,,
candidate.php?candidate_id=3325,60000.0,1,Y,60000.0
candidate.php?candidate_id=3326,602560.0,2,Y,602560.0
candidate.php?candidate_id=3327,195080.0,2,Y,0.0
candidate.php?candidate_id=3328,0.0,1,Y,0.0
candidate.php?candidate_id=3329,,0,,
candidate.php?candidate_id=333,1301238.0,1,Y,1301238.0
candidate.php?candidate_id=3330,,0,,
candidate.php?candidate_id=3331,0.0,1,N,0.0
candidate.php?candidate_id=3332,281625.0,1,Y,281625.0
candidate.php?candidate_id=3333,188470.0,2,Y,0.0
candidate.php?candidate_id=3334,0.0,1,Y,0.0
candidate.php?candidate_id=3335,0.0,1,Y,0.0
candidate.php?candidate_id=3336,251500.0,1,Y,251500.0
candidate.php?candidate_id=3337,3807352.0,2,Y,753870.0
candidate.php?candidate_id=3338,0.0,1,Y,0.0
candidate.php?candidate_id=3339,0.0,1,Y,0.0
candidate.php?candidate_id=334,499570.0,1,Y,499570.0
candidate.php?candidate_id=3340,953644.0,2,Y,552391.0
candidate.php?candidate_id=3341,,0,,
candidate.php?candidate_id=3342,0.0,1,Y,0.0
candidate.php?candidate_id=3343,0.0,1,Y,0.0
candidate.php?candidate_id=3344,0.0,1,Y,0.0
candidate.php?candidate_id=3345,0.0,1,Y,0.0
candidate.php?candidate_id=3346,,0,,
candidate.php?candidate_id=3347,0.0,1,,0.0
candidate.php?candidate_id=3348,20406680.0,3,Y,14366806.0
candidate.php?candidate_id=3349,880897.0,2,Y,648786.0
candidate.php?candidate_id=335,0.0,1,Y,0.0
candidate.php?candidate_id=3350,520320.0,1,Y,520320.0
candidate.php?candidate_id=3351,620000.0,2,Y,320000.0
candidate.php?candidate_id=3352,536532.0,2,Y,12000.0
candidate.php?candidate_id=3353,208320.0,2,Y,0.0
candidate.php?candidate_id=3354,360000.0,2,Y,0.0
candidate.php?candidate_id=3355,1513378.0,2,Y,754835.0
candidate.php?candidate_id=3356,1202959.0,4,Y,602855.0
candidate.php?candidate_id=3357,214367.0,1,Y,214367.0
candidate.php?candidate_id=3358,9295038.0,2,Y,890694.0
candidate.php?candidate_id=3359,0.0,1,Y,0.0
candidate.php?candidate_id=336,,0,,
candidate.php?candidate_id=3360,0.0,1,Y,0.0
candidate.php?candidate_id=3361,,0,,
candidate.php?candidate_id=3362,266473.0,2,Y,266473.0
candidate.php?candidate_id=3363,,0,,
candidate.php?candidate_id=3364,,0,,
candidate.php?candidate_id=3365,0.0,2,Y,0.0
candidate.php?candidate_id=3366,0.0,1,Y,0.0
candidate.php?candidate_id=3367,0.0,2,Y,0.0
candidate.php?candidate_id=3368,250000.0,1,Y,250000.0
candidate.php?candidate_id=3369,0.0,1,Y,0.0
candidate.php?candidate_id=337,896520.0,2,Y,527320.0
candidate.php?candidate_id=3370,0.0,1,Y,0.0
candidate.php?candidate_id=3371,789162.0,2,Y,305814.0
candidate.php?candidate_id=3372,0.0,0,N,30000.0
candidate.php?candidate_id=3373,2876620.0,2,Y,713530.0
candidate.php?candidate_id=3374,1066638.0,2,Y,1066638.0
candidate.php?candidate_id=3375,944543.0,3,Y,766349.0
candidate.php?candidate_id=3376,228487043.0,2,Y,8014181.0
candidate.php?candidate_id=3377,987724.0,2,Y,862139.0
candidate.php?candidate_id=3378,325028.0,2,Y,140752.0
candidate.php?candidate_id=3379,0.0,1,Y,0.0
candidate.php?candidate_id=338,,0,,
candidate.php?candidate_id=3380,1860786.0,1,Y,1860786.0
candidate.php?candidate_id=3381,424609.0,2,Y,424609.0
candidate.php?candidate_id=3382,0.0,1,Y,0.0
candidate.php?candidate_id=3383,0.0,1,Y,0.0
candidate.php?candidate_id=3384,0.0,1,Y,0.0
candidate.php?candidate_id=3385,393689.0,3,Y,393689.0
candidate.php?candidate_id=3386,20877604.0,2,Y,13352604.0
candidate.php?candidate_id=3387,0.0,1,Y,0.0
candidate.php?candidate_id=3388,,0,,
candidate.php?candidate_id=3389,,0,,
candidate.php?candidate_id=339,,0,,
candidate.php?candidate_id=3390,,0,,
candidate.php?candidate_id=3391,4526298.0,2,Y,2233613.0
candidate.php?candidate_id=3392,334322.0,2,Y,334322.0
candidate.php?candidate_id=3393,810086.0,2,Y,810086.0
candidate.php?candidate_id=3394,0.0,2,Y,0.0
candidate.php?candidate_id=3395,2836949.0,2,Y,2836949.0
candidate.php?candidate_id=3396,0.0,1,Y,0.0
candidate.php?candidate_id=3397,0.0,1,Y,0.0
candidate.php?candidate_id=3398,,0,,
candidate.php?candidate_id=3399,0.0,1,Y,0.0
candidate.php?candidate_id=34,745439.0,2,Y,288000.0
candidate.php?candidate_id=340,788660.0,2,Y,247660.0
candidate.php?candidate_id=3400,270480.0,1,Y,270480.0
candidate.php?candidate_id=3401,244900.0,1,Y,244900.0
candidate.php?candidate_id=3402,1753156.0,2,Y,501035.0
candidate.php?candidate_id=3403,1832299.0,2,Y,956406.0
candidate.php?candidate_id=3404,0.0,1,Y,0.0
candidate.php?candidate_id=3405,2001150.0,5,Y,405330.0
candidate.php?candidate_id=3406,508920.0,2,Y,180000.0
candidate.php?candidate_id=3407,,0,,
candidate.php?candidate_id=3408,0.0,2,Y,0.0
candidate.php?candidate_id=3409,0.0,1,Y,0.0
candidate.php?candidate_id=341,,0,,
candidate.php?candidate_id=3410,412370.0,2,Y,220720.0
candidate.php?candidate_id=3411,2933580.0,2,Y,995030.0
candidate.php?candidate_id=3412,912092.0,2,Y,714092.0
candidate.php?candidate_id=3413,209520.0,2,Y,209520.0
candidate.php?candidate_id=3414,,0,,
candidate.php?candidate_id=3415,0.0,1,Y,0.0
candidate.php?candidate_id=3416,184150.0,1,Y,184150.0
candidate.php?candidate_id=3417,220200.0,1,Y,220200.0
candidate.php?candidate_id=3418,,0,,
candidate.php?candidate_id=3419,0.0,1,Y,0.0
candidate.php?candidate_id=342,359099.0,2,Y,0.0
candidate.php?candidate_id=3420,,0,,
candidate.php?candidate_id=3421,105060.0,2,Y,51360.0
candidate.php?candidate_id=3423,1204387.0,4,Y,562706.0
candidate.php?candidate_id=3424,780100.0,2,Y,500000.0
candidate.php?candidate_id=3425,123352.0,2,Y,123352.0
candidate.php?candidate_id=3426,0.0,1,Y,0.0
candidate.php?candidate_id=3427,,0,,
candidate.php?candidate_id=3428,,0,,
candidate.php?candidate_id=3429,,0,,
candidate.php?candidate_id=3430,756330.0,2,Y,756330.0
candidate.php?candidate_id=3431,192500.0,1,Y,192500.0
candidate.php?candidate_id=3432,825840.0,1,Y,825840.0
candidate.php?candidate_id=3433,0.0,1,Y,0.0
candidate.php?candidate_id=3434,,0,,
candidate.php?candidate_id=3435,1437006.0,1,Y,1437006.0
candidate.php?candidate_id=3436,184206.0,1,Y,184206.0
candidate.php?candidate_id=3437,0.0,1,Y,0.0
candidate.php?candidate_id=3438,4722190.0,2,Y,2112740.0
candidate.php?candidate_id=3439,173500.0,1,Y,173500.0
candidate.php?candidate_id=344,240000.0,1,,0.0
candidate.php?candidate_id=3440,2357990.0,2,Y,1110010.0
candidate.php?candidate_id=3441,464220.0,3,Y,237730.0
candidate.php?candidate_id=3442,201600.0,1,Y,201600.0
candidate.php?candidate_id=3443,206240.0,2,Y,206240.0
candidate.php?candidate_id=3444,,0,,
candidate.php?candidate_id=3445,,0,,
candidate.php?candidate_id=3446,180000.0,1,Y,180000.0
candidate.php?candidate_id=3447,,0,,
candidate.php?candidate_id=3448,,0,,
candidate.php?candidate_id=3449,98080.0,2,Y,98080.0
candidate.php?candidate_id=345,,0,,
candidate.php?candidate_id=3450,654365.0,2,Y,654365.0
candidate.php?candidate_id=3451,0.0,2,Y,0.0
candidate.php?candidate_id=3452,1731212.0,1,Y,1731212.0
candidate.php?candidate_id=3453,22987650.0,2,Y,961290.0
candidate.php?candidate_id=3454,192400.0,1,Y,192400.0
candidate.php?candidate_id=3455,,0,,
candidate.php?candidate_id=3456,,0,,
candidate.php?candidate_id=3457,871787.0,1,Y,871787.0
candidate.php?candidate_id=3458,0.0,1,Y,0.0
candidate.php?candidate_id=3459,192954.0,1,Y,192954.0
candidate.php?candidate_id=346,158667.0,1,Y,158667.0
candidate.php?candidate_id=3460,0.0,1,Y,0.0
candidate.php?candidate_id=3461,191033.0,1,Y,191033.0
candidate.php?candidate_id=3462,1212271.0,1,Y,1212271.0
candidate.php?candidate_id=3463,,0,,
candidate.php?candidate_id=3464,3117982.0,3,Y,2969611.0
candidate.php?candidate_id=3465,0.0,1,Y,0.0
candidate.php?candidate_id=3466,580484.0,2,Y,215635.0
candidate.php?candidate_id=3467,,0,,
candidate.php?candidate_id=3468,,0,,
candidate.php?candidate_id=3469,3002.0,3,Y,0.0
candidate.php?candidate_id=347,2643294.0,2,Y,567792.0
candidate.php?candidate_id=3470,,0,,
candidate.php?candidate_id=3471,350950.0,2,Y,192000.0
candidate.php?candidate_id=3472,,0,,
candidate.php?candidate_id=3473,740607.0,4,Y,414397.0
candidate.php?candidate_id=3474,0.0,1,Y,0.0
candidate.php?candidate_id=3475,1080102.0,2,Y,1080102.0
candidate.php?candidate_id=3476,437730.0,3,Y,251730.0
candidate.php?candidate_id=3477,1671529.0,1,Y,1671529.0
candidate.php?candidate_id=3478,353400.0,3,Y,353400.0
candidate.php?candidate_id=3479,1694680.0,2,Y,760870.0
candidate.php?candidate_id=348,130844.0,1,Y,130844.0
candidate.php?candidate_id=3480,61433.0,2,Y,61433.0
candidate.php?candidate_id=3481,0.0,1,Y,0.0
candidate.php?candidate_id=3482,0.0,1,Y,0.0
candidate.php?candidate_id=3483,0.0,2,Y,0.0
candidate.php?candidate_id=3484,0.0,1,Y,0.0
candidate.php?candidate_id=3485,1396535.0,3,Y,1396535.0
candidate.php?candidate_id=3486,203600.0,2,Y,203600.0
candidate.php?candidate_id=3487,,0,,
candidate.php?candidate_id=3488,255175.0,1,Y,255175.0
candidate.php?candidate_id=3489,1340860.0,2,Y,504740.0
candidate.php?candidate_id=349,280000.0,1,Y,280000.0
candidate.php?candidate_id=3490,0.0,2,Y,0.0
candidate.php?candidate_id=3491,1363450.0,5,Y,337880.0
candidate.php?candidate_id=3492,1365590.0,2,Y,795390.0
candidate.php?candidate_id=3493,,0,,
candidate.php?candidate_id=3494,193000.0,1,Y,193000.0
candidate.php?candidate_id=3495,,0,,
candidate.php?candidate_id=3496,3590328.0,3,Y,1207599.0
candidate.php?candidate_id=3497,,0,,
candidate.php?candidate_id=3498,0.0,1,Y,0.0
candidate.php?candidate_id=3499,0.0,1,Y,0.0
candidate.php?candidate_id=35,0.0,1,Y,0.0
candidate.php?candidate_id=3500,,0,,
candidate.php?candidate_id=3501,237663.0,1,Y,237663.0
candidate.php?candidate_id=3502,,0,,
candidate.php?candidate_id=3503,1082101.0,2,Y,577101.0
candidate.php?candidate_id=3504,0.0,1,Y,0.0
candidate.php?candidate_id=3505,,0,,
candidate.php?candidate_id=3506,,0,,
candidate.php?candidate_id=3507,1521488.0,3,Y,1318820.0
candidate.php?candidate_id=3508,700000.0,3,Y,700000.0
candidate.php?candidate_id=3509,548147.0,1,Y,548147.0
candidate.php?candidate_id=351,0.0,1,Y,0.0
candidate.php?candidate_id=3510,,0,,
candidate.php?candidate_id=3511,1663833.0,2,Y,1165729.0
candidate.php?candidate_id=3512,1433981.0,1,Y,1433981.0
candidate.php?candidate_id=3513,640759.0,2,Y,256759.0
candidate.php?candidate_id=3515,,0,,
candidate.php?candidate_id=3516,,0,,
candidate.php?candidate_id=3517,1606535.0,2,Y,1606535.0
candidate.php?candidate_id=3518,103420.0,1,Y,103420.0
candidate.php?candidate_id=3519,238000.0,1,Y,238000.0
candidate.php?candidate_id=352,1119820.0,4,Y,375410.0
candidate.php?candidate_id=3520,0.0,1,Y,0.0
candidate.php?candidate_id=3521,,0,,
candidate.php?candidate_id=3522,50000.0,1,Y,50000.0
candidate.php?candidate_id=3523,,0,,
candidate.php?candidate_id=3524,,0,,
candidate.php?candidate_id=3526,,0,,
candidate.php?candidate_id=3527,,0,,
candidate.php?candidate_id=3528,,0,,
candidate.php?candidate_id=3529,,0,,
candidate.php?candidate_id=353,0.0,2,Y,0.0
candidate.php?candidate_id=3530,0.0,2,Y,0.0
candidate.php?candidate_id=3531,,0,,
candidate.php?candidate_id=3532,16037460.0,2,Y,14097040.0
candidate.php?candidate_id=3533,354030.0,2,Y,354030.0
candidate.php?candidate_id=3534,,0,,
candidate.php?candidate_id=3535,1603145.0,4,Y,1003944.0
candidate.php?candidate_id=3536,400000.0,1,Y,400000.0
candidate.php?candidate_id=3537,424979.0,2,Y,404979.0
candidate.php?candidate_id=3538,371497.0,2,Y,181602.0
candidate.php?candidate_id=3539,1082101.0,2,Y,577101.0
candidate.php?candidate_id=354,,0,,
candidate.php?candidate_id=3540,150000.0,1,Y,150000.0
candidate.php?candidate_id=3541,370297.0,1,Y,370297.0
candidate.php?candidate_id=3542,,0,,
candidate.php?candidate_id=3543,,0,,
candidate.php?candidate_id=3544,0.0,1,Y,0.0
candidate.php?candidate_id=3545,0.0,2,Y,0.0
candidate.php?candidate_id=3546,334600.0,1,Y,334600.0
candidate.php?candidate_id=3547,328293.0,2,Y,328293.0
candidate.php?candidate_id=3548,872170.0,2,Y,422170.0
candidate.php?candidate_id=3549,353517.0,1,Y,353517.0
candidate.php?candidate_id=3550,,0,,
candidate.php?candidate_id=3551,,0,,
candidate.php?candidate_id=3552,0.0,1,Y,0.0
candidate.php?candidate_id=3553,774554.0,1,Y,774554.0
candidate.php?candidate_id=3554,0.0,1,Y,0.0
candidate.php?candidate_id=3555,0.0,1,Y,0.0
candidate.php?candidate_id=3556,,0,,
candidate.php?candidate_id=3557,,0,,
candidate.php?candidate_id=3558,,0,,
candidate.php?candidate_id=3559,,0,,
candidate.php?candidate_id=3560,0.0,1,Y,0.0
candidate.php?candidate_id=3561,,0,,
candidate.php?candidate_id=3562,,0,,
candidate.php?candidate_id=3563,455486.0,1,Y,455486.0
candidate.php?candidate_id=3564,0.0,1,Y,0.0
candidate.php?candidate_id=3565,5294905.0,2,Y,2484310.0
candidate.php?candidate_id=3566,0.0,1,Y,0.0
candidate.php?candidate_id=3567,0.0,3,Y,0.0
candidate.php?candidate_id=3568,236171.0,1,Y,236171.0
candidate.php?candidate_id=3569,412537.0,2,Y,412537.0
candidate.php?candidate_id=3570,0.0,2,Y,0.0
candidate.php?candidate_id=3571,0.0,1,Y,0.0
candidate.php?candidate_id=3572,0.0,1,Y,0.0
candidate.php?candidate_id=3573,,0,,
candidate.php?candidate_id=3574,0.0,1,Y,0.0
candidate.php?candidate_id=3575,0.0,1,Y,0.0
candidate.php?candidate_id=3576,,0,,
candidate.php?candidate_id=3577,85742.0,1,Y,85742.0
candidate.php?candidate_id=3578,506074.0,2,Y,506074.0
candidate.php?candidate_id=3579,,0,,
candidate.php?candidate_id=358,3987938.0,3,Y,1960010.0
candidate.php?candidate_id=3580,0.0,2,Y,0.0
candidate.php?candidate_id=3581,0.0,3,Y,0.0
candidate.php?candidate_id=3582,1400288.0,2,Y,880288.0
candidate.php?candidate_id=3583,0.0,1,Y,0.0
candidate.php?candidate_id=3584,829430.0,1,Y,829430.0
candidate.php?candidate_id=3585,,0,,
candidate.php?candidate_id=3586,,0,,
candidate.php?candidate_id=3587,1966788.0,4,Y,205549.0
candidate.php?candidate_id=3588,0.0,1,Y,0.0
candidate.php?candidate_id=3589,800000.0,1,Y,800000.0
candidate.php?candidate_id=359,,0,,
candidate.php?candidate_id=3590,7551463.0,3,Y,3242535.0
candidate.php?candidate_id=3591,0.0,1,Y,0.0
candidate.php?candidate_id=3592,0.0,4,Y,0.0
candidate.php?candidate_id=3593,179470.0,2,Y,179470.0
candidate.php?candidate_id=3594,0.0,1,Y,0.0
candidate.php?candidate_id=3595,408000.0,2,Y,240000.0
candidate.php?candidate_id=3596,,0,,
candidate.php?candidate_id=3598,927815.0,3,Y,927815.0
candidate.php?candidate_id=3599,,0,,
candidate.php?candidate_id=36,1282890.0,1,Y,1282890.0
candidate.php?candidate_id=360,948156.0,3,Y,649020.0
candidate.php?candidate_id=3600,,0,,
candidate.php?candidate_id=3601,734159.0,1,Y,734159.0
candidate.php?candidate_id=3602,,0,,
candidate.php?candidate_id=3603,0.0,1,Y,0.0
candidate.php?candidate_id=3604,0.0,1,Y,0.0
candidate.php?candidate_id=3605,0.0,1,Y,0.0
candidate.php?candidate_id=3606,931390.0,2,Y,846900.0
candidate.php?candidate_id=3607,0.0,1,Y,0.0
candidate.php?candidate_id=3609,0.0,1,Y,0.0
candidate.php?candidate_id=361,2442146.0,3,Y,623636.0
candidate.php?candidate_id=3610,0.0,1,Y,0.0
candidate.php?candidate_id=3612,0.0,1,Y,0.0
candidate.php?candidate_id=3613,0.0,1,Y,0.0
candidate.php?candidate_id=3614,0.0,1,Y,0.0
candidate.php?candidate_id=3615,,0,,
candidate.php?candidate_id=3616,,0,,
candidate.php?candidate_id=3617,0.0,1,Y,0.0
candidate.php?candidate_id=3618,,0,,
candidate.php?candidate_id=3619,263679.0,2,Y,263679.0
candidate.php?candidate_id=362,5887050.0,2,Y,5639320.0
candidate.php?candidate_id=3620,0.0,1,Y,0.0
candidate.php?candidate_id=3621,1954000.0,2,Y,1094000.0
candidate.php?candidate_id=3622,0.0,1,Y,0.0
candidate.php?candidate_id=3623,799773.0,3,Y,220897.0
candidate.php?candidate_id=3624,13382.0,2,Y,13382.0
candidate.php?candidate_id=3625,0.0,2,Y,0.0
candidate.php?candidate_id=3626,24318238.0,1,Y,24318238.0
candidate.php?candidate_id=3627,542624.0,2,Y,542624.0
candidate.php?candidate_id=3628,0.0,1,Y,0.0
candidate.php?candidate_id=3629,0.0,2,Y,0.0
candidate.php?candidate_id=363,,0,,
candidate.php?candidate_id=3630,0.0,1,Y,0.0
candidate.php?candidate_id=3631,1773181.0,2,Y,1773181.0
candidate.php?candidate_id=3632,0.0,2,Y,0.0
candidate.php?candidate_id=3633,0.0,1,Y,0.0
candidate.php?candidate_id=3634,0.0,1,Y,0.0
candidate.php?candidate_id=3635,1773181.0,2,Y,0.0
candidate.php?candidate_id=3636,0.0,1,Y,0.0
candidate.php?candidate_id=3637,494517.0,1,Y,494517.0
candidate.php?candidate_id=3638,482799.0,1,Y,482799.0
candidate.php?candidate_id=3639,0.0,1,Y,0.0
candidate.php?candidate_id=364,,0,,
candidate.php?candidate_id=3640,0.0,1,Y,0.0
candidate.php?candidate_id=3641,6578086.0,2,Y,4622835.0
candidate.php?candidate_id=3642,94320.0,2,Y,94320.0
candidate.php?candidate_id=3643,709568.0,2,Y,483003.0
candidate.php?candidate_id=3644,0.0,1,Y,0.0
candidate.php?candidate_id=3645,0.0,1,Y,0.0
candidate.php?candidate_id=3646,66380.0,1,Y,66380.0
candidate.php?candidate_id=3647,16209.0,2,Y,16209.0
candidate.php?candidate_id=3648,,0,,
candidate.php?candidate_id=3649,81031.0,1,Y,81031.0
