,Age,Constituency,Criminal_Cases,Education_Level,Name,Number_of_Cases,PAN_Given_(Y_or_N),Party_Code,Total_Assets,Total_Liabilities,common_link,elec_link
106,67,GHOSI,No,Post Graduate,Harish Chandra in Loksabha 2014,0,Y,Rashtriya Janwadi Party (Krantikari),87979107,0,http://myneta.info/compare_profile.php?group_id=HPJEaXrUYFesQuSDHxu,http://myneta.info/ls2014/candidate.php?candidate_id=9619
107,62,Ghosi,No,Post Graduate,HARISH CHANDRA in Lok Sabha 2009,0,Y,RJPK,13400386,1491564,http://myneta.info/compare_profile.php?group_id=HPJEaXrUYFesQuSDHxu,http://myneta.info/ls2009/candidate.php?candidate_id=1833
108,50,BANGALORE CENTRAL,Yes,12th Pass,P.C. Mohan in Loksabha 2014,2,Y,BJP,475796999,261111285,http://myneta.info/compare_profile.php?group_id=mAu53MdDjw7rF9Y9azZZ,http://myneta.info/ls2014/candidate.php?candidate_id=187
109,49,GANDHINAGAR,Yes,12th Pass,P.C.Mohan in Karnataka 2013,2,Y,BJP,304684050,176936948,http://myneta.info/compare_profile.php?group_id=mAu53MdDjw7rF9Y9azZZ,http://myneta.info/karnataka2013/candidate.php?candidate_id=399
110,45,Bangalore Central,Yes,12th Pass,P.C.Mohan in Lok Sabha 2009,1,Y,BJP,53729000,32887000,http://myneta.info/compare_profile.php?group_id=mAu53MdDjw7rF9Y9azZZ,http://myneta.info/ls2009/candidate.php?candidate_id=742
111,42,Amroha,No,10th Pass,HARISH NAGPAL in Lok Sabha 2009,0,Y,IND,261250266,10332879,http://myneta.info/compare_profile.php?group_id=hJQTV7st3ekiA3BgSYF,http://myneta.info/ls2009/candidate.php?candidate_id=8671
112,35,Amroha,No,10th Pass,HARISH NAGPAL in Lok Sabha 2004,0,Y,IND,67234623,0,http://myneta.info/compare_profile.php?group_id=hJQTV7st3ekiA3BgSYF,http://myneta.info/loksabha2004/candidate.php?candidate_id=3964
113,63,BHEL RANIPUR,Yes,Post Graduate,Ambris Kumar in Uttarakhand 2012,1,Y,IND,4181000,1500000,http://myneta.info/compare_profile.php?group_id=gFJP2cyoMgGJzuqtSad,http://myneta.info/utt2012/candidate.php?candidate_id=488
114,60,Hardwar,Yes,Post Graduate,AMBRISH KUMAR in Lok Sabha 2009,2,Y,SP,27776400,0,http://myneta.info/compare_profile.php?group_id=gFJP2cyoMgGJzuqtSad,http://myneta.info/ls2009/candidate.php?candidate_id=8277
115,53,Hardwar,Yes,Post Graduate,AMBRISH KUMAR  in Uttarakhand  2007,1,Y,SP,3021388,405000,http://myneta.info/compare_profile.php?group_id=gFJP2cyoMgGJzuqtSad,http://myneta.info/utk07/candidate.php?candidate_id=66
116,36,North East Delhi,Yes,12th Pass,HAJI DILSHAD ALI in Lok Sabha 2009,2,Y,BSP,74747480,78762,http://myneta.info/compare_profile.php?group_id=hVDeygZnzag8hMuVFnv,http://myneta.info/ls2009/candidate.php?candidate_id=7602
117,35,Babarpur,No,12th Pass,HAZI DILSHAD ALI        in Delhi 2008,0,Y,BSP,104815298,0,http://myneta.info/compare_profile.php?group_id=hVDeygZnzag8hMuVFnv,http://myneta.info/dl2008/candidate.php?candidate_id=70
118,74,KARIMGANJ,No,Graduate Professional,Rabindra Nath Choudhury in Loksabha 2014,0,Y,AGP,15546810,0,http://myneta.info/compare_profile.php?group_id=DqHyky3dXZizcW8UeBAj,http://myneta.info/ls2014/candidate.php?candidate_id=2252
119,70,JADAVPUR,No,Post Graduate,Rabindra Nath Choudhury in West Bengal 2011,0,Y,BSP,19980000,0,http://myneta.info/compare_profile.php?group_id=DqHyky3dXZizcW8UeBAj,http://myneta.info/westbengal2011/candidate.php?candidate_id=833
120,68,Diamond Harbour,No,Graduate Professional,R.N. CHAUDHURY in Lok Sabha 2009,0,Y,BSP,51130000,0,http://myneta.info/compare_profile.php?group_id=DqHyky3dXZizcW8UeBAj,http://myneta.info/ls2009/candidate.php?candidate_id=8177
121,73,KOLKATA UTTAR,No,Graduate Professional,Somendra Nath Mitra in Loksabha 2014,0,Y,INC,44192960,6313549,http://myneta.info/compare_profile.php?group_id=HE2ucn2iiFXg9t97jEBT,http://myneta.info/ls2014/candidate.php?candidate_id=9409
122,68,Diamond Harbour,No,Graduate Professional,SOMENDRA NATH MITRA in Lok Sabha 2009,0,Y,AITC,14730832,157500,http://myneta.info/compare_profile.php?group_id=HE2ucn2iiFXg9t97jEBT,http://myneta.info/ls2009/candidate.php?candidate_id=8179
123,65,Sealdah,No,Graduate Professional,SOMENDRA NATH MITRA in West Bengal 2006,0,Y,INC,2280757,32911,http://myneta.info/compare_profile.php?group_id=HE2ucn2iiFXg9t97jEBT,http://myneta.info/wb2006/candidate.php?candidate_id=245
124,53,ETAH,No,Graduate Professional,Rajvir Singh in Loksabha 2014,0,Y,BJP,251921157,46898091,http://myneta.info/compare_profile.php?group_id=ZNEkCHG8X6te8Ghmzt9j,http://myneta.info/ls2014/candidate.php?candidate_id=4277
125,51,DEBAI,No,Graduate Professional,Rajveer Singh in Uttar Pradesh 2012,0,Y,JKP,118834795,0,http://myneta.info/compare_profile.php?group_id=ZNEkCHG8X6te8Ghmzt9j,http://myneta.info/up2012/candidate.php?candidate_id=3608
126,58,ULUBERIA,No,Graduate,Sultan Ahmed in Loksabha 2014,0,Y,AITC,22792936,10878739,http://myneta.info/compare_profile.php?group_id=MjUBJ6VydG9vEVwJTBxU,http://myneta.info/ls2014/candidate.php?candidate_id=6066
127,0,MINISTER,No,Not Given,Shri Sultan Ahmed in Union Council of Ministers  2011,0,N,AITC,10529035,592567,http://myneta.info/compare_profile.php?group_id=MjUBJ6VydG9vEVwJTBxU,http://myneta.info/unionministers2011/candidate.php?candidate_id=58
128,56,Uluberia,No,Graduate,SULTAN AHMED in Lok Sabha 2009,0,Y,AITC,6026230,3600555,http://myneta.info/compare_profile.php?group_id=MjUBJ6VydG9vEVwJTBxU,http://myneta.info/ls2009/candidate.php?candidate_id=7368
129,47,Katwa,No,Graduate,Ahmed Sultan in Lok Sabha 2004,0,Y,AITC,3410196,4845009,http://myneta.info/compare_profile.php?group_id=MjUBJ6VydG9vEVwJTBxU,http://myneta.info/loksabha2004/candidate.php?candidate_id=5319
130,42,GOPALGANJ,Yes,Post Graduate,Janak Ram in Loksabha 2014,2,Y,BJP,10582664,1039000,http://myneta.info/compare_profile.php?group_id=yWYVmPGy83tXgRzVW2NX,http://myneta.info/ls2014/candidate.php?candidate_id=9138
131,37,Gopalganj,Yes,Post Graduate,JANAK RAM in Lok Sabha 2009,1,Y,BSP,1043934,0,http://myneta.info/compare_profile.php?group_id=yWYVmPGy83tXgRzVW2NX,http://myneta.info/ls2009/candidate.php?candidate_id=1363
132,63,RAIGAD,No,10th Pass,Geete Anant Gangaram in Loksabha 2014,0,Y,SHS,44466487,23968087,http://myneta.info/compare_profile.php?group_id=2cabSCkm2AgKC2bUE7tn,http://myneta.info/ls2014/candidate.php?candidate_id=5997
133,58,Raigad,Yes,10th Pass,ANANT GEETE in Lok Sabha 2009,1,Y,SHS,8555617,0,http://myneta.info/compare_profile.php?group_id=2cabSCkm2AgKC2bUE7tn,http://myneta.info/ls2009/candidate.php?candidate_id=3550
134,52,Ratnagiri,No,12th Pass,ANANT GEETE in Lok Sabha 2004,0,Y,SHS,5518754,1200000,http://myneta.info/compare_profile.php?group_id=2cabSCkm2AgKC2bUE7tn,http://myneta.info/loksabha2004/candidate.php?candidate_id=2638
135,49,Mandya,Yes,12th Pass,N Chaluvarayaswamy in Lok Sabha 2009,15,Y,JD(S),54168804,4125000,http://myneta.info/compare_profile.php?group_id=ThpjDjV5jEXE3DMYExFC,http://myneta.info/ls2009/candidate.php?candidate_id=4611
136,48,Nagamangala,No,Graduate Professional,N.CHALUVARAYASWAMY (SWAMY GOWDA) in Karnataka 2008,0,N,JD(S),64764548,2990850,http://myneta.info/compare_profile.php?group_id=ThpjDjV5jEXE3DMYExFC,http://myneta.info/karnatka2008/candidate.php?candidate_id=1611
137,70,ROBERTSGANJ,No,Graduate,S. R. Darapuri in Loksabha 2014,0,Y,All India Peoples Front (Radical),12227165,596180,http://myneta.info/compare_profile.php?group_id=2GJCZucbYZ3atrreDkU,http://myneta.info/ls2014/candidate.php?candidate_id=9730
138,65,Lucknow,No,Graduate,S.R.DARAPURI in Lok Sabha 2009,0,Y,IND,4684000,2745,http://myneta.info/compare_profile.php?group_id=2GJCZucbYZ3atrreDkU,http://myneta.info/ls2009/candidate.php?candidate_id=5596
139,51,KOKRAJHAR,No,12th Pass,Urkhao Gwra Brahma in Loksabha 2014,0,Y,IND,7766195,0,http://myneta.info/compare_profile.php?group_id=evfRHJsZvrXqjRVNeUY,http://myneta.info/ls2014/candidate.php?candidate_id=4095
140,47,KOKRAJHAR WEST (ST),No,Graduate,Urkhao Gwra Brahma in Assam 2011,0,Y,IND,4201458,0,http://myneta.info/compare_profile.php?group_id=evfRHJsZvrXqjRVNeUY,http://myneta.info/assam2011/candidate.php?candidate_id=833
141,45,Kokrajhar,No,Graduate,URKHAO GWRA BRAHMA in Lok Sabha 2009,0,Y,IND,1998000,0,http://myneta.info/compare_profile.php?group_id=evfRHJsZvrXqjRVNeUY,http://myneta.info/ls2009/candidate.php?candidate_id=2906
142,44,GARHI SAMPLA-KILOI,No,10th Pass,Satpal in Haryana Election 2014,0,Y,IND,4119904,0,http://myneta.info/compare_profile.php?group_id=kfSaUVnxUoXQJ57QkkNz,http://myneta.info/haryana2014/candidate.php?candidate_id=1190
143,44,ROHTAK,No,10th Pass,Satpal in Loksabha 2014,0,Y,IND,3998000,0,http://myneta.info/compare_profile.php?group_id=kfSaUVnxUoXQJ57QkkNz,http://myneta.info/ls2014/candidate.php?candidate_id=452
144,0,CHANDNI CHOWK,No,12th Pass,Sanjay Gandhi in Loksabha 2014,0,Y,Braj Vikas Party,151747504,0,http://myneta.info/compare_profile.php?group_id=FUQVVj2AeH5SyhbZnar6,http://myneta.info/ls2014/candidate.php?candidate_id=985
145,51,WARD 72-MODEL TOWN,No,12th Pass,Sanjay Gandhi  in Municipal Corporation for Delhi 2012,0,Y,IND,408122956,0,http://myneta.info/compare_profile.php?group_id=FUQVVj2AeH5SyhbZnar6,http://myneta.info/mcd2012/candidate.php?candidate_id=1581
146,62,BULDHANA,No,Graduate,Vasantrao Sukhdev Dandage in Loksabha 2014,0,Y,SP,233640000,0,http://myneta.info/compare_profile.php?group_id=XwLYqoxAGj5GSbue88sG,http://myneta.info/ls2014/candidate.php?candidate_id=1389
147,62,MALKAPUR,No,Graduate,Vasantrao Sukhdeo Dandge in Maharashtra Election 2014,0,Y,Bharipa Bahujan Mahasangha,233640000,0,http://myneta.info/compare_profile.php?group_id=XwLYqoxAGj5GSbue88sG,http://myneta.info/maharashtra2014/candidate.php?candidate_id=4807
148,58,Jalgaon Jamod,No,Graduate,Vasantrao  Dandge in Maharashtra 2009,0,Y,IND,25305000,300000,http://myneta.info/compare_profile.php?group_id=XwLYqoxAGj5GSbue88sG,http://myneta.info/mh2009/candidate.php?candidate_id=706
149,55,Buldhana,No,Graduate,DANDGE VASANTRAO SUGDEO in Lok Sabha 2009,0,Y,BSP,42160000,2300000,http://myneta.info/compare_profile.php?group_id=XwLYqoxAGj5GSbue88sG,http://myneta.info/ls2009/candidate.php?candidate_id=152
150,61,SINGHBHUM,Yes,Post Graduate,Salkhan Murmu in Loksabha 2014,3,Y,Jharkhand Disom Party,6252094,500000,http://myneta.info/compare_profile.php?group_id=KCQ8DG2vjK9u8d2yDjkU,http://myneta.info/ls2014/candidate.php?candidate_id=2888
151,57,Manoharpur,Yes,Post Graduate,Salkhan Murmu  in Jharkhand 2009,2,Y,NCP,3043360,450000,http://myneta.info/compare_profile.php?group_id=KCQ8DG2vjK9u8d2yDjkU,http://myneta.info/jarka09/candidate.php?candidate_id=790
152,52,SINGHBHUM,Yes,12th Pass,Laxman Giluwa in Loksabha 2014,4,Y,BJP,8094301,108145,http://myneta.info/compare_profile.php?group_id=3kbN8VFCVreJ8yYARLC2,http://myneta.info/ls2014/candidate.php?candidate_id=2887
153,47,Chakradharpur,Yes,12th Pass,Laxman Giluwa  in Jharkhand 2009,1,Y,BJP,3892703,0,http://myneta.info/compare_profile.php?group_id=3kbN8VFCVreJ8yYARLC2,http://myneta.info/jarka09/candidate.php?candidate_id=800
154,43,Chakradharpur,Yes,12th Pass,LAXMAN GILUA in Jharkhand 2005,2,Y,BJP,1579809,390823,http://myneta.info/compare_profile.php?group_id=3kbN8VFCVreJ8yYARLC2,http://myneta.info/jarka05/candidate.php?candidate_id=142
155,48,VARANASI,Yes,10th Pass,Vijay Prakash Jaisawal in Loksabha 2014,1,Y,BSP,8026609,3047643,http://myneta.info/compare_profile.php?group_id=LEXpPsKVgsrUrd4HRqjh,http://myneta.info/ls2014/candidate.php?candidate_id=9207
156,43,Varanasi,Yes,10th Pass,VIJAY PRAKASH JAISWAL in Lok Sabha 2009,1,Y,AD,3536054,306672,http://myneta.info/compare_profile.php?group_id=LEXpPsKVgsrUrd4HRqjh,http://myneta.info/ls2009/candidate.php?candidate_id=1911
157,38,SHIMLA,No,12th Pass,Gurnam Singh Koli in Loksabha 2014,0,Y,BSP,5530658,260000,http://myneta.info/compare_profile.php?group_id=PER2nN44uFFA2TvqruA,http://myneta.info/ls2014/candidate.php?candidate_id=8001
158,37,NALAGARH,No,8th Pass,Gurnam Singh in Himachal Pradesh 2012,0,Y,SP,95500,50000,http://myneta.info/compare_profile.php?group_id=PER2nN44uFFA2TvqruA,http://myneta.info/hp2012/candidate.php?candidate_id=335
159,35,Nalagarh (Before Bye - Election),No,8th Pass,GURNAM SINGH in Himachal 2007,0,Y,SP,88340,500000,http://myneta.info/compare_profile.php?group_id=PER2nN44uFFA2TvqruA,http://myneta.info/him2007/candidate.php?candidate_id=250
160,36,BAGALKOT,Yes,Graduate,Mahesh Basappa Nandihal in Loksabha 2014,1,Y,Karunaadu Party,2340300,434000,http://myneta.info/compare_profile.php?group_id=yKd2dEHHVS5TNGWRg9Q,http://myneta.info/ls2014/candidate.php?candidate_id=3722
161,35,BILGI,Yes,Graduate,Mahesh Basappa Nandihal in Karnataka 2013,1,Y,IND,2244300,684000,http://myneta.info/compare_profile.php?group_id=yKd2dEHHVS5TNGWRg9Q,http://myneta.info/karnataka2013/candidate.php?candidate_id=1424
162,42,SITAMARHI,Yes,Doctorate,Arjun Rai in Loksabha 2014,1,Y,JD(U),17523332,641651,http://myneta.info/compare_profile.php?group_id=qyNMYev75XwjzhxcrQq,http://myneta.info/ls2014/candidate.php?candidate_id=8557
163,37,Sitamarhi,No,Doctorate,ARJUN ROY in Lok Sabha 2009,0,Y,JD(U),2907146,462913,http://myneta.info/compare_profile.php?group_id=qyNMYev75XwjzhxcrQq,http://myneta.info/ls2009/candidate.php?candidate_id=3069
164,32,Aurai,No,Post Graduate,ARJUN  RAY  in Bihar 2005,0,N,JD(U),505335,0,http://myneta.info/compare_profile.php?group_id=qyNMYev75XwjzhxcrQq,http://myneta.info/bih2005/candidate.php?candidate_id=257
165,66,GAUTAM BUDHHA NAGAR,Yes,Doctorate,Ramesh Chand Tomar in Loksabha 2014,4,Y,INC,61617189,0,http://myneta.info/compare_profile.php?group_id=RcEkrjP5xPBtVtAVsdB,http://myneta.info/ls2014/candidate.php?candidate_id=677
166,59,Gautam Budhha Nagar,Yes,Post Graduate,RAMESH CHAND TOMAR in Lok Sabha 2009,4,Y,INC,33566195,500000,http://myneta.info/compare_profile.php?group_id=RcEkrjP5xPBtVtAVsdB,http://myneta.info/ls2009/candidate.php?candidate_id=7057
167,58,Hapur,No,Doctorate,RAMESH CHAND TOMAR in Lok Sabha 2004,0,Y,BJP,7948654,638638,http://myneta.info/compare_profile.php?group_id=RcEkrjP5xPBtVtAVsdB,http://myneta.info/loksabha2004/candidate.php?candidate_id=4386
168,55,GAUTAM BUDHHA NAGAR,No,12th Pass,Narendra Bhati in Loksabha 2014,0,Y,SP,53617561,0,http://myneta.info/compare_profile.php?group_id=7WR2hTXVyHCvQdj9anDH,http://myneta.info/ls2014/candidate.php?candidate_id=675
169,50,Gautam Budhha Nagar,Yes,12th Pass,NARENDRA SINGH BHATTI in Lok Sabha 2009,1,Y,SP,21545679,0,http://myneta.info/compare_profile.php?group_id=7WR2hTXVyHCvQdj9anDH,http://myneta.info/ls2009/candidate.php?candidate_id=7041
170,43,GHAZIABAD,Yes,Post Graduate,Shazia Ilmi Malik in Loksabha 2014,1,Y,AAP,303342609,41846167,http://myneta.info/compare_profile.php?group_id=osNX2N8gGRtbiNGkS2,http://myneta.info/ls2014/candidate.php?candidate_id=674
171,43,R K PURAM,No,Post Graduate,Shazia Ilmi Malik in Delhi 2013,0,Y,Aam Aadmi Party,317943870,41846167,http://myneta.info/compare_profile.php?group_id=osNX2N8gGRtbiNGkS2,http://myneta.info/delhi2013/candidate.php?candidate_id=75
172,74,BAGHPAT,No,Post Graduate,Ajit Singh in Loksabha 2014,0,Y,RLD,169254660,0,http://myneta.info/compare_profile.php?group_id=3bHQ2XcQLhjEL8Ustkcq,http://myneta.info/ls2014/candidate.php?candidate_id=671
173,70,Baghpat,No,Post Graduate,AJIT SINGH in Lok Sabha 2009,0,Y,RLD,58232462,13077,http://myneta.info/compare_profile.php?group_id=3bHQ2XcQLhjEL8Ustkcq,http://myneta.info/ls2009/candidate.php?candidate_id=7015
174,65,Baghpat,No,Post Graduate,AJIT SINGH in Lok Sabha 2004,0,Y,RLD,13423683,1456567,http://myneta.info/compare_profile.php?group_id=3bHQ2XcQLhjEL8Ustkcq,http://myneta.info/loksabha2004/candidate.php?candidate_id=4005
175,69,ALIGARH,No,Graduate Professional,Zafar Alam in Loksabha 2014,0,Y,SP,331958000,2362000,http://myneta.info/compare_profile.php?group_id=8ed529L3cCkGpL27uMp,http://myneta.info/ls2014/candidate.php?candidate_id=679
176,67,ALIGARH,No,Graduate,Zafar Aalam in Uttar Pradesh 2012,0,Y,SP,186392000,8521000,http://myneta.info/compare_profile.php?group_id=8ed529L3cCkGpL27uMp,http://myneta.info/up2012/candidate.php?candidate_id=1682
177,66,Aligarh,No,Graduate Professional,ZAFAR ALAM in Lok Sabha 2009,0,Y,SP,155822000,282000,http://myneta.info/compare_profile.php?group_id=8ed529L3cCkGpL27uMp,http://myneta.info/ls2009/candidate.php?candidate_id=7105
178,54,BANGALORE SOUTH,No,Graduate Professional,Ananth Kumar in Loksabha 2014,0,Y,BJP,45224706,2883233,http://myneta.info/compare_profile.php?group_id=fqsYcjkrKsHzZqNX2g92,http://myneta.info/ls2014/candidate.php?candidate_id=189
179,49,Bangalore South,No,Graduate Professional,Ananth Kumar in Lok Sabha 2009,0,Y,BJP,12206366,0,http://myneta.info/compare_profile.php?group_id=fqsYcjkrKsHzZqNX2g92,http://myneta.info/ls2009/candidate.php?candidate_id=503
180,30,HAVERI,No,Post Graduate,Shivakumar Chakari Urf Talawar in Loksabha 2014,0,Y,IND,1180000,0,http://myneta.info/compare_profile.php?group_id=ATEcBUB2zC8MDh3nLFPr,http://myneta.info/ls2014/candidate.php?candidate_id=180
181,29,BYADGI,No,Post Graduate,Shivakumar Mahadevappa Talawar in Karnataka 2013,0,Y,IND,862000,0,http://myneta.info/compare_profile.php?group_id=ATEcBUB2zC8MDh3nLFPr,http://myneta.info/karnataka2013/candidate.php?candidate_id=2370
182,68,TUMKUR,No,Graduate,A.Krishnappa in Loksabha 2014,0,Y,JD(S),701833242,175031509,http://myneta.info/compare_profile.php?group_id=y2Y3jLPX6anVw6VMvmZ8,http://myneta.info/ls2014/candidate.php?candidate_id=183
183,68,HIRIYUR,No,Graduate,A.Krishnappa in Karnataka 2013,0,Y,JD(S),543060693,175865011,http://myneta.info/compare_profile.php?group_id=y2Y3jLPX6anVw6VMvmZ8,http://myneta.info/karnataka2013/candidate.php?candidate_id=828
184,63,K.R. Pura,No,Graduate,A.KRISHNAPPA in Karnataka 2008,0,Y,INC,6855355,14935317,http://myneta.info/compare_profile.php?group_id=y2Y3jLPX6anVw6VMvmZ8,http://myneta.info/karnatka2008/candidate.php?candidate_id=170
185,47,UDUPI CHIKMAGALUR,No,Post Graduate,Shobha Karandlaje in Loksabha 2014,0,Y,BJP,72089452,38119792,http://myneta.info/compare_profile.php?group_id=cMCyTcAydtQFDuBjEdPA,http://myneta.info/ls2014/candidate.php?candidate_id=182
186,46,RAJAJINAGAR,No,Post Graduate,Shobha Karandlaje in Karnataka 2013,0,Y,KJP,68440947,38606693,http://myneta.info/compare_profile.php?group_id=cMCyTcAydtQFDuBjEdPA,http://myneta.info/karnataka2013/candidate.php?candidate_id=214
190,54,BANGALORE NORTH,No,Not Given,Mu.Venkatesh Simha Bhovi in Loksabha 2014,0,Y,IND,9945000,0,http://myneta.info/compare_profile.php?group_id=ybexpDQCFdn3yhPQZ3dz,http://myneta.info/ls2014/candidate.php?candidate_id=186
191,50,Bangalore North,No,12th Pass,MU Venkateshaiah in Lok Sabha 2009,0,Y,IND,8248000,5000,http://myneta.info/compare_profile.php?group_id=ybexpDQCFdn3yhPQZ3dz,http://myneta.info/ls2009/candidate.php?candidate_id=1693
192,61,VIJAYANAGAR,Yes,Graduate,M.Krishnappa in Karnataka 2013,1,Y,INC,1474348896,782906332,http://myneta.info/compare_profile.php?group_id=UT9QdZkn9dEF4gKfqhst,http://myneta.info/karnataka2013/candidate.php?candidate_id=626
193,56,Vijay Nagar,No,Graduate,M.KRISHNAPPA in Karnataka 2008,0,Y,INC,1293235866,698498012,http://myneta.info/compare_profile.php?group_id=UT9QdZkn9dEF4gKfqhst,http://myneta.info/karnatka2008/candidate.php?candidate_id=236
194,51,Bangalore South,No,Graduate,KRISHNAPPA M in Lok Sabha 2004,0,Y,INC,228924447,15451501,http://myneta.info/compare_profile.php?group_id=UT9QdZkn9dEF4gKfqhst,http://myneta.info/loksabha2004/candidate.php?candidate_id=1655
195,53,RAVER,Yes,Doctorate,Dr. Ulhas Vasudeo Patil in Loksabha 2014,1,Y,IND,112059276,2043531,http://myneta.info/compare_profile.php?group_id=fw6KnU9cPExeUvhTxgXn,http://myneta.info/ls2014/candidate.php?candidate_id=5608
196,44,Jalgaon,No,Graduate,DR. ULHAS VASUDEO PATIL in Lok Sabha 2004,0,Y,INC,28599365,7673660,http://myneta.info/compare_profile.php?group_id=fw6KnU9cPExeUvhTxgXn,http://myneta.info/loksabha2004/candidate.php?candidate_id=2404
197,31,RAVER,Yes,Graduate,Dnyaneshwar Vitthal Amale in Loksabha 2014,1,Y,AIFB,1115000,783000,http://myneta.info/compare_profile.php?group_id=fUsMBtdz9yFusiyXyu8j,http://myneta.info/ls2014/candidate.php?candidate_id=5603
198,26,Raver,Yes,12th Pass,SHIVAVEER DNYANESHWAR VITTHAL AMALE URPH AMALE SARKAR in Lok Sabha 2009,3,Y,SVRP,278000,0,http://myneta.info/compare_profile.php?group_id=fUsMBtdz9yFusiyXyu8j,http://myneta.info/ls2009/candidate.php?candidate_id=3475
199,26,Madha,Yes,Others,DNYANESHWAR VITTHAL AMALE in Lok Sabha 2009,3,Y,IND,43000,0,http://myneta.info/compare_profile.php?group_id=fUsMBtdz9yFusiyXyu8j,http://myneta.info/ls2009/candidate.php?candidate_id=3762
200,39,BISHNUPUR,Yes,Graduate Professional,Susmita Bauri in Loksabha 2014,1,Y,CPI(M),1719402,4962,http://myneta.info/compare_profile.php?group_id=ebgHtoGyFrBphWJA3Lq,http://myneta.info/ls2014/candidate.php?candidate_id=7967
201,75,GAUHATI,No,Post Graduate,Smt. Bijoya Chakraborty in Loksabha 2014,0,Y,BJP,12574493,0,http://myneta.info/compare_profile.php?group_id=DRUPtHRuwyspmSkTvQEb,http://myneta.info/ls2014/candidate.php?candidate_id=82
202,70,Gauhati,No,Post Graduate,BIJOYA CHAKRAVARTY in Lok Sabha 2009,0,Y,BJP,1870000,0,http://myneta.info/compare_profile.php?group_id=DRUPtHRuwyspmSkTvQEb,http://myneta.info/ls2009/candidate.php?candidate_id=2922
203,69,GAUHATI EAST,No,Graduate,Capt. Robin Bordoloi in Assam 2011,0,Y,INC,11613848,204004,http://myneta.info/compare_profile.php?group_id=PdLPUxUB4DkTwDV5UvU,http://myneta.info/assam2011/candidate.php?candidate_id=642
204,67,Gauhati,No,Graduate,CAPT. ROBIN BORDOLOI in Lok Sabha 2009,0,Y,INC,10085459,630549,http://myneta.info/compare_profile.php?group_id=PdLPUxUB4DkTwDV5UvU,http://myneta.info/ls2009/candidate.php?candidate_id=2923
