,Age,Constituency,Criminal_Cases,Education_Level,Name,Number_of_Cases,PAN_Given_(Y_or_N),Party_Code,Total_Assets,Total_Liabilities,common_link,elec_link
0,71,Hazaribagh,Yes,Post Graduate,YASHWANT SINHA in Lok Sabha 2009,1,Y,BJP,36576217,0,http://myneta.info/compare_profile.php?group_id=6ZTQyN2EV2kbL4FLA8dP,http://myneta.info/ls2009/candidate.php?candidate_id=1245
1,66,Hazaribagh,No,Post Graduate,YASHWANT SINHA in Lok Sabha 2004,0,Y,BJP,15637769,0,http://myneta.info/compare_profile.php?group_id=6ZTQyN2EV2kbL4FLA8dP,http://myneta.info/loksabha2004/candidate.php?candidate_id=1529
2,78,SHIMLA RURAL,Yes,Post Graduate,Virbhadra Singh in Himachal Pradesh 2012,1,Y,INC,336564971,2402720,http://myneta.info/compare_profile.php?group_id=gArPqXstmp37fFKHV4nx,http://myneta.info/hp2012/candidate.php?candidate_id=221
3,0,MINISTER,No,Not Given,Shri Virbhadra Singh in Union Council of Ministers  2011,0,N,INC,222299608,0,http://myneta.info/compare_profile.php?group_id=gArPqXstmp37fFKHV4nx,http://myneta.info/unionministers2011/candidate.php?candidate_id=7
4,75,Mandi,No,Post Graduate,VIRBHADRA SINGH in Lok Sabha 2009,0,Y,INC,225228748,628864,http://myneta.info/compare_profile.php?group_id=gArPqXstmp37fFKHV4nx,http://myneta.info/ls2009/candidate.php?candidate_id=7830
5,73,Rohru (Before Bye - Election),Yes,Post Graduate,VIRBHADRA SINGH  in Himachal 2007,2,Y,INC,241897362,1270472,http://myneta.info/compare_profile.php?group_id=gArPqXstmp37fFKHV4nx,http://myneta.info/him2007/candidate.php?candidate_id=81
6,67,VADAKARA,No,Post Graduate,Mullappally Ramachandran in Loksabha 2014,0,Y,INC,9225000,2160000,http://myneta.info/compare_profile.php?group_id=iTaSLQyEYeuHrqiqDu4S,http://myneta.info/ls2014/candidate.php?candidate_id=260
7,0,MINISTER,No,Not Given,Shri Mullappally Ramachandran in Union Council of Ministers  2011,0,N,INC,9540050,1221000,http://myneta.info/compare_profile.php?group_id=iTaSLQyEYeuHrqiqDu4S,http://myneta.info/unionministers2011/candidate.php?candidate_id=42
8,65,Vadakara,No,Post Graduate,Mullappally Ramachandran in Lok Sabha 2009,0,N,INC,3316300,502346,http://myneta.info/compare_profile.php?group_id=iTaSLQyEYeuHrqiqDu4S,http://myneta.info/ls2009/candidate.php?candidate_id=1451
9,60,Cannanore,No,Post Graduate,MULLAPPALLY RAMACHANDRAN in Lok Sabha 2004,0,N,INC,3005122,0,http://myneta.info/compare_profile.php?group_id=iTaSLQyEYeuHrqiqDu4S,http://myneta.info/loksabha2004/candidate.php?candidate_id=1847
10,44,MAHBUBNAGAR,Yes,12th Pass,Ibrahim Syed	 in Loksabha 2014,7,Y,IND,310625000,56406000,http://myneta.info/compare_profile.php?group_id=TocUJMWaodqkbbuGPE2R,http://myneta.info/ls2014/candidate.php?candidate_id=7927
11,44,MAHBUBNAGAR,Yes,12th Pass,Ibrahim Syed in Telangana 2014,7,Y,IND,310625500,56406000,http://myneta.info/compare_profile.php?group_id=TocUJMWaodqkbbuGPE2R,http://myneta.info/telangana2014/candidate.php?candidate_id=932
12,42,MAHBUBNAGAR : BYE ELECTION ON 18-03-2012,Yes,12th Pass,Ibrahim Syed  in Andhra Pradesh Bye Election,2,Y,TRS,167739500,52304000,http://myneta.info/compare_profile.php?group_id=TocUJMWaodqkbbuGPE2R,http://myneta.info/apbye/candidate.php?candidate_id=7
13,39,MAHBUBNAGAR,No,10th Pass,Syed Ibrahim in Andhra Pradesh 2009,0,Y,TRS,50431756,12235400,http://myneta.info/compare_profile.php?group_id=TocUJMWaodqkbbuGPE2R,http://myneta.info/ap09/candidate.php?candidate_id=275
14,58,ANAND,No,8th Pass,Parmar Hitendrasinh Mohansinh in Loksabha 2014,0,Y,Bharatiya National Janta Dal,1095800,0,http://myneta.info/compare_profile.php?group_id=Nw8qXMYrnLCpgpkZckG,http://myneta.info/ls2014/candidate.php?candidate_id=7290
15,58,ANAND : BYE- ELECTION ON 13-09-2014,No,8th Pass,Hitendrasinh Mohansinh Parmar in Gujarat Bye Election 2014,0,Y,Bharatiya National Janta Dal,1031800,0,http://myneta.info/compare_profile.php?group_id=Nw8qXMYrnLCpgpkZckG,http://myneta.info/gujaratbye2014/candidate.php?candidate_id=147
16,56,PETLAD,No,8th Pass,Hitendrasinh Mohansinh Parmar in Gujarat 2012,0,Y,SP,1080800,0,http://myneta.info/compare_profile.php?group_id=Nw8qXMYrnLCpgpkZckG,http://myneta.info/gujarat2012/candidate.php?candidate_id=1988
17,60,MAHBUBNAGAR,No,12th Pass,S.R.Premaiah in Loksabha 2014,0,Y,Pyramid Party of India,611000,0,http://myneta.info/compare_profile.php?group_id=9Jh92dH8pkYUiEztHjJV,http://myneta.info/ls2014/candidate.php?candidate_id=7925
18,58,MAHBUBNAGAR : BYE ELECTION ON 18-03-2012,No,12th Pass,S. R. Premaiah in Andhra Pradesh Bye Election,0,Y,Pyramid Party of India,472000,0,http://myneta.info/compare_profile.php?group_id=9Jh92dH8pkYUiEztHjJV,http://myneta.info/apbye/candidate.php?candidate_id=12
19,72,MAHBUBNAGAR,No,Post Graduate,Jaipal Reddy Sudini in Loksabha 2014,0,Y,INC,99602120,4600000,http://myneta.info/compare_profile.php?group_id=4RKNChX5EfVgVcXhKNHs,http://myneta.info/ls2014/candidate.php?candidate_id=7924
20,67,Chevella,No,Post Graduate,Sudini Jaipal Reddy in Lok Sabha 2009,0,Y,INC,56150333,2042919,http://myneta.info/compare_profile.php?group_id=4RKNChX5EfVgVcXhKNHs,http://myneta.info/ls2009/candidate.php?candidate_id=536
21,62,Miryalguda,No,Post Graduate,JAIPAL REDDY SUDINI in Lok Sabha 2004,0,Y,INC,12264007,1546865,http://myneta.info/compare_profile.php?group_id=4RKNChX5EfVgVcXhKNHs,http://myneta.info/loksabha2004/candidate.php?candidate_id=146
22,59,Idukki,No,Post Graduate,Adv P T Thomas in Lok Sabha 2009,0,Y,INC,3984094,448284,http://myneta.info/compare_profile.php?group_id=X88T9daUhgppqibduEHY,http://myneta.info/ls2009/candidate.php?candidate_id=1567
23,55,Thodupuzha,No,Post Graduate,ADV P T THOMAS in Kerala 2006,0,N,INC,2466233,301144,http://myneta.info/compare_profile.php?group_id=X88T9daUhgppqibduEHY,http://myneta.info/ker2006/candidate.php?candidate_id=160
24,40,BHAGALPUR,Yes,Graduate,Abu Qaiser in Loksabha 2014,1,Y,JD(U),45138014,1700000,http://myneta.info/compare_profile.php?group_id=QocCpUoUkEGeE6rJNK3b,http://myneta.info/ls2014/candidate.php?candidate_id=4475
25,36,Nathnagar,Yes,Graduate Professional,Abu Kaishar in Bihar 2010,1,Y,RJD,14613807,0,http://myneta.info/compare_profile.php?group_id=QocCpUoUkEGeE6rJNK3b,http://myneta.info/bih2010/candidate.php?candidate_id=1616
26,38,BHAGALPUR,Yes,12th Pass,Shailesh Kumar Urph Bulo Mandal in Loksabha 2014,1,Y,RJD,20216734,0,http://myneta.info/compare_profile.php?group_id=24nkuwCPEZPdwZf5zFk,http://myneta.info/ls2014/candidate.php?candidate_id=4470
27,30,Bihpur,Yes,12th Pass,Shailesh Kumar (Bulo Mandal) in Bihar 2010,1,Y,RJD,4121310,0,http://myneta.info/compare_profile.php?group_id=24nkuwCPEZPdwZf5zFk,http://myneta.info/bih2010/candidate.php?candidate_id=1593
28,31,Bihpur,Yes,12th Pass,SHAILESH KUMAR ALIAS BULO MANDAL  in Bihar 2005,2,Y,RJD,1519655,681401,http://myneta.info/compare_profile.php?group_id=24nkuwCPEZPdwZf5zFk,http://myneta.info/bih2005/candidate.php?candidate_id=63
29,61,Udaipur,Yes,Post Graduate,MAHAVEER BHAGORA in Lok Sabha 2009,1,Y,BJP,6934001,0,http://myneta.info/compare_profile.php?group_id=asLHRvhoniNxz8RCw7Ns,http://myneta.info/ls2009/candidate.php?candidate_id=4824
30,52,Salumber,Yes,Post Graduate,MAHAVEER BHAGORA in Lok Sabha 2004,1,Y,BJP,3026777,0,http://myneta.info/compare_profile.php?group_id=asLHRvhoniNxz8RCw7Ns,http://myneta.info/loksabha2004/candidate.php?candidate_id=3276
31,40,KALYAN,Yes,Post Graduate,Anand Prakash Pranjape in Loksabha 2014,4,Y,NCP,35920212,3379297,http://myneta.info/compare_profile.php?group_id=PTCQ7EK4w7uJXavgWE8C,http://myneta.info/ls2014/candidate.php?candidate_id=5879
32,36,Kalyan,Yes,Post Graduate,ANAND PRAKASH PARANJAPE in Lok Sabha 2009,1,Y,SHS,11998220,3871225,http://myneta.info/compare_profile.php?group_id=PTCQ7EK4w7uJXavgWE8C,http://myneta.info/ls2009/candidate.php?candidate_id=5323
33,52,KALYAN,Yes,12th Pass,Kiratkar Dayanand Tulshiram in Loksabha 2014,1,Y,BSP,3768000,251108,http://myneta.info/compare_profile.php?group_id=6ED2suH5ZwarfAkp2Bk,http://myneta.info/ls2014/candidate.php?candidate_id=5876
34,52,DOMBIVALI,Yes,12th Pass,Dayanand Tulshiram Kiratkar in Maharashtra Election 2014,1,Y,BSP,3636000,135212,http://myneta.info/compare_profile.php?group_id=6ED2suH5ZwarfAkp2Bk,http://myneta.info/maharashtra2014/candidate.php?candidate_id=1926
35,47,Dombivali,No,10th Pass,Kiratkar Dayanand in Maharashtra 2009,0,Y,BSP,2135000,228000,http://myneta.info/compare_profile.php?group_id=6ED2suH5ZwarfAkp2Bk,http://myneta.info/mh2009/candidate.php?candidate_id=2243
36,39,KALYAN,No,8th Pass,Rasal Shashikant Dada in Loksabha 2014,0,Y,IND,70000,0,http://myneta.info/compare_profile.php?group_id=KsGwz4NWFTjRmGPPLSG,http://myneta.info/ls2014/candidate.php?candidate_id=5874
37,38,MUMBRA-KALWA,No,8th Pass,Shashikant Dada Rasal in Maharashtra Election 2014,0,Y,RPI,45000,0,http://myneta.info/compare_profile.php?group_id=KsGwz4NWFTjRmGPPLSG,http://myneta.info/maharashtra2014/candidate.php?candidate_id=4796
38,51,KALYAN,No,Post Graduate,Shiva Krishnamurthy Iyar in Loksabha 2014,0,Y,IND,17557000,0,http://myneta.info/compare_profile.php?group_id=SUwZE2HqLM5kW4yAj4zm,http://myneta.info/ls2014/candidate.php?candidate_id=5872
39,52,DOMBIVALI,No,Post Graduate,Shri Shiva Krishnamurthy Iyer in Maharashtra Election 2014,0,Y,IND,17557000,0,http://myneta.info/compare_profile.php?group_id=SUwZE2HqLM5kW4yAj4zm,http://myneta.info/maharashtra2014/candidate.php?candidate_id=1925
40,46,UJJAIN,Yes,10th Pass,Premchand Guddu in Loksabha 2014,3,Y,INC,535213275,2221000,http://myneta.info/compare_profile.php?group_id=z9twc7rEn5xEgAPb5gR,http://myneta.info/ls2014/candidate.php?candidate_id=4812
41,41,Ujjain,Yes,5th Pass,GUDDU PREMCHAND in Lok Sabha 2009,3,Y,INC,105031313,1500000,http://myneta.info/compare_profile.php?group_id=z9twc7rEn5xEgAPb5gR,http://myneta.info/ls2009/candidate.php?candidate_id=5215
42,48,Alot,Yes,5th Pass,PREMCHAND GUDDU in Madhya Pradesh 2008,2,N,INC,60498449,1000000,http://myneta.info/compare_profile.php?group_id=z9twc7rEn5xEgAPb5gR,http://myneta.info/2008mp/candidate.php?candidate_id=316
43,43,Ujjain,Yes,5th Pass,PREMCHAND GUDDU in Lok Sabha 2004,2,Y,INC,105469462,0,http://myneta.info/compare_profile.php?group_id=z9twc7rEn5xEgAPb5gR,http://myneta.info/loksabha2004/candidate.php?candidate_id=2271
44,40,PORBANDAR,Yes,8th Pass,Khunti Bharatbhai Maldebhai in Loksabha 2014,1,Y,IND,810000,300000,http://myneta.info/compare_profile.php?group_id=qKWJyuSZYAhiRpsV66Q,http://myneta.info/ls2014/candidate.php?candidate_id=6524
45,39,KUTIYANA,Yes,8th Pass,Khunti Bharatbhai Maldebhai in Gujarat 2012,1,Y,IND,3777383,579364,http://myneta.info/compare_profile.php?group_id=qKWJyuSZYAhiRpsV66Q,http://myneta.info/gujarat2012/candidate.php?candidate_id=37
46,36,PORBANDAR,No,8th Pass,Joshi Harish Liladhar in Loksabha 2014,0,Y,IND,56000,0,http://myneta.info/compare_profile.php?group_id=2CP3RKSBnYqimuBfrCqL,http://myneta.info/ls2014/candidate.php?candidate_id=6527
47,34,KUTIYANA,No,8th Pass,Joshi Harishbhai Liladhar in Gujarat 2012,0,Y,IND,26000,0,http://myneta.info/compare_profile.php?group_id=2CP3RKSBnYqimuBfrCqL,http://myneta.info/gujarat2012/candidate.php?candidate_id=763
48,41,PORBANDAR,No,10th Pass,Butani Rajeshbhai Maganbhai in Loksabha 2014,0,Y,IND,2799596,0,http://myneta.info/compare_profile.php?group_id=2zeeGtQsEG5aEz3wBsBq,http://myneta.info/ls2014/candidate.php?candidate_id=6522
49,39,KUTIYANA,No,12th Pass,Butani Rajeshbhai Maganbhai in Gujarat 2012,0,Y,IND,2646596,130000,http://myneta.info/compare_profile.php?group_id=2zeeGtQsEG5aEz3wBsBq,http://myneta.info/gujarat2012/candidate.php?candidate_id=249
50,49,RAVER,Yes,10th Pass,D.D.Wani in Loksabha 2014,1,Y,IND,771968,10000,http://myneta.info/compare_profile.php?group_id=C3jLaPnE3HXMwUDLZ8cF,http://myneta.info/ls2014/candidate.php?candidate_id=5619
51,49,RAVER,No,10th Pass,D. D. Wani (Photographer) Dnyaneshwar Divakar Wani in Maharashtra Election 2014,0,Y,IND,749494,180000,http://myneta.info/compare_profile.php?group_id=C3jLaPnE3HXMwUDLZ8cF,http://myneta.info/maharashtra2014/candidate.php?candidate_id=10
52,60,MALKAJGIRI,Yes,Graduate Professional,Sarvey Sathyanarayana in Loksabha 2014,2,Y,INC,32275736,4195312,http://myneta.info/compare_profile.php?group_id=qmudBQSzvbGbEwvMXE9K,http://myneta.info/ls2014/candidate.php?candidate_id=7844
53,54,Malkajgiri,Yes,Graduate Professional,SARVEY SATYANARAYANA in Lok Sabha 2009,1,Y,INC,10112521,116848,http://myneta.info/compare_profile.php?group_id=qmudBQSzvbGbEwvMXE9K,http://myneta.info/ls2009/candidate.php?candidate_id=524
54,49,Siddipet,No,Graduate Professional,SARVEY SATHYANARAYANA in Lok Sabha 2004,0,Y,INC,1110000,480000,http://myneta.info/compare_profile.php?group_id=qmudBQSzvbGbEwvMXE9K,http://myneta.info/loksabha2004/candidate.php?candidate_id=238
55,45,KOKRAJHAR,No,Graduate Professional,Sabda Ram Rabha in Loksabha 2014,0,Y,IND,3607000,0,http://myneta.info/compare_profile.php?group_id=EBfjgzBsNnBq6YJXXx2,http://myneta.info/ls2014/candidate.php?candidate_id=4443
56,39,Kokrajhar,No,Graduate Professional,SABDA RAM RABHA in Lok Sabha 2009,0,Y,AGP,252611,0,http://myneta.info/compare_profile.php?group_id=EBfjgzBsNnBq6YJXXx2,http://myneta.info/ls2009/candidate.php?candidate_id=2904
57,34,Kokrajhar,No,Not Given,SABDA RAM RABHA in Lok Sabha 2004,0,Y,IND,119000,0,http://myneta.info/compare_profile.php?group_id=EBfjgzBsNnBq6YJXXx2,http://myneta.info/loksabha2004/candidate.php?candidate_id=378
58,53,KOKRAJHAR,No,Graduate,Sansuma Khunggur Bwiswmuthiary in Loksabha 2014,0,Y,IND,21117979,571917,http://myneta.info/compare_profile.php?group_id=7f9bbPCAQuzFvHBxKsUW,http://myneta.info/ls2014/candidate.php?candidate_id=4442
59,49,Kokrajhar,No,Graduate,SANSUMA KHUNGGUR BWISWMUTHIARY in Lok Sabha 2009,0,Y,BOPF,4954903,464860,http://myneta.info/compare_profile.php?group_id=7f9bbPCAQuzFvHBxKsUW,http://myneta.info/ls2009/candidate.php?candidate_id=2905
60,42,Kokrajhar,No,Graduate,SANSUMA KHUNGGUR BWISWMUTHIARY in Lok Sabha 2004,0,Y,IND,1694686,0,http://myneta.info/compare_profile.php?group_id=7f9bbPCAQuzFvHBxKsUW,http://myneta.info/loksabha2004/candidate.php?candidate_id=377
61,75,MORADABAD,No,10th Pass,Begum Noor Bano Urf Mehtab in Loksabha 2014,0,Y,INC,78531612,0,http://myneta.info/compare_profile.php?group_id=xSUmegyEniDxKj3oFS5,http://myneta.info/ls2014/candidate.php?candidate_id=3127
62,70,Rampur,No,10th Pass,BEGUM NOOR BANO URF MEHTAB ZAMANI BEGUM in Lok Sabha 2009,0,Y,INC,27603385,161758,http://myneta.info/compare_profile.php?group_id=xSUmegyEniDxKj3oFS5,http://myneta.info/ls2009/candidate.php?candidate_id=8638
63,64,Rampur,No,Not Given,BAGUM NOOR BANO ALIAS MEHTAB ZAMANI BEGUM in Lok Sabha 2004,0,Y,INC,13288946,160000,http://myneta.info/compare_profile.php?group_id=xSUmegyEniDxKj3oFS5,http://myneta.info/loksabha2004/candidate.php?candidate_id=4836
64,63,MORADABAD,No,10th Pass,Roopa Chandra Singh in Loksabha 2014,0,Y,IND,7677881,21833,http://myneta.info/compare_profile.php?group_id=QsrHxF22aK3j6MQuvwY,http://myneta.info/ls2014/candidate.php?candidate_id=3126
65,62,THAKURDWARA : BYE- ELECTION ON 13-09-2014,No,10th Pass,Roopchand Singh in UP Bye Election 2013,0,Y,RPI(A),8023707,0,http://myneta.info/compare_profile.php?group_id=QsrHxF22aK3j6MQuvwY,http://myneta.info/upbye13/candidate.php?candidate_id=182
66,55,MORADABAD,Yes,8th Pass,Haji Mohd Yaqoob in Loksabha 2014,2,Y,BSP,68484555,575735,http://myneta.info/compare_profile.php?group_id=YdAAp8BdTQm93qBY79Lb,http://myneta.info/ls2014/candidate.php?candidate_id=3123
67,54,SARDHANA,Yes,8th Pass,Haji Mohammad Yaqub in Uttar Pradesh 2012,1,Y,RLD,40525968,583321,http://myneta.info/compare_profile.php?group_id=YdAAp8BdTQm93qBY79Lb,http://myneta.info/up2012/candidate.php?candidate_id=1807
68,50,Meerut,Yes,8th Pass,HAJI YAQUB in Uttar Pradesh 2007,1,Y,UPUDF,9863457,0,http://myneta.info/compare_profile.php?group_id=YdAAp8BdTQm93qBY79Lb,http://myneta.info/up2007/candidate.php?candidate_id=749
69,50,Kharkhauda,Yes,8th Pass,HAJI YAQUB in Uttar Pradesh 2007,1,Y,UPUDF,9863457,0,http://myneta.info/compare_profile.php?group_id=YdAAp8BdTQm93qBY79Lb,http://myneta.info/up2007/candidate.php?candidate_id=752
70,41,DADRA & NAGAR HAVELI,Yes,5th Pass,Natubhai G. Patel in Loksabha 2014,5,Y,BJP,154760217,62286836,http://myneta.info/compare_profile.php?group_id=QQNsrthozwg3RnNpYov,http://myneta.info/ls2014/candidate.php?candidate_id=7905
71,36,Dadra & Nagar Haveli,Yes,5th Pass,PATEL NATUBHAI GOMANBHAI in Lok Sabha 2009,3,Y,BJP,83494860,3426035,http://myneta.info/compare_profile.php?group_id=QQNsrthozwg3RnNpYov,http://myneta.info/ls2009/candidate.php?candidate_id=5741
72,76,Sambhal,No,Graduate,DR. SHAFIQUR RAHMAN BARQ in Lok Sabha 2009,0,Y,BSP,7059763,0,http://myneta.info/compare_profile.php?group_id=whYiLGX2LhtcMsAPf268,http://myneta.info/ls2009/candidate.php?candidate_id=8073
73,70,Moradabad,No,Graduate,DR. SHAFIQURRAHMAN BARQ in Lok Sabha 2004,0,N,SP,1349151,0,http://myneta.info/compare_profile.php?group_id=whYiLGX2LhtcMsAPf268,http://myneta.info/loksabha2004/candidate.php?candidate_id=4727
74,51,DADRA & NAGAR HAVELI,No,Graduate,Delkar Mohanbhai Sanjibhai in Loksabha 2014,0,Y,INC,414613478,12162079,http://myneta.info/compare_profile.php?group_id=MkSEJMDE2yfemokYUbQs,http://myneta.info/ls2014/candidate.php?candidate_id=7900
75,46,Dadra & Nagar Haveli,No,12th Pass,DELKAR MOHANBHAI SANJIBHAI in Lok Sabha 2009,0,Y,INC,94775558,0,http://myneta.info/compare_profile.php?group_id=MkSEJMDE2yfemokYUbQs,http://myneta.info/ls2009/candidate.php?candidate_id=5740
76,41,Dadra & Nagar Haveli,No,12th Pass,DELKAR MOHANBHAI SANJIBHAI in Lok Sabha 2004,0,Y,BNP,28619160,1296271,http://myneta.info/compare_profile.php?group_id=MkSEJMDE2yfemokYUbQs,http://myneta.info/loksabha2004/candidate.php?candidate_id=1002
77,39,Mohanlalganj,No,Post Graduate,REENA CHAUDHARY in Uttar Pradesh 2007,0,Y,INC,5325760,800000,http://myneta.info/compare_profile.php?group_id=gTgc5S6YXJ6mqxD8k5T,http://myneta.info/up2007/candidate.php?candidate_id=1711
78,36,Mohanlalganj,No,Graduate,REENA CHOUDHARY in Lok Sabha 2004,0,Y,INC,3082770,1715300,http://myneta.info/compare_profile.php?group_id=gTgc5S6YXJ6mqxD8k5T,http://myneta.info/loksabha2004/candidate.php?candidate_id=4720
79,58,DAMAN & DIU,No,8th Pass,Patel Lalubhai Babubhai in Loksabha 2014,0,Y,BJP,144931238,1234039,http://myneta.info/compare_profile.php?group_id=5KXP5T69m27qkUzXKdtL,http://myneta.info/ls2014/candidate.php?candidate_id=6084
80,53,Daman & Diu,No,10th Pass,LALUBHAI PATEL in Lok Sabha 2009,0,N,BJP,36879385,2135939,http://myneta.info/compare_profile.php?group_id=5KXP5T69m27qkUzXKdtL,http://myneta.info/ls2009/candidate.php?candidate_id=5747
81,56,Sambhal,No,Graduate,CHANDRA VIJAY in Lok Sabha 2009,0,Y,INC,46969860,951823,http://myneta.info/compare_profile.php?group_id=nThcBqwmcFhWk3hucFUB,http://myneta.info/ls2009/candidate.php?candidate_id=8072
82,51,Moradabad,No,Graduate,CHANDRA VIJAY SINGH URF BABY RAJA in Lok Sabha 2004,0,Y,BJP,42617219,250000,http://myneta.info/compare_profile.php?group_id=nThcBqwmcFhWk3hucFUB,http://myneta.info/loksabha2004/candidate.php?candidate_id=4728
83,55,Daman & Diu,Yes,Not Given,TANDEL GOPALBHAI KALYANBHAI in Lok Sabha 2009,2,Y,NCP,70697264,13169373,http://myneta.info/compare_profile.php?group_id=Myy4iJurJtrqcQcjEhgN,http://myneta.info/ls2009/candidate.php?candidate_id=5745
84,50,Daman And Diu,No,Graduate,GOPAL K. TANDEL in Lok Sabha 2004,0,Y,BJP,28576268,3949827,http://myneta.info/compare_profile.php?group_id=Myy4iJurJtrqcQcjEhgN,http://myneta.info/loksabha2004/candidate.php?candidate_id=1013
85,63,NAGARKURNOOL,No,Post Graduate,Dr.Manda Jagannath in Loksabha 2014,0,Y,TRS,68881380,4287202,http://myneta.info/compare_profile.php?group_id=QPd84H9ZvZ6FC2supxQo,http://myneta.info/ls2014/candidate.php?candidate_id=6841
86,57,Nagarkurnool,No,Post Graduate,Dr. Manda Jagannath in Lok Sabha 2009,0,N,INC,28126000,3123000,http://myneta.info/compare_profile.php?group_id=QPd84H9ZvZ6FC2supxQo,http://myneta.info/ls2009/candidate.php?candidate_id=363
87,52,Nagarkurnool,No,Post Graduate,DR.MANDA JAGANNATH in Lok Sabha 2004,0,N,TDP,6545314,2339000,http://myneta.info/compare_profile.php?group_id=QPd84H9ZvZ6FC2supxQo,http://myneta.info/loksabha2004/candidate.php?candidate_id=152
88,67,Nalgonda,No,Graduate Professional,Suravaram Sudhakar Reddy in Lok Sabha 2009,0,Y,CPI,3724417,429800,http://myneta.info/compare_profile.php?group_id=RSPZ5z7H7uD3dp56LGis,http://myneta.info/ls2009/candidate.php?candidate_id=34
89,62,Nalgonda,Yes,Graduate Professional,SURAVARAM SUDHAKAR REDDY in Lok Sabha 2004,1,Y,CPI,1990000,962600,http://myneta.info/compare_profile.php?group_id=RSPZ5z7H7uD3dp56LGis,http://myneta.info/loksabha2004/candidate.php?candidate_id=157
90,71,PUNE,Yes,Post Graduate,Arun Bhatia in Loksabha 2014,1,Y,Peoples Guardian,842515000,8000000,http://myneta.info/compare_profile.php?group_id=ozAHbqmH6tfJ9z2AWvh,http://myneta.info/ls2014/candidate.php?candidate_id=3377
91,66,Pune,No,Post Graduate,ARUN BHATIA in Lok Sabha 2009,0,Y,PG,220179000,205140,http://myneta.info/compare_profile.php?group_id=ozAHbqmH6tfJ9z2AWvh,http://myneta.info/ls2009/candidate.php?candidate_id=3578
92,61,Pune,Yes,Post Graduate,ARUN BHATIA in Lok Sabha 2004,1,Y,IND,19873368,0,http://myneta.info/compare_profile.php?group_id=ozAHbqmH6tfJ9z2AWvh,http://myneta.info/loksabha2004/candidate.php?candidate_id=2603
93,64,Pune,Yes,Post Graduate,KALMADI SURESH in Lok Sabha 2009,1,Y,INC,128165624,0,http://myneta.info/compare_profile.php?group_id=7t7ZKsmh2SGaMdEB2Ch,http://myneta.info/ls2009/candidate.php?candidate_id=3576
94,59,Pune,Yes,Graduate,KALMADI SURESH in Lok Sabha 2004,1,Y,INC,39947625,1700000,http://myneta.info/compare_profile.php?group_id=7t7ZKsmh2SGaMdEB2Ch,http://myneta.info/loksabha2004/candidate.php?candidate_id=2601
95,67,CHIKKODI,No,12th Pass,Prakash Hukkeri in Loksabha 2014,0,Y,INC,75717628,3635650,http://myneta.info/compare_profile.php?group_id=sLX68svYCYEQUi8qQREJ,http://myneta.info/ls2014/candidate.php?candidate_id=1815
96,66,CHIKKODI-SADALGA,No,10th Pass,Prakash Hukkeri in Karnataka 2013,0,Y,INC,67736977,1995403,http://myneta.info/compare_profile.php?group_id=sLX68svYCYEQUi8qQREJ,http://myneta.info/karnataka2013/candidate.php?candidate_id=116
97,62,Chikkodi,No,10th Pass,Hukkeri Prakash Babanna in Lok Sabha 2009,0,Y,INC,17786032,1512092,http://myneta.info/compare_profile.php?group_id=sLX68svYCYEQUi8qQREJ,http://myneta.info/ls2009/candidate.php?candidate_id=745
98,61,Chikkodi-Sadalga,No,10th Pass,HUKKERI PRAKASH BABANNA  in Karnataka 2008,0,Y,INC,18989476,1551553,http://myneta.info/compare_profile.php?group_id=sLX68svYCYEQUi8qQREJ,http://myneta.info/karnatka2008/candidate.php?candidate_id=283
99,62,KOLKATA UTTAR,Yes,Graduate,Sudip Bandyopadhyay in Loksabha 2014,1,Y,AITC,22086278,450000,http://myneta.info/compare_profile.php?group_id=5gQK2WMpN48iQU7QTWte,http://myneta.info/ls2014/candidate.php?candidate_id=9412
100,57,Kolkata Uttar,No,Graduate,SUDIP BANDYOPADHYAY in Lok Sabha 2009,0,Y,AITC,4187479,196283,http://myneta.info/compare_profile.php?group_id=5gQK2WMpN48iQU7QTWte,http://myneta.info/ls2009/candidate.php?candidate_id=8211
101,54,Bow Bazar,No,Graduate,SUDIP BANDYOPADHYAY in West Bengal 2006,0,Y,INC,4097608,0,http://myneta.info/compare_profile.php?group_id=5gQK2WMpN48iQU7QTWte,http://myneta.info/wb2006/candidate.php?candidate_id=267
102,60,BALLIA,Yes,Post Graduate,Afzal Ansari in Loksabha 2014,3,Y,Qaumi Ekta Dal,69036111,0,http://myneta.info/compare_profile.php?group_id=m8GhZoaD7VdwYZCpW3f,http://myneta.info/ls2014/candidate.php?candidate_id=9216
103,55,Ghazipur,Yes,Post Graduate,AFZAL ANSARI in Lok Sabha 2009,3,Y,BSP,45844836,0,http://myneta.info/compare_profile.php?group_id=m8GhZoaD7VdwYZCpW3f,http://myneta.info/ls2009/candidate.php?candidate_id=1839
104,47,Mau,Yes,Graduate,MUKHTAR ANSARI in Uttar Pradesh 2007,13,Y,IND,8219978,0,http://myneta.info/compare_profile.php?group_id=m8GhZoaD7VdwYZCpW3f,http://myneta.info/up2007/candidate.php?candidate_id=401
105,50,Ghazipur,Yes,Post Graduate,AFAJAL ANSARI in Lok Sabha 2004,1,Y,SP,5085464,38022,http://myneta.info/compare_profile.php?group_id=m8GhZoaD7VdwYZCpW3f,http://myneta.info/loksabha2004/candidate.php?candidate_id=4307
