,Unnamed: 0,Age,Assets_Rs,Constituency,Criminal_Cases,Education,Liabilities_Rs,Link,Name,Party,State,Winner,Year,full_link,Cogniz,Convict,Framed,Other_years,Total_Wins,History,Years_since,Incumbent,Other_elec,Common_link
9394,18,60,4955038.0,968,0,5,0,candidate.php?candidate_id=4947,UPENDRA NATH SAGAR,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=4947,0.0,0.0,0.0,,,,,,,
9395,19,52,202500.0,968,0,1,8285,candidate.php?candidate_id=4953,VIJAY KUMAR SAH,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=4953,0.0,0.0,0.0,,,,,,,
9396,0,59,7629444.0,970,0,5,184731,candidate.php?candidate_id=3045,RADHA MOHAN SINGH,132,4,1,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3045,0.0,0.0,0.0,"['2014', '2009', '2004']",0.0,1.0,5.0,True,3.0,http://myneta.info/compare_profile.php?group_id=KQ9LJi3f4UvLsVvYKsa
9397,1,40,33464000.0,970,0,4,2769000,candidate.php?candidate_id=3042,AKHILESH PD. SINGH,615,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3042,0.0,0.0,0.0,,,,,,,
9398,2,29,144235785.0,970,0,11,0,candidate.php?candidate_id=3043,ARVIND KR. GUPTA,311,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3043,0.0,0.0,0.0,,,,,,,
9399,3,59,12815340.0,970,0,0,1093030,candidate.php?candidate_id=3044,GAGANDEO YADAV,166,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3044,0.0,0.0,0.0,,,,,,,
9400,4,48,686700.0,970,0,3,0,candidate.php?candidate_id=3050,JHAGARU MAHATO,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3050,0.0,0.0,0.0,,,,,,,
9401,5,40,804500.0,970,1,11,177000,candidate.php?candidate_id=3053,MD. MURTAZA ANSARI(DR. LAL),312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3053,1.0,0.0,0.0,,,,,,,
9402,6,33,1636500.0,970,4,11,0,candidate.php?candidate_id=3052,NAGENDRA SAHANI,441,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3052,4.0,0.0,0.0,,,,,,,
9403,7,48,2600000.0,970,0,3,0,candidate.php?candidate_id=3051,PARASNATH PANDEY,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3051,0.0,0.0,0.0,,,,,,,
9404,8,51,1025589.0,970,1,10,434220,candidate.php?candidate_id=3046,RAMCHANDRA PD.,244,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3046,1.0,0.0,0.0,,,,,,,
9405,9,41,3451000.0,970,0,5,50000,candidate.php?candidate_id=3048,SURESH KR. RAI,131,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3048,0.0,0.0,0.0,,,,,,,
9406,10,45,135730.0,970,2,9,0,candidate.php?candidate_id=3049,SURESH KR. RAJAK,310,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3049,2.0,0.0,0.0,,,,,,,
9407,11,43,735170.0,970,0,6,0,candidate.php?candidate_id=3047,UMESH KR. SINGH,742,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3047,0.0,0.0,0.0,,,,,,,
9408,0,38,6964921.0,1083,0,11,1054356,candidate.php?candidate_id=3194,MAHESWER HAZARI,340,4,1,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3194,0.0,0.0,0.0,"['2014', '2009']",0.0,0.0,2009.0,False,2.0,http://myneta.info/compare_profile.php?group_id=MybMYGEnRQfWND3LC3SB
9409,1,54,3563403.0,1083,0,6,2546415,candidate.php?candidate_id=3193,DR. ASHOK KUMAR,311,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3193,0.0,0.0,0.0,,,,,,,
9410,2,41,6800.0,1083,4,1,50000,candidate.php?candidate_id=3198,JEEBACHH PASWAN,248,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3198,4.0,0.0,0.0,,,,,,,
9411,3,56,6005665.0,1083,0,0,0,candidate.php?candidate_id=3200,RAJA RAM DAS,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3200,0.0,0.0,0.0,,,,,,,
9412,4,47,16976258.0,1083,0,0,3500000,candidate.php?candidate_id=3195,RAM CHANDRA PASWAN,427,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3195,0.0,0.0,0.0,"['2014', '2010', '2009', '2004']",1.0,1.0,5.0,True,4.0,http://myneta.info/compare_profile.php?group_id=GuLcfbv6mpXNGxDarSuF
9413,5,27,129000.0,1083,1,9,15000,candidate.php?candidate_id=3199,RANDHIR PASWAN,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3199,1.0,0.0,0.0,,,,,,,
9414,6,29,180000.0,1083,0,1,0,candidate.php?candidate_id=3201,REKHA KUMARI,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3201,0.0,0.0,0.0,,,,,,,
9415,7,33,60044.0,1083,0,1,0,candidate.php?candidate_id=3203,SATISH MAHTO,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3203,0.0,0.0,0.0,,,,,,,
9416,8,31,619000.0,1083,0,11,0,candidate.php?candidate_id=3202,SHIVCHANDRA PASWAN,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3202,0.0,0.0,0.0,,,,,,,
9417,9,42,120000.0,1083,0,1,0,candidate.php?candidate_id=3197,UPENDRA PASWAN,441,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3197,0.0,0.0,0.0,,,,,,,
9418,10,59,955931.0,1083,1,11,20050,candidate.php?candidate_id=3196,VINDESHWAR Ram,166,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3196,1.0,0.0,0.0,,,,,,,
9419,0,56,2132000.0,1089,1,1,47000,candidate.php?candidate_id=963,Kumar Balram Singh,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=963,1.0,0.0,0.0,,,,,,,
9420,1,46,572094.0,1089,1,5,225000,candidate.php?candidate_id=964,Lal Babu Rai Lal,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=964,1.0,0.0,0.0,,,,,,,
9421,2,48,24586315.0,1089,0,11,552076,candidate.php?candidate_id=1386,Rajiv Pratap Rudy,132,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=1386,0.0,0.0,0.0,"['09', '2014', '2009', '2004']",0.0,2.0,5.0,True,4.0,http://myneta.info/compare_profile.php?group_id=9xHz7ycaC9Zm4oEYPW7D
9422,3,33,0.0,1089,0,1,0,candidate.php?candidate_id=1391,Sohail Akthar,138,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=1391,0.0,0.0,0.0,,,,,,,
9423,0,63,101565500.0,1091,0,11,0,candidate.php?candidate_id=7796,MEIRA KUMAR,311,4,1,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7796,0.0,0.0,0.0,"['2014', '2009', '2004']",1.0,1.0,5.0,True,3.0,http://myneta.info/compare_profile.php?group_id=X2JQh23AtYUcFQFEZq3
9424,1,38,51000.0,1091,0,10,0,candidate.php?candidate_id=7802,BHOLA PRASAD,310,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7802,0.0,0.0,0.0,,,,,,,
9425,2,45,58840.0,1091,0,5,62111,candidate.php?candidate_id=7798,LALAN PASWAN,615,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7798,0.0,0.0,0.0,,,,,,,
9426,3,61,3022387.0,1091,0,11,0,candidate.php?candidate_id=7797,MUNI LAL,132,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7797,0.0,0.0,0.0,,,,,,,
9427,0,60,69429234.0,1102,5,6,883367,candidate.php?candidate_id=3056,RAMA DEVI,132,4,1,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3056,5.0,0.0,0.0,"['2014', '2009', '2005']",0.0,1.0,4.0,True,3.0,http://myneta.info/compare_profile.php?group_id=cxicKSQCHaoAZRpJD9
9428,1,36,102000.0,1102,0,0,0,candidate.php?candidate_id=3062,AJAY KUMAR PANDEY,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3062,0.0,0.0,0.0,,,,,,,
9429,2,30,35000.0,1102,0,8,0,candidate.php?candidate_id=3059,ARUN SAH,137,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3059,0.0,0.0,0.0,,,,,,,
9430,3,46,115000.0,1102,0,2,0,candidate.php?candidate_id=3060,BASDEO SAH,310,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3060,0.0,0.0,0.0,,,,,,,
9431,4,34,26500.0,1102,0,1,0,candidate.php?candidate_id=3063,CHANDRIKA SAH,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3063,0.0,0.0,0.0,,,,,,,
9432,5,35,5050000.0,1102,5,5,1188138,candidate.php?candidate_id=3057,LOVELY ANAND,311,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3057,5.0,0.0,0.0,,,,,,,
9433,6,58,8167639.0,1102,9,0,649181,candidate.php?candidate_id=3054,MD. ANWARUL HAQUE,166,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3054,9.0,0.0,0.0,"['2014', '2010', '2009']",0.0,0.0,2009.0,False,3.0,http://myneta.info/compare_profile.php?group_id=hCtsWKpWfQVQyUruCMtD
9434,7,33,697013.0,1102,0,6,995,candidate.php?candidate_id=3055,MD. TANVEER ZAFER,244,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3055,0.0,0.0,0.0,,,,,,,
9435,8,28,260000.0,1102,0,5,245000,candidate.php?candidate_id=3064,MOHAMMAD FIROZ AHAMAD,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3064,0.0,0.0,0.0,,,,,,,
9436,9,29,752000.0,1102,0,0,200000,candidate.php?candidate_id=3065,MOHSIN,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3065,0.0,0.0,0.0,,,,,,,
9437,10,64,1037000.0,1102,0,3,0,candidate.php?candidate_id=3067,"RAM ASHISH, MAHTO",312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3067,0.0,0.0,0.0,,,,,,,
9438,11,33,964000.0,1102,0,11,0,candidate.php?candidate_id=3061,SHATRUGHANA SAHU,129,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3061,0.0,0.0,0.0,,,,,,,
9439,12,60,6937000.0,1102,0,5,0,candidate.php?candidate_id=3058,SITARAM SINGH,615,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3058,0.0,0.0,0.0,"['2009', '2004']",1.0,1.0,5.0,True,2.0,http://myneta.info/compare_profile.php?group_id=yFmvnXasfPwEWopwMCLu
9440,13,44,727000.0,1102,0,0,10000,candidate.php?candidate_id=3068,SUNIL SINGH,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3068,0.0,0.0,0.0,,,,,,,
9441,14,38,170000.0,1102,0,0,0,candidate.php?candidate_id=3066,YOGENDRA RAM,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3066,0.0,0.0,0.0,,,,,,,
9442,0,37,2907146.0,1118,0,4,462913,candidate.php?candidate_id=3069,ARJUN ROY,340,4,1,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3069,0.0,0.0,0.0,"['2014', '2009', '2005']",0.0,1.0,4.0,True,3.0,http://myneta.info/compare_profile.php?group_id=qyNMYev75XwjzhxcrQq
9443,1,34,26500.0,1118,0,1,0,candidate.php?candidate_id=3077,CHANDRIKA PRASAD,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3077,0.0,0.0,0.0,,,,,,,
9444,2,47,1783000.0,1118,0,5,100000,candidate.php?candidate_id=3070,MAYA SHANKAR SHARAN,166,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3070,0.0,0.0,0.0,,,,,,,
9445,3,44,1373000.0,1118,0,1,15000,candidate.php?candidate_id=3075,MOHAMMAD AFZAL PAINTHER,41,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3075,0.0,0.0,0.0,,,,,,,
9446,4,39,1135000.0,1118,0,1,0,candidate.php?candidate_id=3081,MUKESH KUMAR GUPTA,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3081,0.0,0.0,0.0,,,,,,,
9447,5,36,388200.0,1118,0,3,0,candidate.php?candidate_id=3082,RAVINDRA KUMAR,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3082,0.0,0.0,0.0,,,,,,,
9448,6,61,9440339.0,1118,3,6,834173,candidate.php?candidate_id=3072,SITARAM YADAV,615,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3072,3.0,0.0,0.0,"['2014', '2009', '2004']",1.0,1.0,5.0,True,3.0,http://myneta.info/compare_profile.php?group_id=wNZarHmpkAJURphTGgG
9449,7,61,1455000.0,1118,0,3,0,candidate.php?candidate_id=3084,SONE LAL SAH,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3084,0.0,0.0,0.0,,,,,,,
9450,8,30,56000.0,1118,2,3,0,candidate.php?candidate_id=3078,ZAHID,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3078,2.0,0.0,0.0,,,,,,,
9451,0,43,3032500.0,1122,1,5,0,candidate.php?candidate_id=890,OmPrakashYadav,312,4,1,2009,http://myneta.info/ls2009/candidate.php?candidate_id=890,1.0,0.0,0.0,,,,,,,
9452,1,44,471240.0,1122,8,8,89897,candidate.php?candidate_id=881,AmarNathYadav,248,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=881,8.0,0.0,0.0,,,,,,,
9453,2,28,1781200.0,1122,0,9,28000,candidate.php?candidate_id=882,Aswani K r. Verma,310,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=882,0.0,0.0,0.0,,,,,,,
9454,3,60,12928368.0,1122,2,5,0,candidate.php?candidate_id=883,BrishinPatel,340,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=883,2.0,0.0,0.0,"['2010', '2009']",0.0,0.0,2009.0,False,2.0,http://myneta.info/compare_profile.php?group_id=aXycE7ZExzbvRZLnxCs
9455,4,68,179000.0,1122,0,1,0,candidate.php?candidate_id=884,Dr.Muneshwar Prasad,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=884,0.0,0.0,0.0,,,,,,,
9456,5,36,20219931.0,1122,1,5,293000,candidate.php?candidate_id=885,HenaShahab,615,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=885,1.0,0.0,0.0,"['2014', '2009']",0.0,0.0,2009.0,False,2.0,http://myneta.info/compare_profile.php?group_id=n2GPGCtsxnR7CyCWFKre
9457,6,55,475000.0,1122,0,9,0,candidate.php?candidate_id=886,Lal BabuTiwari,621,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=886,0.0,0.0,0.0,,,,,,,
9458,7,35,9304.0,1122,0,9,0,candidate.php?candidate_id=888,Madhuri Panday,743,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=888,0.0,0.0,0.0,,,,,,,
9459,8,26,42500.0,1122,0,5,0,candidate.php?candidate_id=889,Nidhi Kirti,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=889,0.0,0.0,0.0,,,,,,,
9460,9,26,459000.0,1122,0,11,35090,candidate.php?candidate_id=892,Prabhu Nath Mali,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=892,0.0,0.0,0.0,,,,,,,
9461,10,36,1766000.0,1122,0,5,0,candidate.php?candidate_id=893,Rajendra Kumar,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=893,0.0,0.0,0.0,,,,,,,
9462,11,60,832500.0,1122,0,9,200000,candidate.php?candidate_id=894,Shambhu Nath Prasad,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=894,0.0,0.0,0.0,,,,,,,
9463,12,30,275000.0,1122,0,1,0,candidate.php?candidate_id=896,Umesh Tiwary,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=896,0.0,0.0,0.0,,,,,,,
9464,13,60,6140072.0,1122,1,5,0,candidate.php?candidate_id=897,VijayShankerDubey,311,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=897,1.0,0.0,0.0,"['2010', '2009']",0.0,0.0,2009.0,False,2.0,http://myneta.info/compare_profile.php?group_id=TradsHb7JzaVXEuwQXKW
9465,0,47,6689616.0,1134,0,11,440179,candidate.php?candidate_id=7519,VISHWA MOHAN KUMAR,340,4,1,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7519,0.0,0.0,0.0,"['2009', '2005']",0.0,1.0,4.0,True,2.0,http://myneta.info/compare_profile.php?group_id=67cy9C7Wid2ktQAsJhiy
9466,1,37,7012200.0,1134,0,11,0,candidate.php?candidate_id=7525,ARBIND KUMAR,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7525,0.0,0.0,0.0,,,,,,,
9467,2,42,616500.0,1134,0,10,85000,candidate.php?candidate_id=7516,ASHOK MAHTO,166,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7516,0.0,0.0,0.0,,,,,,,
9468,3,44,2515567.0,1134,0,5,485700,candidate.php?candidate_id=7526,ASHOK PANKAJ,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7526,0.0,0.0,0.0,,,,,,,
9469,4,54,3690643.0,1134,7,5,50000,candidate.php?candidate_id=7517,BALRAM SINGH YADAV,250,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7517,7.0,0.0,0.0,,,,,,,
9470,5,31,160000.0,1134,0,0,0,candidate.php?candidate_id=7527,BHIM KUMAR GUPTA,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7527,0.0,0.0,0.0,,,,,,,
9471,6,32,457600.0,1134,0,1,0,candidate.php?candidate_id=7522,MANJU DEVI,310,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7522,0.0,0.0,0.0,,,,,,,
9472,7,44,3671600.0,1134,0,1,0,candidate.php?candidate_id=7521,NARAYAN MANDAL,740,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7521,0.0,0.0,0.0,,,,,,,
9473,8,69,263992.0,1134,1,3,0,candidate.php?candidate_id=7528,RAMCHANDRA PRASAD SINGH,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7528,1.0,0.0,0.0,,,,,,,
9474,9,51,95000.0,1134,0,1,0,candidate.php?candidate_id=7529,RAMDEO SHARMA,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7529,0.0,0.0,0.0,,,,,,,
9475,10,32,1537688.0,1134,1,1,0,candidate.php?candidate_id=7518,RANJEET RANJAN,311,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7518,1.0,0.0,0.0,"['2014', '2010', '2009']",0.0,0.0,2009.0,False,3.0,http://myneta.info/compare_profile.php?group_id=kyMdC2Jzu7VnSb4wWDo
9476,11,33,21765000.0,1134,0,5,0,candidate.php?candidate_id=7523,SHARVAN KUMAR CHOUDHARY,339,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7523,0.0,0.0,0.0,,,,,,,
9477,12,40,364338.0,1134,0,6,30146,candidate.php?candidate_id=7531,SURESH KUMAR AZAD,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7531,0.0,0.0,0.0,,,,,,,
9478,13,44,4936000.0,1134,0,6,0,candidate.php?candidate_id=7524,SURESH PRASAD MEHTA,441,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7524,0.0,0.0,0.0,,,,,,,
9479,14,55,8228805.0,1134,0,5,300000,candidate.php?candidate_id=7520,SURYA NARAYAN YADAV,427,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7520,0.0,0.0,0.0,,,,,,,
9480,15,36,70000.0,1134,0,0,0,candidate.php?candidate_id=7530,VIJAY KUMAR CHOUDHARY,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=7530,0.0,0.0,0.0,,,,,,,
9481,0,46,10536274.0,1204,0,2,341141,candidate.php?candidate_id=3171,ASWAMEDH DEVI,340,4,1,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3171,0.0,0.0,0.0,,,,,,,
9482,1,40,10022148.0,1204,0,6,59561,candidate.php?candidate_id=3172,ALOK KUMAR MEHTA,615,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3172,0.0,0.0,0.0,,,,,,,
9483,2,28,4936250.0,1204,0,3,0,candidate.php?candidate_id=3183,ARJUN SAHNI,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3183,0.0,0.0,0.0,,,,,,,
9484,3,51,9620000.0,1204,0,5,0,candidate.php?candidate_id=3185,BRAJESH KUMAR NIRALA,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3185,0.0,0.0,0.0,,,,,,,
9485,4,48,2122700.0,1204,0,5,475000,candidate.php?candidate_id=3176,CHANDRA DEO ROY,746,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3176,0.0,0.0,0.0,,,,,,,
9486,5,53,414719.0,1204,0,11,0,candidate.php?candidate_id=3177,JAI NARAYAN SAH,131,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3177,0.0,0.0,0.0,,,,,,,
9487,6,32,1024418.0,1204,0,1,0,candidate.php?candidate_id=3178,JITENDRA KUMAR ROY,740,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3178,0.0,0.0,0.0,,,,,,,
9488,7,42,300200.0,1204,0,5,0,candidate.php?candidate_id=3186,MANSOOR,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3186,0.0,0.0,0.0,,,,,,,
9489,8,29,5034000.0,1204,0,1,792000,candidate.php?candidate_id=3181,MASSOD HASSAN,478,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3181,0.0,0.0,0.0,,,,,,,
9490,9,40,780000.0,1204,0,1,0,candidate.php?candidate_id=3180,MD. TAUKIR,731,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3180,0.0,0.0,0.0,,,,,,,
9491,10,43,947000.0,1204,0,5,0,candidate.php?candidate_id=3188,MOHAMMAD KURBAN,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3188,0.0,0.0,0.0,,,,,,,
9492,11,47,1127404.0,1204,0,9,0,candidate.php?candidate_id=3187,MOHAN PAUL,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3187,0.0,0.0,0.0,,,,,,,
9493,12,41,189091.0,1204,0,1,0,candidate.php?candidate_id=3184,PRADEEP KUMAR,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3184,0.0,0.0,0.0,,,,,,,
9494,13,45,735750.0,1204,0,8,10000,candidate.php?candidate_id=3190,RAM SAGAR MAHTO,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3190,0.0,0.0,0.0,,,,,,,
9495,14,62,4481334.0,1204,2,5,296884,candidate.php?candidate_id=3173,RAMDEO VERMA,250,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3173,2.0,0.0,0.0,,,,,,,
9496,15,36,7145000.0,1204,0,8,0,candidate.php?candidate_id=3182,RAMNATH SINGH,652,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3182,0.0,0.0,0.0,,,,,,,
9497,16,46,50000.0,1204,0,5,0,candidate.php?candidate_id=3189,RATAN SAHNI,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3189,0.0,0.0,0.0,,,,,,,
9498,17,36,152500.0,1204,0,1,225000,candidate.php?candidate_id=3191,SANJAY KUMAR JHA,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3191,0.0,0.0,0.0,,,,,,,
9499,18,40,5511000.0,1204,4,11,250000,candidate.php?candidate_id=3175,SHEEL KUMAR ROY,311,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3175,4.0,0.0,0.0,"['2009', '2004']",0.0,1.0,5.0,True,2.0,http://myneta.info/compare_profile.php?group_id=9uVCSvgmos94anZPSDvf
9500,19,29,550225.0,1204,0,1,0,candidate.php?candidate_id=3192,SUJIT KUMAR BHAGAT,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3192,0.0,0.0,0.0,,,,,,,
9501,20,62,5597977.0,1204,0,11,13030,candidate.php?candidate_id=3179,TOSHAN SAH,638,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3179,0.0,0.0,0.0,,,,,,,
9502,21,60,22041820.0,1204,2,1,1211380,candidate.php?candidate_id=3174,VIJAYWANT KUMAR CHOUDHARY,166,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3174,2.0,0.0,0.0,,,,,,,
9503,0,62,6169238.0,1224,0,4,214137,candidate.php?candidate_id=3148,RAGHUVANSH PRASAD SINGH,615,4,1,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3148,0.0,0.0,0.0,"['2014', '2009']",0.0,0.0,2009.0,False,2.0,http://myneta.info/compare_profile.php?group_id=dmzu5UZgq28JKQ3dNMwD
9504,1,39,35000.0,1224,0,9,0,candidate.php?candidate_id=3154,BADRI PASWAN,621,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3154,0.0,0.0,0.0,,,,,,,
9505,2,39,709700.0,1224,0,5,1221265,candidate.php?candidate_id=3155,BALAK NATH SAHANI,310,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3155,0.0,0.0,0.0,,,,,,,
9506,3,29,50000.0,1224,1,1,0,candidate.php?candidate_id=3157,BINOD PANDIT,435,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3157,1.0,0.0,0.0,,,,,,,
9507,4,58,12683383.0,1224,2,11,0,candidate.php?candidate_id=3151,HIND KESRI YADAV,311,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3151,2.0,0.0,0.0,,,,,,,
9508,5,46,10000.0,1224,1,11,39700,candidate.php?candidate_id=3158,INDARDEO RAI,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3158,1.0,0.0,0.0,,,,,,,
9509,6,34,222000.0,1224,0,0,5000,candidate.php?candidate_id=3159,JITENDRA PRASAD,312,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3159,0.0,0.0,0.0,,,,,,,
9510,7,35,1105000.0,1224,0,11,0,candidate.php?candidate_id=3156,LALJI KUMAR RAKESH,652,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3156,0.0,0.0,0.0,,,,,,,
9511,8,27,50000.0,1224,1,1,0,candidate.php?candidate_id=3153,PRAMOD KUMAR SHARMA,131,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3153,1.0,0.0,0.0,,,,,,,
9512,9,37,66000.0,1224,0,0,0,candidate.php?candidate_id=3152,PUNAMRI DEVI,826,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3152,0.0,0.0,0.0,,,,,,,
9513,10,37,487000.0,1224,0,1,19766,candidate.php?candidate_id=3150,SHANKAR MAHTO,166,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3150,0.0,0.0,0.0,,,,,,,
9514,11,38,30804082.0,1224,16,11,218123,candidate.php?candidate_id=3149,VIJAY KUMAR SHUKLA,340,4,0,2009,http://myneta.info/ls2009/candidate.php?candidate_id=3149,16.0,0.0,0.0,"['2009', '2004']",0.0,1.0,5.0,True,2.0,http://myneta.info/compare_profile.php?group_id=czUscwh5d4pCREcfChc
