,Unnamed: 0,Age,Assets_Rs,Constituency,Criminal_Cases,Education,Liabilities_Rs,Link,Name,Party,State,Winner,Year,full_link,Cogniz,Convict,Framed,Other_years,Total_Wins,History,Years_since,Incumbent,Other_elec,Common_link
2315,7,53,30000.0,104,0,6,0,candidate.php?candidate_id=1196,Dr. Meer Layaq Hussain,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1196,0.0,0.0,0.0,,,,,,,
2316,8,69,200000.0,104,0,2,0,candidate.php?candidate_id=3724,E.Salam,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3724,0.0,0.0,0.0,,,,,,,
2317,9,43,8146501.0,104,0,0,0,candidate.php?candidate_id=3731,G. Narayanaswamy (Kapali),312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3731,0.0,0.0,0.0,,,,,,,
2318,10,35,6000.0,104,0,1,0,candidate.php?candidate_id=3736,H.L. Manjunatha,418,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3736,0.0,0.0,0.0,,,,,,,
2319,11,47,97238300.0,104,0,1,0,candidate.php?candidate_id=3737,Ismail Khan Saif Ali,32,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3737,0.0,0.0,0.0,,,,,,,
2320,12,51,80000.0,104,0,0,0,candidate.php?candidate_id=3730,K.Murthy,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3730,0.0,0.0,0.0,,,,,,,
2321,13,40,4083633.0,104,0,0,546581,candidate.php?candidate_id=3735,Kadugudi Sonnappa,634,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3735,0.0,0.0,0.0,,,,,,,
2322,14,34,285000.0,104,0,2,0,candidate.php?candidate_id=3729,Modi Saifulla,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3729,0.0,0.0,0.0,"['2014', '2013']",0.0,1.0,1.0,True,2.0,http://myneta.info/compare_profile.php?group_id=i6xtvnS9NyTsHMmLw7uH
2323,15,52,807875641.0,104,3,5,37846084,candidate.php?candidate_id=3738,Nandini Alva,339,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3738,3.0,0.0,0.0,,,,,,,
2324,16,34,210000.0,104,0,11,0,candidate.php?candidate_id=1198,Prashanth.S.M,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1198,0.0,0.0,0.0,,,,,,,
2325,17,52,6774000.0,104,0,11,460000,candidate.php?candidate_id=1194,R. Mohan Raju,166,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1194,0.0,0.0,0.0,,,,,,,
2326,18,50,84383.0,104,0,6,56000,candidate.php?candidate_id=3727,Ramanuj Singh,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3727,0.0,0.0,0.0,,,,,,,
2327,19,34,31400000.0,104,2,5,0,candidate.php?candidate_id=609,Rizwan Arshad,311,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=609,0.0,0.0,2.0,,,,,,,
2328,20,43,1283611.0,104,0,0,0,candidate.php?candidate_id=610,Seetharaman.E,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=610,0.0,0.0,0.0,,,,,,,
2329,21,54,1025000.0,104,0,2,0,candidate.php?candidate_id=3725,Shafi Ahmed,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3725,0.0,0.0,0.0,,,,,,,
2330,22,38,85000.0,104,1,10,0,candidate.php?candidate_id=3723,Suraiya Zaithoon,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3723,0.0,0.0,1.0,,,,,,,
2331,23,41,325897.0,104,0,1,0,candidate.php?candidate_id=854,Syed Asif Bukhaari,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=854,0.0,0.0,0.0,,,,,,,
2332,24,49,1894253519.0,104,0,6,320000,candidate.php?candidate_id=1195,V. Bala Krishnan,0,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1195,0.0,0.0,0.0,,,,,,,
2333,25,38,587593.0,104,0,6,0,candidate.php?candidate_id=188,Zaheeda Shereen,757,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=188,0.0,0.0,0.0,,,,,,,
2334,0,61,98888874.0,105,0,6,37020152,candidate.php?candidate_id=1224,D.V. Sadananda Gowda,132,15,1,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1224,0.0,0.0,0.0,"['0', '2014', '2009', '2004']",2.0,3.0,5.0,True,4.0,http://myneta.info/compare_profile.php?group_id=cc8BRLGNoW72xEyBt5fy
2335,1,61,158909760.0,105,0,11,0,candidate.php?candidate_id=2630,Abdul Azeem,339,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2630,0.0,0.0,0.0,"['2014', '2013']",0.0,1.0,1.0,True,2.0,http://myneta.info/compare_profile.php?group_id=yE5zUYgEujouWk3ivEzY
2336,2,64,94852273.0,105,0,11,494702,candidate.php?candidate_id=2629,Babu Mathew,0,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2629,0.0,0.0,0.0,,,,,,,
2337,3,65,247952597.0,105,0,11,922460,candidate.php?candidate_id=2632,C.Narayana Swamy,311,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2632,0.0,0.0,0.0,,,,,,,
2338,4,60,40000.0,105,0,1,0,candidate.php?candidate_id=2633,D.Jayaram,286,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2633,0.0,0.0,0.0,,,,,,,
2339,5,53,31000.0,105,0,6,0,candidate.php?candidate_id=1094,Dr.Meerlayaq Hussain,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1094,0.0,0.0,0.0,,,,,,,
2340,6,55,12862871.0,105,0,6,0,candidate.php?candidate_id=1093,Manohar.H.Ayyannavar,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1093,0.0,0.0,0.0,"['2014', '2013']",0.0,1.0,1.0,True,2.0,http://myneta.info/compare_profile.php?group_id=Mzjq3y9WSV76vYQnifK
2341,7,31,465000.0,105,0,0,0,candidate.php?candidate_id=3740,Mohammed Qutbuddin,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3740,0.0,0.0,0.0,,,,,,,
2342,8,54,9945000.0,105,0,9,0,candidate.php?candidate_id=186,Mu.Venkatesh Simha Bhovi,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=186,0.0,0.0,0.0,"['2014', '2009']",0.0,1.0,5.0,True,2.0,http://myneta.info/compare_profile.php?group_id=ybexpDQCFdn3yhPQZ3dz
2343,9,47,4655000.0,105,0,5,700000,candidate.php?candidate_id=2627,Muthuraju,634,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2627,0.0,0.0,0.0,,,,,,,
2344,10,42,807570.0,105,0,1,0,candidate.php?candidate_id=3739,Ramu S,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3739,0.0,0.0,0.0,,,,,,,
2345,11,38,3845084.0,105,0,0,641000,candidate.php?candidate_id=2628,Sunil.V.J,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2628,0.0,0.0,0.0,,,,,,,
2346,12,39,1203291.0,105,0,10,0,candidate.php?candidate_id=2635,T.S.Chaitanya,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2635,0.0,0.0,0.0,"['2014', '2013']",0.0,1.0,1.0,True,2.0,http://myneta.info/compare_profile.php?group_id=DF6ottKQQ7UUoAcrwxAu
2347,13,51,2100000.0,105,1,3,0,candidate.php?candidate_id=2634,Velu V,166,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2634,0.0,0.0,1.0,,,,,,,
2348,0,47,858713138.0,106,8,1,184854756,candidate.php?candidate_id=1090,D.K.Suresh,311,15,1,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1090,8.0,0.0,0.0,"['2014', '2012']",0.0,1.0,2.0,True,2.0,http://myneta.info/compare_profile.php?group_id=jBwyCULG3wBihDZg933
2349,1,30,447000.0,106,0,5,74000,candidate.php?candidate_id=2524,Basavegowda,634,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2524,0.0,0.0,0.0,,,,,,,
2350,2,58,1912959.0,106,0,0,330000,candidate.php?candidate_id=2516,J Nataraju,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2516,0.0,0.0,0.0,,,,,,,
2351,3,57,4854168.0,106,0,5,0,candidate.php?candidate_id=1092,J. T.Prakash,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1092,0.0,0.0,0.0,"['2014', '2013', '2012']",0.0,2.0,1.0,True,3.0,http://myneta.info/compare_profile.php?group_id=stmGYDw3qzYDrmf7njud
2352,4,57,1733000.0,106,0,2,0,candidate.php?candidate_id=2515,K A Mohan,417,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2515,0.0,0.0,0.0,"['2014', '2013', '2009']",0.0,2.0,1.0,True,3.0,http://myneta.info/compare_profile.php?group_id=PdaSRACZaKirwtP2Pe5M
2353,5,34,510000.0,106,0,9,0,candidate.php?candidate_id=2521,Kenchaiah,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2521,0.0,0.0,0.0,,,,,,,
2354,6,55,25000.0,106,0,10,0,candidate.php?candidate_id=2519,M.P.Munawer Shariff,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2519,0.0,0.0,0.0,,,,,,,
2355,7,31,407000.0,106,0,1,500000,candidate.php?candidate_id=2517,Mallesha,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2517,0.0,0.0,0.0,"['2014', '2012']",0.0,1.0,2.0,True,2.0,http://myneta.info/compare_profile.php?group_id=4HqDBCXzsyoTnRtFaT97
2356,8,35,505854419.0,106,0,1,76201010,candidate.php?candidate_id=1223,P Muniraju,132,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1223,0.0,0.0,0.0,,,,,,,
2357,9,43,2243612066.0,106,0,5,2218003086,candidate.php?candidate_id=1091,R. Prabhakara Reddy,339,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1091,0.0,0.0,0.0,"['2014', '2013']",0.0,1.0,1.0,True,2.0,http://myneta.info/compare_profile.php?group_id=wLoEHJxCFMuMm5f29w2c
2358,10,39,54433258.0,106,0,11,0,candidate.php?candidate_id=858,Ravi Krishna Reddy,0,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=858,0.0,0.0,0.0,"['2014', '2013']",0.0,1.0,1.0,True,2.0,http://myneta.info/compare_profile.php?group_id=MycK9ZwxCVEWPaqGZXmn
2359,11,48,477000.0,106,1,1,0,candidate.php?candidate_id=2523,S.Siddaramaiah Heggade,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2523,0.0,0.0,1.0,,,,,,,
2360,12,46,45000.0,106,0,0,0,candidate.php?candidate_id=2522,Shankarappa,379,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2522,0.0,0.0,0.0,,,,,,,
2361,13,64,1315000.0,106,0,2,200000,candidate.php?candidate_id=2518,Thopaiah C,166,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2518,0.0,0.0,0.0,,,,,,,
2362,0,54,45224706.0,107,0,6,2883233,candidate.php?candidate_id=189,Ananth Kumar,132,15,1,2014,http://myneta.info/ls2014/candidate.php?candidate_id=189,0.0,0.0,0.0,"['2014', '2009']",1.0,1.0,5.0,True,2.0,http://myneta.info/compare_profile.php?group_id=fqsYcjkrKsHzZqNX2g92
2363,1,64,4067500.0,107,0,1,23000,candidate.php?candidate_id=1097,B. R. Govindaiah,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1097,0.0,0.0,0.0,,,,,,,
2364,2,52,44213130.0,107,0,4,0,candidate.php?candidate_id=3747,Dr. Kodur Venkatesh,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3747,0.0,0.0,0.0,"['2014', '2013']",0.0,1.0,1.0,True,2.0,http://myneta.info/compare_profile.php?group_id=MThB57jYqoSzPXqzub3H
2365,3,35,737397.0,107,0,6,185386,candidate.php?candidate_id=3749,Dr. Pradeep Gadugesh,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3749,0.0,0.0,0.0,,,,,,,
2366,4,53,3532000.0,107,0,0,0,candidate.php?candidate_id=3752,G. Venkatesh Bhovi,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3752,0.0,0.0,0.0,,,,,,,
2367,5,36,3708254.0,107,0,0,0,candidate.php?candidate_id=3741,Khan Abdul Razack,166,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3741,0.0,0.0,0.0,"['2014', '2013']",0.0,1.0,1.0,True,2.0,http://myneta.info/compare_profile.php?group_id=JQv9EdaXVCjUEdmzvdC3
2368,6,31,812200.0,107,0,1,586200,candidate.php?candidate_id=3744,Mahadeva Swamy. B. M,194,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3744,0.0,0.0,0.0,"['2014', '2013']",0.0,1.0,1.0,True,2.0,http://myneta.info/compare_profile.php?group_id=vdQzHGRuJsmcYac83wty
2369,7,58,77102957219.0,107,0,6,0,candidate.php?candidate_id=611,Nandan Nilekani,311,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=611,0.0,0.0,0.0,,,,,,,
2370,8,60,35129117.0,107,0,11,1000000,candidate.php?candidate_id=1096,Nina P Nayak,0,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1096,0.0,0.0,0.0,,,,,,,
2371,9,44,90000.0,107,0,8,0,candidate.php?candidate_id=612,Prabhu,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=612,0.0,0.0,0.0,,,,,,,
2372,10,59,268756.0,107,8,5,0,candidate.php?candidate_id=3750,Pramod Mutalik,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3750,1.0,0.0,7.0,"['2014', '2014']",0.0,0.0,2014.0,False,2.0,http://myneta.info/compare_profile.php?group_id=bgkEf6zZj334pyDzmLg
2373,11,63,2973000.0,107,0,11,300000,candidate.php?candidate_id=3743,R Gayathri,593,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3743,0.0,0.0,0.0,,,,,,,
2374,12,31,25140.0,107,0,6,28000,candidate.php?candidate_id=3745,Ravikumara T,749,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3745,0.0,0.0,0.0,,,,,,,
2375,13,61,14950943.0,107,0,11,1189000,candidate.php?candidate_id=3742,Ruth Manorama,339,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3742,0.0,0.0,0.0,,,,,,,
2376,14,52,1222243.0,107,0,3,0,candidate.php?candidate_id=855,Shambulingegowda,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=855,0.0,0.0,0.0,,,,,,,
2377,15,62,32522829.0,107,0,11,7800000,candidate.php?candidate_id=1199,Shivashankar. G. R.,27,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1199,0.0,0.0,0.0,,,,,,,
2378,16,44,5572310.0,107,0,1,0,candidate.php?candidate_id=3746,Syed Mehaboob,340,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3746,0.0,0.0,0.0,,,,,,,
2379,17,58,1981000.0,107,0,2,0,candidate.php?candidate_id=3753,Syed Rafiq Ahmed,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3753,0.0,0.0,0.0,,,,,,,
2380,18,69,7963850.0,107,0,9,0,candidate.php?candidate_id=3751,T. E. Moses,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3751,0.0,0.0,0.0,,,,,,,
2381,19,44,1280000.0,107,0,11,0,candidate.php?candidate_id=3748,Thulasappa Dasar,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3748,0.0,0.0,0.0,"['2014', '2013']",0.0,1.0,1.0,True,2.0,http://myneta.info/compare_profile.php?group_id=5JshbC54QyK8m9atFEcD
2382,20,44,469430.0,107,1,11,0,candidate.php?candidate_id=190,Umadevi. M,757,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=190,1.0,0.0,0.0,,,,,,,
2383,21,31,25000.0,107,0,0,0,candidate.php?candidate_id=856,Yogesh,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=856,0.0,0.0,0.0,,,,,,,
2384,0,58,417003065.0,132,1,6,366283849,candidate.php?candidate_id=1181,Suresh Angadi,132,15,1,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1181,0.0,0.0,1.0,,,,,,,
2385,1,48,7050000.0,132,0,5,2000000,candidate.php?candidate_id=1827,Dayanand Guruputrayya Chikkamath,749,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1827,0.0,0.0,0.0,,,,,,,
2386,2,42,12403000.0,132,0,0,0,candidate.php?candidate_id=2107,Hanmant Krishna Majukar,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2107,0.0,0.0,0.0,"['2014', '2013']",0.0,1.0,1.0,True,2.0,http://myneta.info/compare_profile.php?group_id=fCZLcrVSL9ZT6zAfkTzW
2387,3,39,83015088.0,132,0,11,2579238,candidate.php?candidate_id=1180,Lakshmi Hebbalkar,311,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1180,0.0,0.0,0.0,"['2014', '2013']",0.0,1.0,1.0,True,2.0,http://myneta.info/compare_profile.php?group_id=SJiYEmqJKA32R9ySaNK4
2388,4,33,1267950.0,132,0,0,0,candidate.php?candidate_id=1825,Mohan Yallappa More,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1825,0.0,0.0,0.0,,,,,,,
2389,5,39,9470924.0,132,0,1,1524180,candidate.php?candidate_id=2104,Muttappa Channasangappa Angadi,0,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2104,0.0,0.0,0.0,,,,,,,
2390,6,56,962297866.0,132,0,1,95826301,candidate.php?candidate_id=2105,Nasir Papulsab Bagwan,339,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2105,0.0,0.0,0.0,"['2014', '2013', '2009']",0.0,2.0,1.0,True,3.0,http://myneta.info/compare_profile.php?group_id=eKFKSjeLakdQYbxyTkin
2391,7,41,12751189.0,132,1,6,1053795,candidate.php?candidate_id=1824,Parappa Shankareppa Antakkanavar,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1824,0.0,0.0,1.0,,,,,,,
2392,8,56,3620123.0,132,0,11,0,candidate.php?candidate_id=2103,Rajmahendra Sakharam Gaonkar,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2103,0.0,0.0,0.0,,,,,,,
2393,9,72,1620326.0,132,1,0,50000,candidate.php?candidate_id=1826,Ramappa Mareppa Chalawadi,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1826,0.0,0.0,1.0,,,,,,,
2394,10,52,479000.0,132,0,1,0,candidate.php?candidate_id=1823,Ramesh Alias Suresh Guruling Kadalaskar,166,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1823,0.0,0.0,0.0,,,,,,,
2395,11,35,3592220.0,132,0,0,0,candidate.php?candidate_id=2109,Santosh Manjunath Shet(Raikar),312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2109,0.0,0.0,0.0,,,,,,,
2396,12,34,115082.0,132,1,5,0,candidate.php?candidate_id=2102,Santosh Manohar Bavadekar,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2102,1.0,0.0,0.0,,,,,,,
2397,13,46,4650000.0,132,0,0,0,candidate.php?candidate_id=1184,Shankar Rathod,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1184,0.0,0.0,0.0,,,,,,,
2398,14,62,1828000.0,132,0,6,0,candidate.php?candidate_id=563,Shivagoudappa Balappa Khanagoudar,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=563,0.0,0.0,0.0,"['2014', '2008']",0.0,1.0,6.0,False,2.0,http://myneta.info/compare_profile.php?group_id=VtJKfabhQfs25h4fSQWc
2399,0,43,151392844.0,133,8,5,4050947,candidate.php?candidate_id=2162,B Sreeramulu,132,15,1,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2162,7.0,0.0,1.0,"['2014', '2013', '0', '2008']",0.0,3.0,1.0,True,4.0,http://myneta.info/compare_profile.php?group_id=gyZrTKrRQJzeBi6eVddU
2400,1,46,1154658.0,133,0,0,0,candidate.php?candidate_id=397,A. Devadas,757,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=397,0.0,0.0,0.0,,,,,,,
2401,2,27,16043.0,133,1,6,0,candidate.php?candidate_id=2158,Doddamani Prasad,249,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2158,0.0,0.0,1.0,,,,,,,
2402,3,44,885000.0,133,0,10,0,candidate.php?candidate_id=2156,G Nataraja,419,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2156,0.0,0.0,0.0,"['2014', '2013']",0.0,1.0,1.0,True,2.0,http://myneta.info/compare_profile.php?group_id=8h2Xg4BrkPPjToiNPPd3
2403,4,33,20000.0,133,1,0,0,candidate.php?candidate_id=2157,K Raghavendra,593,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2157,0.0,0.0,1.0,,,,,,,
2404,5,32,8580500.0,133,0,11,0,candidate.php?candidate_id=2160,Malagi Shivakumar Giriyappa,0,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2160,0.0,0.0,0.0,,,,,,,
2405,6,38,169500.0,133,0,6,0,candidate.php?candidate_id=1188,N B Krishnappa Nayaka,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1188,0.0,0.0,0.0,,,,,,,
2406,7,48,1333000.0,133,0,1,0,candidate.php?candidate_id=1189,N R Mallaiah Swamy,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=1189,0.0,0.0,0.0,,,,,,,
2407,8,74,22848300.0,133,0,11,0,candidate.php?candidate_id=2161,N Y Hanumantappa,311,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2161,0.0,0.0,0.0,"['2014', '2009', '2004']",1.0,2.0,5.0,True,3.0,http://myneta.info/compare_profile.php?group_id=hniyNwMgwXf3o5SetE9i
2408,9,49,5286536.0,133,2,1,273603,candidate.php?candidate_id=2163,R. Ravinayaka,339,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2163,0.0,0.0,2.0,"['2014', '2013']",0.0,1.0,1.0,True,2.0,http://myneta.info/compare_profile.php?group_id=UW82aZATPiM79KzVabHX
2409,10,55,0.0,133,0,2,0,candidate.php?candidate_id=2159,Ramudu,166,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2159,0.0,0.0,0.0,,,,,,,
2410,11,41,18900.0,133,0,3,0,candidate.php?candidate_id=2164,S Bheemappa,247,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2164,0.0,0.0,0.0,,,,,,,
2411,0,46,56559290.0,150,0,6,16829000,candidate.php?candidate_id=2141,Bhagwanth,132,15,1,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2141,0.0,0.0,0.0,,,,,,,
2412,1,72,15287118.0,150,0,11,0,candidate.php?candidate_id=360,Abdul Hameed,848,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=360,0.0,0.0,0.0,"['2014', '2013']",0.0,1.0,1.0,True,2.0,http://myneta.info/compare_profile.php?group_id=zj99NP876wJgADxccz6
2413,2,43,12500.0,150,0,9,50000,candidate.php?candidate_id=176,Babupasha,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=176,0.0,0.0,0.0,,,,,,,
2414,3,44,415000.0,150,0,5,0,candidate.php?candidate_id=2145,Balbheem,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2145,0.0,0.0,0.0,,,,,,,
2415,4,50,73218291.0,150,0,6,3333600,candidate.php?candidate_id=2135,Bandeppa,339,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2135,0.0,0.0,0.0,"['2014', '2013']",0.0,1.0,1.0,True,2.0,http://myneta.info/compare_profile.php?group_id=5wZ4zjisGthGSAe7NPie
2416,5,54,5000070.0,150,0,11,417370,candidate.php?candidate_id=2139,Chandrakant,0,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2139,0.0,0.0,0.0,,,,,,,
2417,6,37,43703163.0,150,0,0,2740661,candidate.php?candidate_id=3756,Govind,749,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3756,0.0,0.0,0.0,"['2014', '2013']",0.0,1.0,1.0,True,2.0,http://myneta.info/compare_profile.php?group_id=Ma6FWssCKqSAyXSHWjEG
2418,7,0,76000.0,150,0,5,0,candidate.php?candidate_id=2144,Ismail Zabi Ullah,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2144,0.0,0.0,0.0,,,,,,,
2419,8,0,6241000.0,150,0,5,830000,candidate.php?candidate_id=2132,Kallalinga,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2132,0.0,0.0,0.0,,,,,,,
2420,9,50,11000000.0,150,0,11,550000,candidate.php?candidate_id=2134,Machendar,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2134,0.0,0.0,0.0,,,,,,,
2421,10,32,0.0,150,0,3,0,candidate.php?candidate_id=2130,Mirza Shafee Baig,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2130,0.0,0.0,0.0,,,,,,,
2422,11,38,50000.0,150,0,2,0,candidate.php?candidate_id=3755,Mohammed Rafiq,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=3755,0.0,0.0,0.0,,,,,,,
2423,12,78,236308464.0,150,1,11,53289216,candidate.php?candidate_id=361,N.Dharam Singh,311,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=361,0.0,0.0,1.0,"['2014', '2009']",1.0,1.0,5.0,True,2.0,http://myneta.info/compare_profile.php?group_id=BEfACNqQJZbt7h6swvNC
2424,13,47,510000.0,150,0,5,0,candidate.php?candidate_id=2150,Naganath Patil,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2150,0.0,0.0,0.0,,,,,,,
2425,14,47,2200000.0,150,0,0,0,candidate.php?candidate_id=2129,Prabhu,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2129,0.0,0.0,0.0,"['2014', '2013', '2013']",0.0,2.0,1.0,True,3.0,http://myneta.info/compare_profile.php?group_id=uJunTKdBA9WhUTko6KVq
2426,15,49,435000.0,150,0,2,0,candidate.php?candidate_id=2155,Ramanna,301,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2155,0.0,0.0,0.0,,,,,,,
2427,16,44,1957000.0,150,1,0,0,candidate.php?candidate_id=2136,Ramesh,86,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2136,0.0,0.0,1.0,,,,,,,
2428,17,42,9178000.0,150,0,9,1000000,candidate.php?candidate_id=2133,Shamala,312,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2133,0.0,0.0,0.0,,,,,,,
2429,18,66,7520141.0,150,0,10,0,candidate.php?candidate_id=2137,Shanker Bhayya,166,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2137,0.0,0.0,0.0,,,,,,,
2430,19,47,503900.0,150,0,1,50000,candidate.php?candidate_id=2151,Shravan,706,15,0,2014,http://myneta.info/ls2014/candidate.php?candidate_id=2151,0.0,0.0,0.0,,,,,,,
