,detail,url
0,Brief Details of IPCs 1 charges related to Being member of an unlawful assembly (IPC Section-143,http://myneta.info/ls2009/candidate.php?candidate_id=1245
1,1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188,http://myneta.info/ls2009/candidate.php?candidate_id=1245
2,1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34),http://myneta.info/ls2009/candidate.php?candidate_id=1245
3,Brief Details of IPCs 1 charges related to Attempt to murder (IPC Section-307,http://myneta.info/ls2014/candidate.php?candidate_id=9488
4,"1 charges related to Rioting, armed with deadly weapon (IPC Section-148",http://myneta.info/ls2014/candidate.php?candidate_id=9488
5,1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149,http://myneta.info/ls2014/candidate.php?candidate_id=9488
6,1 charges related to Mischief (IPC Section-425,http://myneta.info/ls2014/candidate.php?candidate_id=9488
7,1 charges related to  rioting (IPC Section-147),http://myneta.info/ls2014/candidate.php?candidate_id=9488
8,Brief Details of IPCs 3 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420,http://myneta.info/loksabha2004/candidate.php?candidate_id=2407
9,2 charges related to Forgery for purpose of cheating (IPC Section-468,http://myneta.info/loksabha2004/candidate.php?candidate_id=2407
10,2 charges related to Using as genuine a forged document or electronic record (IPC Section-471,http://myneta.info/loksabha2004/candidate.php?candidate_id=2407
11,2 charges related to Punishment of criminal conspiracy (IPC Section-120B,http://myneta.info/loksabha2004/candidate.php?candidate_id=2407
12,2 charges related to Abettor present when offence is committed (IPC Section-114,http://myneta.info/loksabha2004/candidate.php?candidate_id=2407
13,2 charges related to Dishonestly breaking open receptacle containing property (IPC Section-461,http://myneta.info/loksabha2004/candidate.php?candidate_id=2407
14,1 charges related to  defamation (IPC Section-500,http://myneta.info/loksabha2004/candidate.php?candidate_id=2407
15,1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34),http://myneta.info/loksabha2004/candidate.php?candidate_id=2407
16,Brief Details of IPCs 1 charges related to  wrongful restraint (IPC Section-341,http://myneta.info/ls2009/candidate.php?candidate_id=5055
17,1 charges related to  voluntarily causing hurt (IPC Section-323),http://myneta.info/ls2009/candidate.php?candidate_id=5055
18,Brief Details of IPCs,http://myneta.info/ls2014/candidate.php?candidate_id=264
19,"Brief Details of IPCs 1 charges related to Mischief by destroying or moving, etc., a land- mark fixed by public authority Mischief by fire or explosive substance with intent to cause damage to amount of one hundred or (in case of agricultural produce",http://myneta.info/ls2014/candidate.php?candidate_id=265
20,ten rupees (IPC Section-435,http://myneta.info/ls2014/candidate.php?candidate_id=265
21,2 charges related to Being member of an unlawful assembly (IPC Section-143,http://myneta.info/ls2014/candidate.php?candidate_id=265
22,2 charges related to  rioting (IPC Section-147,http://myneta.info/ls2014/candidate.php?candidate_id=265
23,2 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149,http://myneta.info/ls2014/candidate.php?candidate_id=265
24,1 charges related to Danger or obstruction in public way or line of navigation (IPC Section-283,http://myneta.info/ls2014/candidate.php?candidate_id=265
25,1 charges related to Negligent conduct with respect to pulling down or repairing buildings (IPC Section-288),http://myneta.info/ls2014/candidate.php?candidate_id=265
26,Brief Details of IPCs,http://myneta.info/ls2014/candidate.php?candidate_id=7294
27,Brief Details of IPCs 2 charges related to  criminal intimidation (IPC Section-506,http://myneta.info/ls2014/candidate.php?candidate_id=7927
28,"1 charges related to House-trespass after preparation for hurt, assault or wrongful restraint (IPC Section-452",http://myneta.info/ls2014/candidate.php?candidate_id=7927
29,4 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34,http://myneta.info/ls2014/candidate.php?candidate_id=7927
30,3 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188,http://myneta.info/ls2014/candidate.php?candidate_id=7927
31,3 charges related to Being member of an unlawful assembly (IPC Section-143,http://myneta.info/ls2014/candidate.php?candidate_id=7927
32,3 charges related to  wrongful restraint (IPC Section-341,http://myneta.info/ls2014/candidate.php?candidate_id=7927
33,3 charges related to  house-trespass (IPC Section-448,http://myneta.info/ls2014/candidate.php?candidate_id=7927
34,2 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427,http://myneta.info/ls2014/candidate.php?candidate_id=7927
35,2 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149,http://myneta.info/ls2014/candidate.php?candidate_id=7927
36,1 charges related to  rioting (IPC Section-147,http://myneta.info/ls2014/candidate.php?candidate_id=7927
37,1 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/ls2014/candidate.php?candidate_id=7927
38,1 charges related to Putting person in fear of injury in order to commit extortion (IPC Section-385),http://myneta.info/ls2014/candidate.php?candidate_id=7927
39,Brief Details of IPCs 1 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/ls2009/candidate.php?candidate_id=1904
40,1 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504),http://myneta.info/ls2009/candidate.php?candidate_id=1904
41,Brief Details of IPCs 1 charges related to Murder (IPC Section-302,http://myneta.info/ls2014/candidate.php?candidate_id=4474
42,1 charges related to Punishment of criminal conspiracy (IPC Section-120B,http://myneta.info/ls2014/candidate.php?candidate_id=4474
43,1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34),http://myneta.info/ls2014/candidate.php?candidate_id=4474
44,Brief Details of IPCs 1 charges related to Attempt to murder (IPC Section-307,http://myneta.info/ls2014/candidate.php?candidate_id=4475
45,1 charges related to  wrongful restraint (IPC Section-341,http://myneta.info/ls2014/candidate.php?candidate_id=4475
46,1 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/ls2014/candidate.php?candidate_id=4475
47,1 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504,http://myneta.info/ls2014/candidate.php?candidate_id=4475
48,1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34),http://myneta.info/ls2014/candidate.php?candidate_id=4475
49,Brief Details of IPCs 3 charges related to Murder (IPC Section-302,http://myneta.info/ls2014/candidate.php?candidate_id=4477
50,3 charges related to Attempt to murder (IPC Section-307,http://myneta.info/ls2014/candidate.php?candidate_id=4477
51,1 charges related to  theft (IPC Section-379,http://myneta.info/ls2014/candidate.php?candidate_id=4477
52,1 charges related to  undue influence or personation at an election (IPC Section-171F,http://myneta.info/ls2014/candidate.php?candidate_id=4477
53,1 charges related to Penalty for harbouring robbers or dacoits (IPC Section-216A,http://myneta.info/ls2014/candidate.php?candidate_id=4477
54,5 charges related to  rioting (IPC Section-147,http://myneta.info/ls2014/candidate.php?candidate_id=4477
55,4 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/ls2014/candidate.php?candidate_id=4477
56,"3 charges related to Rioting, armed with deadly weapon (IPC Section-148",http://myneta.info/ls2014/candidate.php?candidate_id=4477
57,2 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353,http://myneta.info/ls2014/candidate.php?candidate_id=4477
58,1 charges related to  wrongful restraint (IPC Section-341,http://myneta.info/ls2014/candidate.php?candidate_id=4477
59,1 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504,http://myneta.info/ls2014/candidate.php?candidate_id=4477
60,1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188,http://myneta.info/ls2014/candidate.php?candidate_id=4477
61,1 charges related to Unlawful compulsory labour (IPC Section-374,http://myneta.info/ls2014/candidate.php?candidate_id=4477
62,1 charges related to Concealing design to commit offence punishable with imprisonment (IPC Section-120,http://myneta.info/ls2014/candidate.php?candidate_id=4477
63,1 charges related to Unlawful assembly (IPC Section-141),http://myneta.info/ls2014/candidate.php?candidate_id=4477
64,Brief Details of IPCs 1 charges related to Illegal payments in connection with an election (IPC Section-171H,http://myneta.info/ls2014/candidate.php?candidate_id=4470
65,1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188),http://myneta.info/ls2014/candidate.php?candidate_id=4470
66,Brief Details of IPCs 1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324,http://myneta.info/ls2014/candidate.php?candidate_id=5616
67,1 charges related to  voluntarily causing grievous hurt (IPC Section-325),http://myneta.info/ls2014/candidate.php?candidate_id=5616
68,Brief Details of IPCs,http://myneta.info/loksabha2004/candidate.php?candidate_id=3276
69,Brief Details of IPCs 1 charges related to  criminal intimidation (IPC Section-506,http://myneta.info/ls2014/candidate.php?candidate_id=5879
70,1 charges related to Being member of an unlawful assembly (IPC Section-143,http://myneta.info/ls2014/candidate.php?candidate_id=5879
71,1 charges related to  rioting (IPC Section-147,http://myneta.info/ls2014/candidate.php?candidate_id=5879
72,"1 charges related to Rioting, armed with deadly weapon (IPC Section-148",http://myneta.info/ls2014/candidate.php?candidate_id=5879
73,1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427),http://myneta.info/ls2014/candidate.php?candidate_id=5879
74,Brief Details of IPCs 1 charges related to  wrongful restraint (IPC Section-341,http://myneta.info/ls2014/candidate.php?candidate_id=5876
75,1 charges related to Being member of an unlawful assembly (IPC Section-143,http://myneta.info/ls2014/candidate.php?candidate_id=5876
76,"1 charges related to Joining or continuing in unlawful assembly, knowing it has been commanded to disperse (IPC Section-145",http://myneta.info/ls2014/candidate.php?candidate_id=5876
77,1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149),http://myneta.info/ls2014/candidate.php?candidate_id=5876
78,Brief Details of IPCs 1 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420,http://myneta.info/ls2014/candidate.php?candidate_id=5875
79,1 charges related to  criminal breach of trust (IPC Section-406),http://myneta.info/ls2014/candidate.php?candidate_id=5875
80,Brief Details of IPCs,http://myneta.info/ls2014/candidate.php?candidate_id=5871
81,Brief Details of IPCs 1 charges related to Kidnapping or abducting with intent secretly and wrongfully to confine person (IPC Section-365,http://myneta.info/loksabha2004/candidate.php?candidate_id=2271
82,1 charges related to  voluntarily causing grievous hurt (IPC Section-325),http://myneta.info/loksabha2004/candidate.php?candidate_id=2271
83,Brief Details of IPCs 2 charges related to  defamation (IPC Section-500,http://myneta.info/ls2014/candidate.php?candidate_id=6529
84,1 charges related to Being member of an unlawful assembly (IPC Section-143,http://myneta.info/ls2014/candidate.php?candidate_id=6529
85,1 charges related to  criminal trespass (IPC Section-447,http://myneta.info/ls2014/candidate.php?candidate_id=6529
86,1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188,http://myneta.info/ls2014/candidate.php?candidate_id=6529
87,1 charges related to Danger or obstruction in public way or line of navigation (IPC Section-283,http://myneta.info/ls2014/candidate.php?candidate_id=6529
88,1 charges related to Abettor present when offence is committed (IPC Section-114,http://myneta.info/ls2014/candidate.php?candidate_id=6529
89,1 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504),http://myneta.info/ls2014/candidate.php?candidate_id=6529
90,Brief Details of IPCs 1 charges related to Being member of an unlawful assembly (IPC Section-143,http://myneta.info/ls2014/candidate.php?candidate_id=6524
91,1 charges related to  rioting (IPC Section-147,http://myneta.info/ls2014/candidate.php?candidate_id=6524
92,1 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/ls2014/candidate.php?candidate_id=6524
93,1 charges related to Abettor present when offence is committed (IPC Section-114,http://myneta.info/ls2014/candidate.php?candidate_id=6524
94,"1 charges related to Abetment of desertion of soldier, sailor or airman (IPC Section-135)",http://myneta.info/ls2014/candidate.php?candidate_id=6524
95,Brief Details of IPCs 1 charges related to Being member of an unlawful assembly (IPC Section-143,http://myneta.info/ls2014/candidate.php?candidate_id=5619
96,1 charges related to  wrongful restraint (IPC Section-341),http://myneta.info/ls2014/candidate.php?candidate_id=5619
97,Brief Details of IPCs 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188,http://myneta.info/ls2014/candidate.php?candidate_id=7844
98,1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353),http://myneta.info/ls2014/candidate.php?candidate_id=7844
99,Brief Details of IPCs 2 charges related to  criminal intimidation (IPC Section-506,http://myneta.info/ls2014/candidate.php?candidate_id=3123
100,2 charges related to Voluntarily causing hurt to deter public servant from his duty (IPC Section-332,http://myneta.info/ls2014/candidate.php?candidate_id=3123
101,1 charges related to Voluntarily causing grievous hurt to deter public servant from his duty (IPC Section-333,http://myneta.info/ls2014/candidate.php?candidate_id=3123
102,2 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504,http://myneta.info/ls2014/candidate.php?candidate_id=3123
103,1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353),http://myneta.info/ls2014/candidate.php?candidate_id=3123
104,Brief Details of IPCs 3 charges related to Being member of an unlawful assembly (IPC Section-143,http://myneta.info/ls2009/candidate.php?candidate_id=5741
105,3 charges related to  rioting (IPC Section-147,http://myneta.info/ls2009/candidate.php?candidate_id=5741
106,3 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427,http://myneta.info/ls2009/candidate.php?candidate_id=5741
107,"2 charges related to Rioting, armed with deadly weapon (IPC Section-148",http://myneta.info/ls2009/candidate.php?candidate_id=5741
108,"2 charges related to House-trespass after preparation for hurt, assault or wrongful restraint (IPC Section-452",http://myneta.info/ls2009/candidate.php?candidate_id=5741
109,2 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504,http://myneta.info/ls2009/candidate.php?candidate_id=5741
110,2 charges related to  criminal intimidation (IPC Section-506,http://myneta.info/ls2009/candidate.php?candidate_id=5741
111,1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149,http://myneta.info/ls2009/candidate.php?candidate_id=5741
112,1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34,http://myneta.info/ls2009/candidate.php?candidate_id=5741
113,1 charges related to  voluntarily causing hurt (IPC Section-323),http://myneta.info/ls2009/candidate.php?candidate_id=5741
114,Brief Details of IPCs,http://myneta.info/ls2009/candidate.php?candidate_id=5745
115,Brief Details of IPCs,http://myneta.info/ls2014/candidate.php?candidate_id=1583
116,Brief Details of IPCs 1 charges related to  theft (IPC Section-379,http://myneta.info/ls2009/candidate.php?candidate_id=5744
117,2 charges related to Being member of an unlawful assembly (IPC Section-143,http://myneta.info/ls2009/candidate.php?candidate_id=5744
118,2 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149,http://myneta.info/ls2009/candidate.php?candidate_id=5744
119,"1 charges related to House-trespass after preparation for hurt, assault or wrongful restraint (IPC Section-452",http://myneta.info/ls2009/candidate.php?candidate_id=5744
120,1 charges related to  rioting (IPC Section-147,http://myneta.info/ls2009/candidate.php?candidate_id=5744
121,"1 charges related to Rioting, armed with deadly weapon (IPC Section-148",http://myneta.info/ls2009/candidate.php?candidate_id=5744
122,1 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/ls2009/candidate.php?candidate_id=5744
123,1 charges related to  criminal intimidation (IPC Section-506,http://myneta.info/ls2009/candidate.php?candidate_id=5744
124,1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427,http://myneta.info/ls2009/candidate.php?candidate_id=5744
125,1 charges related to  wrongful Confinement (IPC Section-342,http://myneta.info/ls2009/candidate.php?candidate_id=5744
126,1 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504,http://myneta.info/ls2009/candidate.php?candidate_id=5744
127,1 charges related to Obstructing public servant in discharge of public functions (IPC Section-186),http://myneta.info/ls2009/candidate.php?candidate_id=5744
128,Brief Details of IPCs 1 charges related to Attempt to murder (IPC Section-307,http://myneta.info/loksabha2004/candidate.php?candidate_id=157
129,1 charges related to  rioting (IPC Section-147,http://myneta.info/loksabha2004/candidate.php?candidate_id=157
130,"1 charges related to Rioting, armed with deadly weapon (IPC Section-148",http://myneta.info/loksabha2004/candidate.php?candidate_id=157
131,1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188,http://myneta.info/loksabha2004/candidate.php?candidate_id=157
132,1 charges related to Voluntarily causing hurt to deter public servant from his duty (IPC Section-332,http://myneta.info/loksabha2004/candidate.php?candidate_id=157
133,1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149),http://myneta.info/loksabha2004/candidate.php?candidate_id=157
134,Brief Details of IPCs 2 charges related to  theft (IPC Section-379,http://myneta.info/ls2009/candidate.php?candidate_id=5002
135,1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324,http://myneta.info/ls2009/candidate.php?candidate_id=5002
136,"1 charges related to Kidnapping or abducting in order to subject person to grievous hurt, slavery, etc. (IPC Section-367",http://myneta.info/ls2009/candidate.php?candidate_id=5002
137,1 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420,http://myneta.info/ls2009/candidate.php?candidate_id=5002
138,"1 charges related to Forgery of valuable security, will, etc. (IPC Section-467",http://myneta.info/ls2009/candidate.php?candidate_id=5002
139,1 charges related to Forgery for purpose of cheating (IPC Section-468,http://myneta.info/ls2009/candidate.php?candidate_id=5002
140,1 charges related to Using as genuine a forged document or electronic record (IPC Section-471,http://myneta.info/ls2009/candidate.php?candidate_id=5002
141,1 charges related to Attempt to murder (IPC Section-307,http://myneta.info/ls2009/candidate.php?candidate_id=5002
142,2 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/ls2009/candidate.php?candidate_id=5002
143,2 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34,http://myneta.info/ls2009/candidate.php?candidate_id=5002
144,2 charges related to  wrongful restraint (IPC Section-341,http://myneta.info/ls2009/candidate.php?candidate_id=5002
145,1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427,http://myneta.info/ls2009/candidate.php?candidate_id=5002
146,1 charges related to Extortion by putting a person in fear of death or grievous hurt (IPC Section-386,http://myneta.info/ls2009/candidate.php?candidate_id=5002
147,1 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504,http://myneta.info/ls2009/candidate.php?candidate_id=5002
148,1 charges related to  wrongful Confinement (IPC Section-342,http://myneta.info/ls2009/candidate.php?candidate_id=5002
149,1 charges related to Wrongful confinement in secret (IPC Section-346,http://myneta.info/ls2009/candidate.php?candidate_id=5002
150,"1 charges related to Wrongful confinement to extort property, or constrain to illegal act (IPC Section-347",http://myneta.info/ls2009/candidate.php?candidate_id=5002
151,"1 charges related to Voluntarily causing hurt to extort property, or to constrain to an illegal act (IPC Section-327)",http://myneta.info/ls2009/candidate.php?candidate_id=5002
152,Brief Details of IPCs 1 charges related to  theft (IPC Section-379,http://myneta.info/ls2009/candidate.php?candidate_id=5004
153,1 charges related to  extortion (IPC Section-384,http://myneta.info/ls2009/candidate.php?candidate_id=5004
154,2 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34,http://myneta.info/ls2009/candidate.php?candidate_id=5004
155,1 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/ls2009/candidate.php?candidate_id=5004
156,1 charges related to  criminal breach of trust (IPC Section-406,http://myneta.info/ls2009/candidate.php?candidate_id=5004
157,1 charges related to  wrongful restraint (IPC Section-341),http://myneta.info/ls2009/candidate.php?candidate_id=5004
158,Brief Details of IPCs 8 charges related to Kidnapping or abducting in order to murder (IPC Section-364,http://myneta.info/ls2009/candidate.php?candidate_id=5007
159,7 charges related to Attempt to murder (IPC Section-307,http://myneta.info/ls2009/candidate.php?candidate_id=5007
160,6 charges related to Murder (IPC Section-302,http://myneta.info/ls2009/candidate.php?candidate_id=5007
161,2 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324,http://myneta.info/ls2009/candidate.php?candidate_id=5007
162,"2 charges related to Theft in dwelling house, etc. (IPC Section-380",http://myneta.info/ls2009/candidate.php?candidate_id=5007
163,1 charges related to  dacoity (IPC Section-395,http://myneta.info/ls2009/candidate.php?candidate_id=5007
164,1 charges related to Dishonestly receiving property stolen in the commission of a dacoity (IPC Section-412,http://myneta.info/ls2009/candidate.php?candidate_id=5007
165,1 charges related to  theft (IPC Section-379,http://myneta.info/ls2009/candidate.php?candidate_id=5007
166,1 charges related to Kidnapping or abducting with intent secretly and wrongfully to confine person (IPC Section-365,http://myneta.info/ls2009/candidate.php?candidate_id=5007
167,1 charges related to Voluntarily causing grievous hurt by dangerous weapons or means (IPC Section-326,http://myneta.info/ls2009/candidate.php?candidate_id=5007
168,"7 charges related to Rioting, armed with deadly weapon (IPC Section-148",http://myneta.info/ls2009/candidate.php?candidate_id=5007
169,7 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34,http://myneta.info/ls2009/candidate.php?candidate_id=5007
170,7 charges related to  rioting (IPC Section-147,http://myneta.info/ls2009/candidate.php?candidate_id=5007
171,5 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149,http://myneta.info/ls2009/candidate.php?candidate_id=5007
172,2 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/ls2009/candidate.php?candidate_id=5007
173,"2 charges related to Causing disappearance of evidence of offence, or giving false information to screen offender (IPC Section-201",http://myneta.info/ls2009/candidate.php?candidate_id=5007
174,1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353,http://myneta.info/ls2009/candidate.php?candidate_id=5007
175,1 charges related to  wrongful restraint (IPC Section-341,http://myneta.info/ls2009/candidate.php?candidate_id=5007
176,1 charges related to  wrongful Confinement (IPC Section-342,http://myneta.info/ls2009/candidate.php?candidate_id=5007
177,"1 charges related to Mischief by fire or explosive substance with intent to destroy house, etc. (IPC Section-436",http://myneta.info/ls2009/candidate.php?candidate_id=5007
178,1 charges related to Making preparation to commit dacoity (IPC Section-399,http://myneta.info/ls2009/candidate.php?candidate_id=5007
179,1 charges related to Assembling for purpose of committing dacoity (IPC Section-402,http://myneta.info/ls2009/candidate.php?candidate_id=5007
180,1 charges related to Extortion by putting a person in fear of death or grievous hurt (IPC Section-386,http://myneta.info/ls2009/candidate.php?candidate_id=5007
181,"1 charges related to Putting person in fear of death or of grievous hurt, in order to commit extortion (IPC Section-387",http://myneta.info/ls2009/candidate.php?candidate_id=5007
182,"1 charges related to House-trespass after preparation for hurt, assault or wrongful restraint (IPC Section-452",http://myneta.info/ls2009/candidate.php?candidate_id=5007
183,1 charges related to Voluntarily causing hurt in committing robbery (IPC Section-394,http://myneta.info/ls2009/candidate.php?candidate_id=5007
184,1 charges related to Punishment of criminal conspiracy (IPC Section-120B),http://myneta.info/ls2009/candidate.php?candidate_id=5007
185,Brief Details of IPCs 1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324,http://myneta.info/loksabha2004/candidate.php?candidate_id=2604
186,2 charges related to  rioting (IPC Section-147,http://myneta.info/loksabha2004/candidate.php?candidate_id=2604
187,2 charges related to Being member of an unlawful assembly (IPC Section-143,http://myneta.info/loksabha2004/candidate.php?candidate_id=2604
188,"1 charges related to Rioting, armed with deadly weapon (IPC Section-148",http://myneta.info/loksabha2004/candidate.php?candidate_id=2604
189,1 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504,http://myneta.info/loksabha2004/candidate.php?candidate_id=2604
190,1 charges related to  criminal intimidation (IPC Section-506,http://myneta.info/loksabha2004/candidate.php?candidate_id=2604
191,1 charges related to  wrongful restraint (IPC Section-341,http://myneta.info/loksabha2004/candidate.php?candidate_id=2604
192,1 charges related to  wrongful Confinement (IPC Section-342),http://myneta.info/loksabha2004/candidate.php?candidate_id=2604
193,"Brief Details of IPCs 1 charges related to Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony (IPC Section-153A",http://myneta.info/loksabha2004/candidate.php?candidate_id=2602
194,1 charges related to Being member of an unlawful assembly (IPC Section-143,http://myneta.info/loksabha2004/candidate.php?candidate_id=2602
195,1 charges related to  rioting (IPC Section-147,http://myneta.info/loksabha2004/candidate.php?candidate_id=2602
196,1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149,http://myneta.info/loksabha2004/candidate.php?candidate_id=2602
197,1 charges related to  wrongful Confinement (IPC Section-342,http://myneta.info/loksabha2004/candidate.php?candidate_id=2602
198,1 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/loksabha2004/candidate.php?candidate_id=2602
199,1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34),http://myneta.info/loksabha2004/candidate.php?candidate_id=2602
200,Brief Details of IPCs 1 charges related to  defamation (IPC Section-500),http://myneta.info/loksabha2004/candidate.php?candidate_id=2603
201,Brief Details of IPCs 1 charges related to  wrongful restraint (IPC Section-341,http://myneta.info/loksabha2004/candidate.php?candidate_id=2601
202,1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34),http://myneta.info/loksabha2004/candidate.php?candidate_id=2601
203,"Brief Details of IPCs 1 charges related to House-trespass after preparation for hurt, assault or wrongful restraint (IPC Section-452",http://myneta.info/ls2014/candidate.php?candidate_id=7733
204,1 charges related to Voluntarily causing grievous hurt by dangerous weapons or means (IPC Section-326,http://myneta.info/ls2014/candidate.php?candidate_id=7733
205,1 charges related to Assault or criminal force in attempt to commit theft of property carried by a person (IPC Section-356,http://myneta.info/ls2014/candidate.php?candidate_id=7733
206,1 charges related to  house-trespass (IPC Section-448,http://myneta.info/ls2014/candidate.php?candidate_id=7733
207,1 charges related to Printing or engraving matter known to be defamatory (IPC Section-501,http://myneta.info/ls2014/candidate.php?candidate_id=7733
208,"1 charges related to Rioting, armed with deadly weapon (IPC Section-148",http://myneta.info/ls2014/candidate.php?candidate_id=7733
209,1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149,http://myneta.info/ls2014/candidate.php?candidate_id=7733
210,1 charges related to  voluntarily causing hurt (IPC Section-323),http://myneta.info/ls2014/candidate.php?candidate_id=7733
211,Brief Details of IPCs 1 charges related to  house-trespass (IPC Section-448,http://myneta.info/ls2014/candidate.php?candidate_id=2523
212,1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353),http://myneta.info/ls2014/candidate.php?candidate_id=2523
213,Brief Details of IPCs 1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149,http://myneta.info/ls2014/candidate.php?candidate_id=9412
214,1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427,http://myneta.info/ls2014/candidate.php?candidate_id=9412
215,1 charges related to  rioting (IPC Section-147),http://myneta.info/ls2014/candidate.php?candidate_id=9412
216,Brief Details of IPCs 1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427,http://myneta.info/ls2014/candidate.php?candidate_id=7926
217,1 charges related to Act endangering life or personal safety of others (IPC Section-336,http://myneta.info/ls2014/candidate.php?candidate_id=7926
218,1 charges related to  house-trespass (IPC Section-448),http://myneta.info/ls2014/candidate.php?candidate_id=7926
219,Brief Details of IPCs 1 charges related to Attempt to murder (IPC Section-307,http://myneta.info/ls2009/candidate.php?candidate_id=1839
220,1 charges related to Murder (IPC Section-302,http://myneta.info/ls2009/candidate.php?candidate_id=1839
221,2 charges related to  rioting (IPC Section-147,http://myneta.info/ls2009/candidate.php?candidate_id=1839
222,"2 charges related to Rioting, armed with deadly weapon (IPC Section-148",http://myneta.info/ls2009/candidate.php?candidate_id=1839
223,1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353,http://myneta.info/ls2009/candidate.php?candidate_id=1839
224,1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149,http://myneta.info/ls2009/candidate.php?candidate_id=1839
225,1 charges related to Dishonest misappropriation of property possessed by deceased person at the time of his death (IPC Section-404,http://myneta.info/ls2009/candidate.php?candidate_id=1839
226,1 charges related to Punishment of criminal conspiracy (IPC Section-120B),http://myneta.info/ls2009/candidate.php?candidate_id=1839
227,Brief Details of IPCs 1 charges related to  theft (IPC Section-379,http://myneta.info/ls2009/candidate.php?candidate_id=1838
