,detail,url
2750,"3 charges related to Rioting, armed with deadly weapon (IPC Section-148",http://myneta.info/ls2014/candidate.php?candidate_id=5915
2751,3 charges related to  wrongful restraint (IPC Section-341,http://myneta.info/ls2014/candidate.php?candidate_id=5915
2752,2 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427,http://myneta.info/ls2014/candidate.php?candidate_id=5915
2753,1 charges related to  wrongful Confinement (IPC Section-342,http://myneta.info/ls2014/candidate.php?candidate_id=5915
2754,1 charges related to Wrongful confinement for three or more days (IPC Section-343,http://myneta.info/ls2014/candidate.php?candidate_id=5915
2755,1 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/ls2014/candidate.php?candidate_id=5915
2756,1 charges related to Joining unlawful assembly armed with deadly weapon (IPC Section-144,http://myneta.info/ls2014/candidate.php?candidate_id=5915
2757,1 charges related to Unlawful assembly (IPC Section-141),http://myneta.info/ls2014/candidate.php?candidate_id=5915
2758,Brief Details of IPCs 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188),http://myneta.info/ls2009/candidate.php?candidate_id=5072
2759,Brief Details of IPCs 1 charges related to Obstructing public servant in discharge of public functions (IPC Section-186,http://myneta.info/ls2014/candidate.php?candidate_id=909
2760,1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427),http://myneta.info/ls2014/candidate.php?candidate_id=909
2761,"Brief Details of IPCs 1 charges related to Forgery of valuable security, will, etc. (IPC Section-467",http://myneta.info/ls2014/candidate.php?candidate_id=54
2762,1 charges related to Forgery for purpose of cheating (IPC Section-468,http://myneta.info/ls2014/candidate.php?candidate_id=54
2763,1 charges related to  criminal breach of trust (IPC Section-406,http://myneta.info/ls2014/candidate.php?candidate_id=54
2764,1 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420,http://myneta.info/ls2014/candidate.php?candidate_id=54
2765,1 charges related to Dishonest or fraudulent execution of deed of transfer containing false statement of consideration (IPC Section-423,http://myneta.info/ls2014/candidate.php?candidate_id=54
2766,1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34,http://myneta.info/ls2014/candidate.php?candidate_id=54
2767,1 charges related to Using as genuine a forged document or electronic record (IPC Section-471),http://myneta.info/ls2014/candidate.php?candidate_id=54
2768,Brief Details of IPCs,http://myneta.info/ls2014/candidate.php?candidate_id=907
2769,Brief Details of IPCs 1 charges related to  robbery (IPC Section-392,http://myneta.info/ls2014/candidate.php?candidate_id=57
2770,1 charges related to Dishonestly receiving stolen property (IPC Section-411,http://myneta.info/ls2014/candidate.php?candidate_id=57
2771,1 charges related to Attempt to murder (IPC Section-307,http://myneta.info/ls2014/candidate.php?candidate_id=57
2772,1 charges related to  rape (IPC Section-376,http://myneta.info/ls2014/candidate.php?candidate_id=57
2773,1 charges related to  attempting to commit offences punishable with imprisonment for life or other imprisonment (IPC Section-511,http://myneta.info/ls2014/candidate.php?candidate_id=57
2774,1 charges related to  undue influence or personation at an election (IPC Section-171F,http://myneta.info/ls2014/candidate.php?candidate_id=57
2775,1 charges related to Illegal payments in connection with an election (IPC Section-171H,http://myneta.info/ls2014/candidate.php?candidate_id=57
2776,1 charges related to  bribery (IPC Section-171E,http://myneta.info/ls2014/candidate.php?candidate_id=57
2777,1 charges related to  criminal intimidation (IPC Section-506,http://myneta.info/ls2014/candidate.php?candidate_id=57
2778,1 charges related to Voluntarily causing hurt to deter public servant from his duty (IPC Section-332,http://myneta.info/ls2014/candidate.php?candidate_id=57
2779,2 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188,http://myneta.info/ls2014/candidate.php?candidate_id=57
2780,2 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353,http://myneta.info/ls2014/candidate.php?candidate_id=57
2781,1 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/ls2014/candidate.php?candidate_id=57
2782,1 charges related to  rioting (IPC Section-147,http://myneta.info/ls2014/candidate.php?candidate_id=57
2783,"1 charges related to Rioting, armed with deadly weapon (IPC Section-148",http://myneta.info/ls2014/candidate.php?candidate_id=57
2784,1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149,http://myneta.info/ls2014/candidate.php?candidate_id=57
2785,1 charges related to Punishment of criminal conspiracy (IPC Section-120B,http://myneta.info/ls2014/candidate.php?candidate_id=57
2786,"1 charges related to Punishment of abetment if the act abetted is committed in consequence, and where no express provision is made for its punishment (IPC Section-109",http://myneta.info/ls2014/candidate.php?candidate_id=57
2787,1 charges related to Abettor present when offence is committed (IPC Section-114,http://myneta.info/ls2014/candidate.php?candidate_id=57
2788,1 charges related to  defamation (IPC Section-500,http://myneta.info/ls2014/candidate.php?candidate_id=57
2789,"1 charges related to Abetment of act of insubordination by soldier, sailor or airman (IPC Section-138",http://myneta.info/ls2014/candidate.php?candidate_id=57
2790,1 charges related to Being member of unlawful assembly (IPC Section-142,http://myneta.info/ls2014/candidate.php?candidate_id=57
2791,1 charges related to Unlawful assembly (IPC Section-141,http://myneta.info/ls2014/candidate.php?candidate_id=57
2792,"1 charges related to Abetment of desertion of soldier, sailor or airman (IPC Section-135",http://myneta.info/ls2014/candidate.php?candidate_id=57
2793,1 charges related to Obstructing public servant in discharge of public functions (IPC Section-186,http://myneta.info/ls2014/candidate.php?candidate_id=57
2794,1 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504),http://myneta.info/ls2014/candidate.php?candidate_id=57
2795,Brief Details of IPCs 15 charges related to  criminal intimidation (IPC Section-506,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2796,6 charges related to Attempt to murder (IPC Section-307,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2797,6 charges related to Murder (IPC Section-302,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2798,4 charges related to Kidnapping or abducting in order to murder (IPC Section-364,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2799,3 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2800,2 charges related to Voluntarily causing hurt to deter public servant from his duty (IPC Section-332,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2801,"2 charges related to Causing disappearance of evidence of offence, or giving false information to screen offender (IPC Section-201",http://myneta.info/ls2014/candidate.php?candidate_id=8313
2802,"2 charges related to Putting person in fear of death or of grievous hurt, in order to commit extortion (IPC Section-387",http://myneta.info/ls2014/candidate.php?candidate_id=8313
2803,"2 charges related to House-trespass after preparation for hurt, assault or wrongful restraint (IPC Section-452",http://myneta.info/ls2014/candidate.php?candidate_id=8313
2804,2 charges related to  extortion (IPC Section-384,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2805,1 charges related to Giving or fabricating false evidence with intent to procure conviction of capital offence (IPC Section-194,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2806,1 charges related to Threatening any person to give false information (IPC Section-195A,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2807,1 charges related to Forgery for purpose of cheating (IPC Section-468,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2808,1 charges related to  false evidence (IPC Section-193,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2809,1 charges related to Voluntarily causing hurt in committing robbery (IPC Section-394,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2810,1 charges related to  voluntarily causing grievous hurt (IPC Section-325,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2811,"1 charges related to Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony (IPC Section-153A",http://myneta.info/ls2014/candidate.php?candidate_id=8313
2812,1 charges related to Kidnapping or abducting with intent secretly and wrongfully to confine person (IPC Section-365,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2813,"1 charges related to Wrongfully concealing or keeping in confinement, kidnapped or abducted person (IPC Section-368",http://myneta.info/ls2014/candidate.php?candidate_id=8313
2814,1 charges related to Mischief with intent to destroy or make unsafe a decked vessel or one of twenty tons burden (IPC Section-437,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2815,1 charges related to House-trespass in order to commit offence punishable with imprisonment (IPC Section-451,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2816,1 charges related to Extortion by putting a person in fear of death or grievous hurt (IPC Section-386,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2817,16 charges related to  rioting (IPC Section-147,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2818,14 charges related to Punishment of criminal conspiracy (IPC Section-120B,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2819,"12 charges related to Rioting, armed with deadly weapon (IPC Section-148",http://myneta.info/ls2014/candidate.php?candidate_id=8313
2820,12 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2821,12 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2822,11 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2823,6 charges related to Act endangering life or personal safety of others (IPC Section-336,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2824,6 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2825,6 charges related to  wrongful Confinement (IPC Section-342,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2826,5 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2827,4 charges related to  wrongful restraint (IPC Section-341,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2828,3 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2829,3 charges related to  house-trespass (IPC Section-448,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2830,2 charges related to  cheating by personation (IPC Section-419,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2831,2 charges related to  criminal trespass (IPC Section-447,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2832,1 charges related to Using as genuine a forged document or electronic record (IPC Section-471,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2833,1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2834,1 charges related to Negligent conduct with respect to explosive substance (IPC Section-286,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2835,1 charges related to Being member of an unlawful assembly (IPC Section-143,http://myneta.info/ls2014/candidate.php?candidate_id=8313
2836,1 charges related to Wantonly giving provocation with intent to cause riot-if rioting be committed-if not committed (IPC Section-153),http://myneta.info/ls2014/candidate.php?candidate_id=8313
2837,Brief Details of IPCs 1 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420,http://myneta.info/ls2009/candidate.php?candidate_id=8022
2838,"1 charges related to Forgery of valuable security, will, etc. (IPC Section-467",http://myneta.info/ls2009/candidate.php?candidate_id=8022
2839,1 charges related to Forgery for purpose of cheating (IPC Section-468,http://myneta.info/ls2009/candidate.php?candidate_id=8022
2840,"1 charges related to Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony (IPC Section-153A",http://myneta.info/ls2009/candidate.php?candidate_id=8022
2841,3 charges related to  rioting (IPC Section-147,http://myneta.info/ls2009/candidate.php?candidate_id=8022
2842,1 charges related to  criminal breach of trust (IPC Section-406,http://myneta.info/ls2009/candidate.php?candidate_id=8022
2843,1 charges related to  wrongful restraint (IPC Section-341,http://myneta.info/ls2009/candidate.php?candidate_id=8022
2844,"1 charges related to Rioting, armed with deadly weapon (IPC Section-148",http://myneta.info/ls2009/candidate.php?candidate_id=8022
2845,1 charges related to  wrongful Confinement (IPC Section-342,http://myneta.info/ls2009/candidate.php?candidate_id=8022
2846,1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353,http://myneta.info/ls2009/candidate.php?candidate_id=8022
2847,1 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504,http://myneta.info/ls2009/candidate.php?candidate_id=8022
2848,1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188,http://myneta.info/ls2009/candidate.php?candidate_id=8022
2849,"1 charges related to Uttering, words, etc., with deliberate intent to wound the religious feelings of any person (IPC Section-298)",http://myneta.info/ls2009/candidate.php?candidate_id=8022
2850,Brief Details of IPCs 1 charges related to  extortion (IPC Section-384,http://myneta.info/ls2009/candidate.php?candidate_id=4915
2851,1 charges related to  theft (IPC Section-379,http://myneta.info/ls2009/candidate.php?candidate_id=4915
2852,"1 charges related to Rioting, armed with deadly weapon (IPC Section-148",http://myneta.info/ls2009/candidate.php?candidate_id=4915
2853,1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149,http://myneta.info/ls2009/candidate.php?candidate_id=4915
2854,1 charges related to  wrongful restraint (IPC Section-341,http://myneta.info/ls2009/candidate.php?candidate_id=4915
2855,1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353,http://myneta.info/ls2009/candidate.php?candidate_id=4915
2856,1 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/ls2009/candidate.php?candidate_id=4915
2857,1 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504,http://myneta.info/ls2009/candidate.php?candidate_id=4915
2858,1 charges related to Causing hurt by act endangering life or personal safety of others (IPC Section-337,http://myneta.info/ls2009/candidate.php?candidate_id=4915
2859,1 charges related to Causing grievous hurt by act endangering life or personal safety of others (IPC Section-338,http://myneta.info/ls2009/candidate.php?candidate_id=4915
2860,1 charges related to Putting person in fear of injury in order to commit extortion (IPC Section-385,http://myneta.info/ls2009/candidate.php?candidate_id=4915
2861,1 charges related to Extortion by putting a person in fear of death or grievous hurt (IPC Section-386,http://myneta.info/ls2009/candidate.php?candidate_id=4915
2862,"1 charges related to Punishment of abetment if the act abetted is committed in consequence, and where no express provision is made for its punishment (IPC Section-109",http://myneta.info/ls2009/candidate.php?candidate_id=4915
2863,"1 charges related to Assaulting or obstructing public servant when suppressing riot, etc. (IPC Section-152",http://myneta.info/ls2009/candidate.php?candidate_id=4915
2864,1 charges related to Punishment of criminal conspiracy (IPC Section-120B,http://myneta.info/ls2009/candidate.php?candidate_id=4915
2865,1 charges related to  rioting (IPC Section-147),http://myneta.info/ls2009/candidate.php?candidate_id=4915
2866,Brief Details of IPCs 1 charges related to  defamation (IPC Section-500),http://myneta.info/ls2014/candidate.php?candidate_id=4146
2867,Brief Details of IPCs 1 charges related to Obscene acts and songs (IPC Section-294,http://myneta.info/ls2009/candidate.php?candidate_id=3254
2868,"1 charges related to House-trespass after preparation for hurt, assault or wrongful restraint (IPC Section-452)",http://myneta.info/ls2009/candidate.php?candidate_id=3254
2869,Brief Details of IPCs 2 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420,http://myneta.info/ls2009/candidate.php?candidate_id=3251
2870,"1 charges related to Forgery of valuable security, will, etc. (IPC Section-467",http://myneta.info/ls2009/candidate.php?candidate_id=3251
2871,1 charges related to Forgery for purpose of cheating (IPC Section-468,http://myneta.info/ls2009/candidate.php?candidate_id=3251
2872,1 charges related to Using as genuine a forged document or electronic record (IPC Section-471,http://myneta.info/ls2009/candidate.php?candidate_id=3251
2873,2 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34,http://myneta.info/ls2009/candidate.php?candidate_id=3251
2874,1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188,http://myneta.info/ls2009/candidate.php?candidate_id=3251
2875,"1 charges related to Public servant disobeying law, with intent to cause injury to any person (IPC Section-166",http://myneta.info/ls2009/candidate.php?candidate_id=3251
2876,1 charges related to Public servant disobeying direction of law with intent to save person from punishment or property from forfeiture (IPC Section-217,http://myneta.info/ls2009/candidate.php?candidate_id=3251
2877,1 charges related to Public servant framing incorrect record or writing with intent to save person from punishment or property from forfeiture (IPC Section-218,http://myneta.info/ls2009/candidate.php?candidate_id=3251
2878,1 charges related to Falsification of accounts (IPC Section-477A,http://myneta.info/ls2009/candidate.php?candidate_id=3251
2879,1 charges related to Punishment of criminal conspiracy (IPC Section-120B),http://myneta.info/ls2009/candidate.php?candidate_id=3251
2880,Brief Details of IPCs,http://myneta.info/ls2009/candidate.php?candidate_id=3663
2881,Brief Details of IPCs 2 charges related to Murder (IPC Section-302,http://myneta.info/ls2009/candidate.php?candidate_id=7315
2882,2 charges related to  criminal trespass (IPC Section-447,http://myneta.info/ls2009/candidate.php?candidate_id=7315
2883,2 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34,http://myneta.info/ls2009/candidate.php?candidate_id=7315
2884,2 charges related to Punishment of criminal conspiracy (IPC Section-120B,http://myneta.info/ls2009/candidate.php?candidate_id=7315
2885,1 charges related to Being member of an unlawful assembly (IPC Section-143,http://myneta.info/ls2009/candidate.php?candidate_id=7315
2886,1 charges related to  wrongful restraint (IPC Section-341,http://myneta.info/ls2009/candidate.php?candidate_id=7315
2887,1 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/ls2009/candidate.php?candidate_id=7315
2888,1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427,http://myneta.info/ls2009/candidate.php?candidate_id=7315
2889,1 charges related to Abetment of offence punishable with death or imprisonment for life-if offence not committed (IPC Section-115,http://myneta.info/ls2009/candidate.php?candidate_id=7315
2890,1 charges related to  criminal intimidation (IPC Section-506),http://myneta.info/ls2009/candidate.php?candidate_id=7315
2891,"Brief Details of IPCs 2 charges related to Forgery of valuable security, will, etc. (IPC Section-467",http://myneta.info/ls2009/candidate.php?candidate_id=3031
2892,2 charges related to  forgery (IPC Section-465,http://myneta.info/ls2009/candidate.php?candidate_id=3031
2893,2 charges related to Forgery for purpose of cheating (IPC Section-468,http://myneta.info/ls2009/candidate.php?candidate_id=3031
2894,2 charges related to Using as genuine a forged document or electronic record (IPC Section-471,http://myneta.info/ls2009/candidate.php?candidate_id=3031
2895,2 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420,http://myneta.info/ls2009/candidate.php?candidate_id=3031
2896,"1 charges related to Forgery of record of court or of public register, etc. (IPC Section-466",http://myneta.info/ls2009/candidate.php?candidate_id=3031
2897,1 charges related to  undue influence or personation at an election (IPC Section-171F,http://myneta.info/ls2009/candidate.php?candidate_id=3031
2898,"2 charges related to Criminal breach of trust by public servant, or by banker, merchant or agent (IPC Section-409",http://myneta.info/ls2009/candidate.php?candidate_id=3031
2899,2 charges related to Falsification of accounts (IPC Section-477A,http://myneta.info/ls2009/candidate.php?candidate_id=3031
2900,2 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353,http://myneta.info/ls2009/candidate.php?candidate_id=3031
2901,2 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/ls2009/candidate.php?candidate_id=3031
2902,2 charges related to  wrongful restraint (IPC Section-341,http://myneta.info/ls2009/candidate.php?candidate_id=3031
2903,2 charges related to  criminal breach of trust (IPC Section-406,http://myneta.info/ls2009/candidate.php?candidate_id=3031
2904,1 charges related to Wearing grab or carrying token used by public servant with fraudulent intent (IPC Section-171,http://myneta.info/ls2009/candidate.php?candidate_id=3031
2905,1 charges related to Criminal force (IPC Section-350,http://myneta.info/ls2009/candidate.php?candidate_id=3031
2906,"1 charges related to Punishment of abetment if the act abetted is committed in consequence, and where no express provision is made for its punishment (IPC Section-109",http://myneta.info/ls2009/candidate.php?candidate_id=3031
2907,"1 charges related to Having possession of document described in Section 466 or 467, knowing it to be forged and intending to use it as genuine (IPC Section-474",http://myneta.info/ls2009/candidate.php?candidate_id=3031
2908,1 charges related to Concealing design to commit offence punishable with imprisonment (IPC Section-120,http://myneta.info/ls2009/candidate.php?candidate_id=3031
2909,1 charges related to  house-trespass (IPC Section-448,http://myneta.info/ls2009/candidate.php?candidate_id=3031
2910,1 charges related to  criminal intimidation (IPC Section-506,http://myneta.info/ls2009/candidate.php?candidate_id=3031
2911,"1 charges related to Wrongful confinement to extort property, or constrain to illegal act (IPC Section-347",http://myneta.info/ls2009/candidate.php?candidate_id=3031
2912,1 charges related to Putting person in fear of injury in order to commit extortion (IPC Section-385,http://myneta.info/ls2009/candidate.php?candidate_id=3031
2913,1 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504,http://myneta.info/ls2009/candidate.php?candidate_id=3031
2914,1 charges related to Knowingly joining or continuing in assembly of five or more persons after it has been commanded to disperse (IPC Section-151,http://myneta.info/ls2009/candidate.php?candidate_id=3031
2915,1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188,http://myneta.info/ls2009/candidate.php?candidate_id=3031
2916,"1 charges related to House-trespass after preparation for hurt, assault or wrongful restraint (IPC Section-452)",http://myneta.info/ls2009/candidate.php?candidate_id=3031
2917,Brief Details of IPCs 2 charges related to Attempt to murder (IPC Section-307,http://myneta.info/ls2014/candidate.php?candidate_id=2815
2918,1 charges related to  undue influence or personation at an election (IPC Section-171F,http://myneta.info/ls2014/candidate.php?candidate_id=2815
2919,3 charges related to  rioting (IPC Section-147,http://myneta.info/ls2014/candidate.php?candidate_id=2815
2920,"3 charges related to Rioting, armed with deadly weapon (IPC Section-148",http://myneta.info/ls2014/candidate.php?candidate_id=2815
2921,2 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149,http://myneta.info/ls2014/candidate.php?candidate_id=2815
2922,2 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427,http://myneta.info/ls2014/candidate.php?candidate_id=2815
2923,2 charges related to Punishment of criminal conspiracy (IPC Section-120B,http://myneta.info/ls2014/candidate.php?candidate_id=2815
2924,2 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504,http://myneta.info/ls2014/candidate.php?candidate_id=2815
2925,1 charges related to Obstructing public servant in discharge of public functions (IPC Section-186,http://myneta.info/ls2014/candidate.php?candidate_id=2815
2926,1 charges related to  wrongful Confinement (IPC Section-342,http://myneta.info/ls2014/candidate.php?candidate_id=2815
2927,1 charges related to  wrongful restraint (IPC Section-341,http://myneta.info/ls2014/candidate.php?candidate_id=2815
2928,1 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/ls2014/candidate.php?candidate_id=2815
2929,1 charges related to Causing hurt by act endangering life or personal safety of others (IPC Section-337,http://myneta.info/ls2014/candidate.php?candidate_id=2815
2930,1 charges related to Being member of an unlawful assembly (IPC Section-143,http://myneta.info/ls2014/candidate.php?candidate_id=2815
2931,1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188),http://myneta.info/ls2014/candidate.php?candidate_id=2815
2932,Brief Details of IPCs 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188,http://myneta.info/ls2014/candidate.php?candidate_id=2816
2933,1 charges related to Being member of an unlawful assembly (IPC Section-143),http://myneta.info/ls2014/candidate.php?candidate_id=2816
2934,Brief Details of IPCs 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188),http://myneta.info/ls2014/candidate.php?candidate_id=2817
2935,Brief Details of IPCs 1 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/loksabha2004/candidate.php?candidate_id=5049
2936,1 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504,http://myneta.info/loksabha2004/candidate.php?candidate_id=5049
2937,1 charges related to  criminal intimidation (IPC Section-506),http://myneta.info/loksabha2004/candidate.php?candidate_id=5049
2938,Brief Details of IPCs 3 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188),http://myneta.info/ls2014/candidate.php?candidate_id=4553
2939,Brief Details of IPCs 1 charges related to Being member of an unlawful assembly (IPC Section-143,http://myneta.info/ls2014/candidate.php?candidate_id=4559
2940,1 charges related to  rioting (IPC Section-147,http://myneta.info/ls2014/candidate.php?candidate_id=4559
2941,1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427,http://myneta.info/ls2014/candidate.php?candidate_id=4559
2942,1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188),http://myneta.info/ls2014/candidate.php?candidate_id=4559
2943,Brief Details of IPCs,http://myneta.info/ls2009/candidate.php?candidate_id=2618
2944,Brief Details of IPCs 1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324,http://myneta.info/ls2009/candidate.php?candidate_id=2615
2945,3 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504,http://myneta.info/ls2009/candidate.php?candidate_id=2615
2946,2 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/ls2009/candidate.php?candidate_id=2615
2947,2 charges related to Abettor present when offence is committed (IPC Section-114),http://myneta.info/ls2009/candidate.php?candidate_id=2615
2948,Brief Details of IPCs 2 charges related to  voluntarily causing hurt (IPC Section-323,http://myneta.info/ls2009/candidate.php?candidate_id=7591
2949,2 charges related to  wrongful restraint (IPC Section-341,http://myneta.info/ls2009/candidate.php?candidate_id=7591
2950,2 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34,http://myneta.info/ls2009/candidate.php?candidate_id=7591
2951,1 charges related to Assault or criminal force to woman with intent to outrage her modesty (IPC Section-354,http://myneta.info/ls2009/candidate.php?candidate_id=7591
2952,1 charges related to  criminal intimidation (IPC Section-506,http://myneta.info/ls2009/candidate.php?candidate_id=7591
2953,"1 charges related to Word, gesture or act intended to insult the modesty of a woman (IPC Section-509)",http://myneta.info/ls2009/candidate.php?candidate_id=7591
2954,Brief Details of IPCs,http://myneta.info/ls2014/candidate.php?candidate_id=3022
2955,Brief Details of IPCs 2 charges related to Being member of an unlawful assembly (IPC Section-143,http://myneta.info/ls2014/candidate.php?candidate_id=1891
2956,2 charges related to  rioting (IPC Section-147,http://myneta.info/ls2014/candidate.php?candidate_id=1891
2957,2 charges related to Danger or obstruction in public way or line of navigation (IPC Section-283,http://myneta.info/ls2014/candidate.php?candidate_id=1891
2958,2 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149,http://myneta.info/ls2014/candidate.php?candidate_id=1891
2959,1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188),http://myneta.info/ls2014/candidate.php?candidate_id=1891
2960,Brief Details of IPCs 1 charges related to  rioting (IPC Section-147,http://myneta.info/ls2009/candidate.php?candidate_id=4241
2961,"1 charges related to Rioting, armed with deadly weapon (IPC Section-148",http://myneta.info/ls2009/candidate.php?candidate_id=4241
2962,1 charges related to  wrongful Confinement (IPC Section-342,http://myneta.info/ls2009/candidate.php?candidate_id=4241
2963,1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353,http://myneta.info/ls2009/candidate.php?candidate_id=4241
2964,1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427,http://myneta.info/ls2009/candidate.php?candidate_id=4241
2965,1 charges related to  criminal intimidation (IPC Section-506),http://myneta.info/ls2009/candidate.php?candidate_id=4241
2966,Brief Details of IPCs 1 charges related to Murder (IPC Section-302,http://myneta.info/ls2009/candidate.php?candidate_id=4243
2967,1 charges related to Assisting in concealment of stolen property (IPC Section-414,http://myneta.info/ls2009/candidate.php?candidate_id=4243
2968,1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34),http://myneta.info/ls2009/candidate.php?candidate_id=4243
2969,Brief Details of IPCs 1 charges related to Forgery for purpose of cheating (IPC Section-468,http://myneta.info/ls2009/candidate.php?candidate_id=743
2970,1 charges related to Using as genuine a forged document or electronic record (IPC Section-471,http://myneta.info/ls2009/candidate.php?candidate_id=743
2971,1 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420,http://myneta.info/ls2009/candidate.php?candidate_id=743
2972,1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34),http://myneta.info/ls2009/candidate.php?candidate_id=743
2973,"Brief Details of IPCs 1 charges related to Theft in dwelling house, etc. (IPC Section-380",http://myneta.info/ls2009/candidate.php?candidate_id=1513
