,IPC_sections,Other,serial_no,type,url,year_election
2415,[188]," 23(A)(3) of West Bengal Panchayat Amendment Act 2006,  Case No 195/11 Court Addi. Chief Judicial Magistrate Kalyani Nadia Haringhata P.S  ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=9777,2014
2416,[]," Case No 196/11, Court Addi. Chief Judicial Magistrate Kalyani Nadia Haringhata P.S ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=9777,2014
2417,[], Case No 171/11 Court Addi. Chief Judicial Magistrate Kalyani Nadia Haringhata P.S , 3,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=9777,2014
2418,"[147, 504, 506]",  , 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3894,2009
2419,"[147, 332, 353, 427, 392, 504, 506, 336]", Case No.390/08 , 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3897,2009
2420,"[147, 148, 149, 307, 216A]"," Section. 12/14  द. प्र. क्षे. अधिनियम,  FIR No.42/98, P.S. -Manikpur,District-Chitrakut,State-Uttar Pradesh,,Date of framing charges 10.01.2000( Acquitted Cases are - 1)FIR No. 258/2000, Date of framing charges 21.03.2001, IPC Sections - 353, 352, 506 ,Acquitted Date : 5-5-2008, 2)FIR No. 978/95, IPC Sections - 147, 427, 506, Acquitted Date:3-6-2002)  ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3896,2009
2421,"[323, 324, 504, 506(2), 114]"," BHILODA POLICE STATION,FRI NO.69/2008, UMARGHAM, MEGISTRATE SIR COURT, 1196/08, 21-10-08 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6599,2014
2422,[]," 135 B.P.Act, Criminal No.44/2000, CC No.538/2000, Date-24/7/2000 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=1511,2014
2423,"[143, 341]"," 135 B.P.Act, Criminal No.33/2005, CC No.965/2005,Date-4/7/2005 ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=1511,2014
2424,[]," 135 B.P.Act, Criminal No.3069/2011, Case No.1528/12,Date-21/8/2012 ", 3,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=1511,2014
2425,[188]," 135 B.P.Act, Criminal No.3082/2014 ", 4,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=1511,2014
2426,"[147, 148, 149, 323, 324, 325, 326, 307, 379, 353, 427]"," Case no. 75/92, T. R. No. 1081/04, Date.20.05.2006 ", 1,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=800,2004
2427,"[147, 148, 149, 323, 307, 427, 304]"," 315 Explosive Substances Act, S.TR No. 411/02, Case no,75/92, Date 15.01.1996, 16.01.1996
 ", 2,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=800,2004
2428,[188]," Case no,68/89, TR.No. 1089/04, Date 22.2.1990 ", 3,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=800,2004
2429,"[147, 148, 149, 452, 380, 307, 323, 324, 426, 120(B)]"," Case no. 70/90, Date 24.10.1991 Fast track court no,1 Sivan  ", 4,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=800,2004
2430,"[144, 452, 379, 380, 427]"," Case no. 47/95, TR.No. 304/04 ", 5,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=800,2004
2431,"[147, 148, 149, 323, 364, 120]"," Case no,166/2003 ", 6,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=800,2004
2432,"[147, 148, 149, 307, 302, 120(B)]"," 27 Arms Act, Case no. 158/2003 ", 7,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=800,2004
2433,[]," 171(B) Cr. P. C. Act, CJM Madhubani, Date 07-12-10 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=6236,2014
2434,"[406, 420, 465, 468, 120B]"," Cr.No.15/2008,in CC.No.298/2013 DCB, Tirunelveli, Judicial Magistrate No.1, Tirunelveli taken on file 28.06.2013 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=4335,2014
2435,"[120B, 406, 420, 465, 467, 468, 471]"," Cr.No.19/2008, in CC.No.342/2013,DCB,Tirunelveli Judicial Magistrate no.1, Tirunelveli, taken on file 07.11.2013 ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=4335,2014
2436,"[420, 120B]"," Cr.No.1/2004, in CC. No.266/2013, DCB, Tirunelveli Judicial magistrate No.1, Tirunelveli, taken on file 10.12.2013 ", 3,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=4335,2014
2437,"[406, 420, 120B]"," Cr.No.10/2005, in CC.No.307/2009, CID,Crime , Gandhinagar, Gujarat, CMM Court, Ahamadabad, taken on file 29.10.2009 ", 4,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=4335,2014
2438,"[294B, 324, 506(ii), 307, 420]"," Cr.No.80/2003, in CC.No.192/2006, Asst.Sessions Court, Devakottai, taken on file 23.08.2006 ", 5,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=4335,2014
2439,"[364, 307, 147, 148, 149, 426, 323, 324]"," 27 Arms Act, Case No. S. Tr. No.224/83, Cognizance Date 13.9.79, Court Chief Judicial Magistrate, Mob'hari ,E. Champaran ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3033,2009
2440,"[147, 148, 149, 448, 323, 341, 324, 307, 435, 153A]"," Case No. Tr. No.2295/09, Cognizance Date 04.01.07, Court Chief Judicial Magistrate, Mob'hari, E.Champaran ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3033,2009
2441,[]," 7 of The P.C. Act 1988, Allegation of Accepting bribe of Rs. 500/- Session court paschim madiripur, Case no. 3214/2003, Case 23.07.2004 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=4797,2009
2442,"[143, 341]"," 174 Railway act., Case no.3/08, G.R.P. Jaynagar P.S. ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3099,2009
2443,"[323, 353, 427, 504, 247, 332, 342, 506]"," Case no.286/07, Madhubani Town P.S. ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3099,2009
2444,"[147, 145, 323, 427]"," Sec. 27 Arms Act, C.R.No.183/06, S.D.J.M.Madhubani, Cognizance Date-25.01.07 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3098,2009
2445,"[147, 148, 149, 188, 341, 342, 323, 324, 307]"," Sec. 27 Arms Act, PS Case No.21/05, C.J.M.Madhubani, Cognizance Date-01.03.06 ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3098,2009
2446,"[323, 406, 409]"," C.R.No.734/07, Shri S.T.Bassi,J.M.1st Class,Madhubani ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3098,2009
2447,"[143, 341, 151]"," Gaghat P.S.Case No.148/06, Chief Judicial Magistrate,Muzaffarpur, Cognizance Date-10.07.07 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3128,2009
2448,"[147, 148, 149 341, 323 324, 307, 504]"," 3/4 Explosive Act, Gaghat P.S.Case No.45/06, Cognizance Date-05.03.09 ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3128,2009
2449,"[302, 353]"," Madhubani P.S. Case No. 51/2002, Police Station-Madhubani Town, District-Madhubani, State-Bihar, Sri A. Kumar, F.T.C.IInd,Madhubani, Date of order-12.12.2006, Cognizance Date-13.06.06 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3097,2009
2450,"[188, 431]"," Madhubani Town P.S. Case No. 1560/05, Cognizance Date-25.05.07 ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3097,2009
2451,"[323, 379, 34]"," PS Case No.45/2005, Dated 16.02.2005, C.J.M.Madhubani, Cognizance Date-03.03.2006 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3091,2009
2452,"[147, 148, 149, 337, 341, 188, 332, 353]"," 108, 120 Rly Act, Cognizance Date-1.12.97,Session Trial ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3092,2009
2453,"[147, 341, 373, 370, 447, 353, 149, 188]", 120 Rly. Act , 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3092,2009
2454,[506 1]," Case no.85/07, 75 MCP Act, Court District Munsif Cum Judicial Magistrate Court,Vaniyambadi, Cognizance Date-22/2/2007 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=8918,2009
2455,"[324, 294B, 135(1), 114]"," FIR NO. 71/04, KAGDAPITH POLICE STATION, AHMEDABAD. COURT NO. 4, AHMEDABAD. ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=2149,2009
2456,"[302, 307, 326, 333, 347, 149, 152, 153, 506, 168, 188, 120(B)]"," FIR NO. 82/85, ASTODIA POLICE STATION, SESSION COURT NO. 178/1986, AHMEDABAD, HE HAS BEEN DISCHARGED IN THIS CASE BUT SPECIAL LEAVE APPLICATION FOR THE SAME IS ADMITTED IN THE HON, SUPREME COURT NO. 6207/2006, THIS CASE IS PENDING IN THE SUPREME COURT.  ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=2144,2009
2457,[], Criminal Revision Application No 486/2001 Gujarat Court.On the date of 23/6/2006 he has been discharged  , 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=2144,2009
2458,[]," 10/13 Unlawful Activities Prevention Act-1967, Case no.0633/1992, Tr.No.343/2009, Court of Sri T.K.Sinha J.M. 1st Class,Muzaffarpur, Cognizance Date-13/4/1994, Court which took cognizan ce-The Learned C.J.M., Muzaffarpur ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3125,2009
2459,"[153(B), 34]"," Case No.0627/1992, Tr.No.114/2009, Court of Sri Ram Surat J.M.1st Class, Muzaffarpur, Cognizance Date-13/10/1995, Cognizance taken by-The Learned C.J.M. Muzaffarpur ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3125,2009
2460,[188]," Case No.0634/1992, Tr.No.-04/2009, Court of Sri Ram Surat J.M. 1st Class, Muzaffarpur, Cognizance Date-12/2/1993, Cognizance taken by- The Learned C.J.M., Muzaffarpur ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3125,2009
2461,[188]," Case No.0625/1992, Tr.No.288/2009, Court of Sri Javed Ahmad Khan J.M. 2nd Class, Muzaffarpur, Cognizance Date-24/6/1994, Cognizance taken by- The Learned C.J.M., Muzaffarpur ", 4,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3125,2009
2462,"[341, 186, 34]"," Fir No-132/2013,Amalapuram Taluk PS, E G Dt,AP,
1st Addi. Judicial Class Magistrate Amalapuram,CC No-176/2014 Dt 18/03/2014
 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8842,2014
2463,"[144, 447]", Case no 383/92 Beerpur P.S. C.J.M.Begusarai Sri B.B.Ray Judicial Magistrate First Class Begusarai 10.04.12 , 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6158,2014
2464,[171(F)], Case no 119/09 Nagar P.S. 127(A)R.P.Act Bihar Prevention Of Defacement Act C.J.M.Begusarai Judicial Magistrate First Class Begusarai 26.04.11 , 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6158,2014
2465,[171(F)], Case no 91/09 Barauni Judicial Magistrate First Class Begusarai P.S.C.J.M.Begusarai 16.04.11 , 3,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6158,2014
2466,[171(F)]," Case no 24/09 Motihani P.S.127A R.P.Act, 3-Bihar Prevention Defacement Act,  C.J.M.Begusarai  ", 4,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6158,2014
2467,"[147, 148, 188, 506, 353, 323, 34]", Case no 30/13 Secretriate P.S.  , 5,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=6158,2014
2468,[]," 25(1-B)A, 26, 35 Arms Act, Baigaria P.S. Case No.82/97, G.R. No.1482/97, Tr. No.244/09, C.J.M.,Sitamarhi, Cognizance Date-20.05.98, Trial began in the court of Shri V.P. Tiwari, J.M. 1st Class, Sitamarhi ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3037,2009
2469,"[147, 149, 323, 341, 404, 427, 395]"," Bairgaria P.S. Case No.5/04, G.R. No.108/04, S. Tr.61/07, C.J.M.,Sitamarhi, Cognizance Date-06.08.05, Trial began in the court of Shri Narisngh Prasad, A.D.J. Cum F.T.C.-6, Sitamarhi ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3037,2009
2470,[]," Weight and Measurment Act 1976,1985, Chief Judicial Magistrate 39(2) Vaishali, Hajipur, C2-215/2002, Date 30/06/2002, The Case is Pending for Disposal in The Trail Court  ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=2326,2009
2471,[504]," Tr No.4536/14, Judicial Magistrate Hajipur, Date 26.05.2012 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8120,2014
2472,[171E]," FIR No.295/95, Date 27.06.13, Hon'ble Judicial Magistrate HAjipur ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8120,2014
2473,"[420, 448, 468, 471, 120B, 34]"," Sec. 173 of Cr.P.C., CC No.400/2013, FIR No.118/2012, Prakasaraonagar PS Rajahmundry, East Godavari Dist., A.P., Complaint against on Registered Sale Deed No.5364/2012, dt.21/8/2012 with an extent of 253 Sq.Yd., I filed a Civil Suit in O.S. No.4/2013 in the Hon'ble Court of District Judge, Rajahmundry, E.G. Dist., Hon'ble Court of II Addl. Judicial First Class Magistrate, Rajahmundry, E.G. Dist., Cog. Date-12/9/2013 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8848,2014
2474,"[341, 353, 171F, 504, 506]"," 34 REPRESENTATION OF PEOPLE ACT, 1951 AND 132, 136 MAHARASHTRA COOPERATIVE SOCIETIES ACT 1960, FIR NO.121/2002,JMFC, COURT NO.4,AHMEDNAGAR,RTC NO.279/2002, COGNIZANCE DATE-22.02.2002, ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3639,2009
2475,"[143, 145, 147, 148, 353, 332, 337, 504, 506]"," 37(1),135,36/134 BOMBAY POLICE ACT,JMFC,COURT NO.4,AHMEDNAGAR,FIR NO.120/2002,RTC NO.304/2002,COGNIZANCE DATE-14.08.2002 ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=3639,2009
2476,"[504, 506(II), 34]"," FIR Bearing No. 17/06, Chembur Police Station, pending before chief additional metropolitan magistrate kurla court vide C.C.No. 105/Misc. 2008 vide dated 26-06-2008 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3641,2014
2477,"[143, 186, 341]"," Section 146, 174(A) of Indian Railway Act, FIR No. 30/12, Dated 10-09-2012, Sawarde Police Station, Chiplun,Charge sheet not filed so far ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3641,2014
2478,"[324, 506]"," Ghanora,ADJ-12 Muradabad ", 1,Convict,http://myneta.info/ls2014/candidate.php?candidate_id=3049,2014
2479,[]," Katihar Town P.S. No. 502/1999 Dt. 2.10.1999 (G.R.No. 1833/1999), Chargesheet deposited and cognizance taken by C.J.M., Katihar on 29.03.2000 (Tariq Anwar was granted Anticipatory Bail Vide order dated 22.03.2005 by Hon'ble High Court, Patna in Cr. Misc. No. 7510/2005 and After furnishing Bail Bond in the Court of Shri K.K. Agarwal, J.M. First Class, Katihar, he was released on bail on 1.04.2005. Case is being contested and still trial is in progress in the Court of Shri N.K. Tiwary, J.M. 1st Class, Katihar (Next date in the case is 26th May 2009)) ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=4924,2009
2480,"[341, 323, 325, 337, 34]"," Case No. 221/1999, PS. Sadar, Distt. Muzaffarpur, Bihar, CJM Muzaffarpur, TR No. 755/14, Congnizance Date 23/01/2004 S.K.Dubey J.M.Muzaffarpur 2-05-2003  ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8128,2014
2481,"[420, 506]"," Compliant No. 2017/1996, JM Muzaffarpur, TR No. 3554/12, Congnizance Date 15/03/1997 Honble Mohan Chaube J.M.Muzaffarpur 14-07-2000 ", 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=8128,2014
2482,"[143, 147, 188, 283, 149]", Judicial first class magistrate court Erankulam CC-25 14-01-14 , 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=1941,2014
2483,"[341, 353]"," Sec.7(1) of Criminal Amendment Act, C.C No 332/11, Cr No 80/211 , Annavaram P.S., Prathipadu JFCM Court  ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=8198,2014
2484,"[307, 395, 504, 506, 143, 147, 148]"," M.P. Act 135, CR No. 80/11, Upnagar Police Station, Nashik Raod, JMFC Nashik Rd., RCS No. 173/2013 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=5970,2014
2485,[394]," CRIMINAL CASE NO.11333/09 CASE PENDING IN MEHSANA IN THE COURT OF JUD. MEG.F.F.COURT, MEHSANA	
 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=7633,2014
2486,"[323, 504, 506(2)]"," Criminal Case No.291/94, AT JUD. MAG. F.C., MEHSANA, CASE IS PENDING
 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=7632,2014
2487,[]," VASAI PO. ST. CR. CASE NO. 93/93 AT JUD. MAG. F.C., VIJAPUR ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=7630,2014
2488,[420]," CR. CASE NO. 1225/09 AT JUD. MAG. F.C., VIJAPUR ", 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=7630,2014
2489,"[323, 504, 506(2)]"," CR. CASE NO. 331/01 AT JUD. MAG. F.C., VIJAPUR ", 3,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=7630,2014
2490,[]," 138 N.I.Act, CR. CASE NO. 3565/13, AT JUD. MAG. F.C.,VIJAPUR  ", 4,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=7630,2014
2491,"[323, 342, 353]",  , 1,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=632,2004
2492,"[147, 148, 149, 379, 386, 307]",  , 2,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=632,2004
2493,"[147, 148, 149, 364, 365, 307]",  , 3,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=632,2004
2494,"[147, 148, 149, 323, 353]",  , 4,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=632,2004
2495,"[147, 148, 149, 353]", 47 RLY ACT , 5,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=632,2004
2496,[188], 23(C)U.P.L.A. ACT , 1,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=630,2004
2497,[U/ Sec. 199 to 200 of I.P.C.],  , 1,Cogniz,http://myneta.info/loksabha2004/candidate.php?candidate_id=2540,2004
2498,"[416, 419, 463, 464, 465, 471, 474]", Case No. 24/2006 sub division Court 2 Chidabaram , 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=3955,2014
2499,[], 25/2006 sub division Court 2 Chidabaram , 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=3955,2014
2500,[], 26/2006 sub division Court 2 Chidabaram , 3,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=3955,2014
2501,[], 27/2006 sub division Court 2 Chidabaram , 4,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=3955,2014
2502,[], 28/2006 sub division Court 2 Chidabaram , 5,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=3955,2014
2503,[], 29/2006 sub division Court 2 Chidabaram , 6,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=3955,2014
2504,[], 85/2012 sub division Court 2 Chidabaram , 7,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=3955,2014
2505,[], 86/2012 sub division Court 2 Chidabaram , 8,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=3955,2014
2506,"[143, 341, 188, 285, 566(i)]", CC No 336/2010 part 7(A) CLA Chidambram Court  , 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3955,2014
2507,"[143, 147, 149, 283, IPC]"," 	JFMC	CC2193/04,CC1832/03
 ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1558,2009
2508,"[448, 427, 34]"," JMFC(O),BBSR, SAHID NAGAR P.S ,CASE NO-92, CORRESPONDING TO G.R. CASE NO-735/2010, dtd.1.7.2010 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3351,2014
2509,"[121, 121A, 122]"," Section 3/4 of the TADA(P) Act and Section 10/13 of the Unlawful Activities(Prevention) Act, Spacial operation Unit , Kahilipara Guwahati Case No. 1/1991, TADA Session Case No.43/2001,Pending in the Hon'ble Designated Court, Assam at Guwahati, Cognizance Date 15-5-2012 ", 1,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=518,2014
2510,"[465, 468, 471, 120B]"," G.R. Case No 4320/99,(Panbazar P.S Case No 403/1999),Pending in the Hon'ble Additional Cheif Judicial Magistrate Kamrup(M) at Guwahati,Cognizance 21.05.2005 ", 2,Framed,http://myneta.info/ls2014/candidate.php?candidate_id=518,2014
2511,"[143, 336, 435, 436]"," Case No. 1670/92, Date 19.05.2009, P.S. Mirzapur ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=1806,2009
2512,"[406, 420, 120B]"," 58(b)(i) RBI Act, CR No.396/12 , Metropolitan Court, Ezhumbur, Chennai - 600008 ", 1,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=5465,2014
2513,"[406, 420, 120B]"," Cr.No.403/12, NoMetropolitan Court, Ezhumbur, Chennai - 600008 ", 2,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=5465,2014
2514,"[406, 420, 34B]"," Cr.No.437/12, Metropolitan Court, Ezhumbur, Chennai - 600008 ", 3,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=5465,2014
2515,"[406, 420, 120B]"," 58(b)(i) RBI Act, CR No.446/12 , Metropolitan Court, Ezhumbur, Chennai - 600008	 ", 4,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=5465,2014
2516,"[406, 420, 120B, 506(ii)]"," Cr.No.531/12, Metropolitan Court, Ezhumbur, Chennai - 600008 ", 5,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=5465,2014
2517,"[147, 148, 294B, 427, 323, 506(ii)]"," Cr.No.1434/12, Metropolitan Court, Ezhumbur, Chennai - 600008 ", 6,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=5465,2014
2518,[420]," Cr.No.143/13, Metropolitan Court, Ezhumbur, Chennai - 600008 ", 7,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=5465,2014
2519,"[406, 420, 120B]"," Cr.No.4/14, Metropolitan Court, Ezhumbur, Chennai - 600008 ", 8,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=5465,2014
2520,"[147, 148, 149, 307, 504]"," Case No.497/08, Court F.T.C. ", 1,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=7251,2009
2521,"[323, 504, 506]"," Case No.2413/09, Court J.M.City ", 2,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=7251,2009
2522,"[323, 504, 506]"," Case No.4717/07, Court A.C.J.M. ", 3,Cogniz,http://myneta.info/ls2009/candidate.php?candidate_id=7251,2009
